,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-254109000.0,-5774580000.0,-39405000.0,-5097600000.0,
Tax Rate For Calcs,0.213,0.21,0.185,0.27,
Normalized EBITDA,46522000000.0,48533000000.0,53952000000.0,52465000000.0,
Total Unusual Items,-1193000000.0,-27498000000.0,-213000000.0,-18880000000.0,
Total Unusual Items Excluding Goodwill,-1193000000.0,-27498000000.0,-213000000.0,-18880000000.0,
Net Income From Continuing Operation Net Minority Interest,14400000000.0,-8343000000.0,22378000000.0,-5176000000.0,
Reconciled Depreciation,18777000000.0,18021000000.0,17852000000.0,28516000000.0,
Reconciled Cost Of Revenue,50123000000.0,50848000000.0,60407000000.0,79920000000.0,
EBITDA,45329000000.0,21035000000.0,53739000000.0,33585000000.0,
EBIT,26552000000.0,3014000000.0,35887000000.0,5069000000.0,
Net Interest Income,-6704000000.0,-6108000000.0,-6716000000.0,-7925000000.0,
Interest Expense,6704000000.0,6108000000.0,6716000000.0,7925000000.0,
Normalized Income,15338891000.0,13380420000.0,22551595000.0,8606400000.0,
Net Income From Continuing And Discontinued Operation,14400000000.0,-8524000000.0,20081000000.0,-5176000000.0,
Total Expenses,97774000000.0,97830000000.0,107928000000.0,146475000000.0,
Total Operating Income As Reported,23461000000.0,-4587000000.0,25897000000.0,6405000000.0,
Diluted Average Shares,7258000000.0,7587000000.0,7199000000.0,7183000000.0,
Basic Average Shares,7181000000.0,7166000000.0,7168000000.0,7157000000.0,
Diluted EPS,1.97,-1.13,2.76,-0.75,
Basic EPS,1.97,-1.13,2.77,-0.75,
Diluted NI Availto Com Stockholders,14277000000.0,-7521000000.0,20456000000.0,-5346000000.0,
Average Dilution Earnings,85000000.0,543000000.0,582000000.0,23000000.0,
Net Income Common Stockholders,14192000000.0,-8064000000.0,19874000000.0,-5369000000.0,
Otherunder Preferred Stock Dividend,0.0,-663000000.0,0.0,,
Preferred Stock Dividends,208000000.0,203000000.0,207000000.0,193000000.0,
Net Income,14400000000.0,-8524000000.0,20081000000.0,-5176000000.0,
Minority Interests,-1223000000.0,-1469000000.0,-1398000000.0,-1355000000.0,
Net Income Including Noncontrolling Interests,15623000000.0,-7055000000.0,21479000000.0,-3821000000.0,
Net Income Discontinuous Operations,0.0,-181000000.0,-2297000000.0,,
Net Income Continuous Operations,15623000000.0,-6874000000.0,23776000000.0,-3821000000.0,
Tax Provision,4225000000.0,3780000000.0,5395000000.0,965000000.0,
Pretax Income,19848000000.0,-3094000000.0,29171000000.0,-2856000000.0,
Other Income Expense,1898000000.0,-19897000000.0,9777000000.0,-20216000000.0,
Other Non Operating Income Expenses,1416000000.0,5810000000.0,9387000000.0,-1431000000.0,
Special Income Charges,-1193000000.0,-27498000000.0,-213000000.0,-18880000000.0,
Gain On Sale Of Ppe,,-1413000000.0,,,-1458000000.0
Write Off,1193000000.0,2686000000.0,213000000.0,18880000000.0,
Impairment Of Capital Assets,,24812000000.0,213000000.0,18880000000.0,1458000000.0
Restructuring And Mergern Acquisition,,1273000000.0,,,
Earnings From Equity Interest,1675000000.0,1791000000.0,603000000.0,95000000.0,
Net Non Operating Interest Income Expense,-6704000000.0,-6108000000.0,-6716000000.0,-7925000000.0,
Interest Expense Non Operating,6704000000.0,6108000000.0,6716000000.0,7925000000.0,
Operating Income,24654000000.0,22911000000.0,26110000000.0,25285000000.0,
Operating Expense,47651000000.0,46982000000.0,47521000000.0,66555000000.0,
Depreciation Amortization Depletion Income Statement,18777000000.0,18021000000.0,17852000000.0,28516000000.0,
Depreciation And Amortization In Income Statement,18777000000.0,18021000000.0,17852000000.0,28516000000.0,
Selling General And Administration,28874000000.0,28961000000.0,29669000000.0,38039000000.0,
Gross Profit,72305000000.0,69893000000.0,73631000000.0,91840000000.0,
Cost Of Revenue,50123000000.0,50848000000.0,60407000000.0,79920000000.0,
Total Revenue,122428000000.0,120741000000.0,134038000000.0,171760000000.0,
Operating Revenue,122428000000.0,120741000000.0,134038000000.0,171760000000.0,
