,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-8136000.0,40530000.0,3800000.0,660000.0
Tax Rate For Calcs,0.226,0.21,0.19,0.22
Normalized EBITDA,4520000000.0,4262000000.0,3918000000.0,3334000000.0
Total Unusual Items,-36000000.0,193000000.0,20000000.0,3000000.0
Total Unusual Items Excluding Goodwill,-36000000.0,193000000.0,20000000.0,3000000.0
Net Income From Continuing Operation Net Minority Interest,2957000000.0,3034000000.0,2694000000.0,2109000000.0
Reconciled Depreciation,395000000.0,410000000.0,410000000.0,427000000.0
Reconciled Cost Of Revenue,9034000000.0,9153000000.0,8212000000.0,7102000000.0
EBITDA,4484000000.0,4455000000.0,3938000000.0,3337000000.0
EBIT,4089000000.0,4045000000.0,3528000000.0,2910000000.0
Net Interest Income,-215000000.0,-181000000.0,-190000000.0,-189000000.0
Interest Expense,266000000.0,203000000.0,202000000.0,206000000.0
Interest Income,51000000.0,22000000.0,12000000.0,17000000.0
Normalized Income,2984864000.0,2881530000.0,2677800000.0,2106660000.0
Net Income From Continuing And Discontinued Operation,2957000000.0,3034000000.0,2694000000.0,2109000000.0
Total Expenses,12067000000.0,12142000000.0,10978000000.0,9692000000.0
Total Operating Income As Reported,4040000000.0,3790000000.0,3477000000.0,2882000000.0
Diluted Average Shares,303600000.0,310700000.0,316400000.0,318300000.0
Basic Average Shares,302600000.0,309600000.0,315100000.0,316900000.0
Diluted EPS,9.74,9.77,8.51,6.63
Basic EPS,9.77,9.8,8.55,6.66
Diluted NI Availto Com Stockholders,2957000000.0,3034000000.0,2694000000.0,2109000000.0
Net Income Common Stockholders,2957000000.0,3034000000.0,2694000000.0,2109000000.0
Net Income,2957000000.0,3034000000.0,2694000000.0,2109000000.0
Net Income Including Noncontrolling Interests,2957000000.0,3034000000.0,2694000000.0,2109000000.0
Net Income Continuous Operations,2957000000.0,3034000000.0,2694000000.0,2109000000.0
Tax Provision,866000000.0,808000000.0,632000000.0,595000000.0
Pretax Income,3823000000.0,3842000000.0,3326000000.0,2704000000.0
Other Income Expense,-2000000.0,233000000.0,39000000.0,11000000.0
Other Non Operating Income Expenses,34000000.0,40000000.0,19000000.0,8000000.0
Special Income Charges,1000000.0,191000000.0,0.0,0.0
Gain On Sale Of Business,1000000.0,191000000.0,0.0,0.0
Earnings From Equity Interest,0.0,0.0,0.0,
Gain On Sale Of Security,-37000000.0,2000000.0,20000000.0,3000000.0
Net Non Operating Interest Income Expense,-215000000.0,-181000000.0,-190000000.0,-189000000.0
Interest Expense Non Operating,266000000.0,203000000.0,202000000.0,206000000.0
Interest Income Non Operating,51000000.0,22000000.0,12000000.0,17000000.0
Operating Income,4040000000.0,3790000000.0,3477000000.0,2882000000.0
Operating Expense,2751000000.0,2713000000.0,2489000000.0,2317000000.0
Depreciation Amortization Depletion Income Statement,113000000.0,134000000.0,133000000.0,154000000.0
Depreciation And Amortization In Income Statement,113000000.0,134000000.0,133000000.0,154000000.0
Amortization,113000000.0,134000000.0,133000000.0,154000000.0
Amortization Of Intangibles Income Statement,113000000.0,134000000.0,133000000.0,154000000.0
Selling General And Administration,2638000000.0,2579000000.0,2356000000.0,2163000000.0
Gross Profit,6791000000.0,6503000000.0,5966000000.0,5199000000.0
Cost Of Revenue,9316000000.0,9429000000.0,8489000000.0,7375000000.0
Total Revenue,16107000000.0,15932000000.0,14455000000.0,12574000000.0
Operating Revenue,16107000000.0,15932000000.0,14455000000.0,12574000000.0
