,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,15900000.0,-52318000.0,-7353962.264151,0.0
Tax Rate For Calcs,0.265,0.259,0.262642,0.277726
Normalized EBITDA,2331000000.0,2582000000.0,3056000000.0,-2687000000.0
Total Unusual Items,60000000.0,-202000000.0,-28000000.0,0.0
Total Unusual Items Excluding Goodwill,60000000.0,-202000000.0,-28000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,465000000.0,539000000.0,977000000.0,-3074000000.0
Reconciled Depreciation,1522000000.0,1351000000.0,1272000000.0,1255000000.0
Reconciled Cost Of Revenue,21868000000.0,19062000000.0,11675000000.0,10938000000.0
EBITDA,2391000000.0,2380000000.0,3028000000.0,-2687000000.0
EBIT,869000000.0,1029000000.0,1756000000.0,-3942000000.0
Net Interest Income,347000000.0,-84000000.0,-418000000.0,-282000000.0
Interest Expense,236000000.0,301000000.0,431000000.0,314000000.0
Interest Income,583000000.0,217000000.0,13000000.0,32000000.0
Normalized Income,420900000.0,688682000.0,997646037.735849,-3074000000.0
Net Income From Continuing And Discontinued Operation,465000000.0,539000000.0,977000000.0,-3074000000.0
Total Expenses,25867000000.0,22797000000.0,14069000000.0,12864000000.0
Rent Expense Supplemental,1789000000.0,1508000000.0,1456000000.0,1240000000.0
Total Operating Income As Reported,224000000.0,1017000000.0,1721000000.0,-3816000000.0
Diluted Average Shares,640000000.0,642000000.0,609000000.0,565000000.0
Basic Average Shares,595000000.0,593000000.0,592000000.0,565000000.0
Diluted EPS,0.81,0.87,1.61,-5.44
Basic EPS,0.84,0.91,1.65,-5.44
Diluted NI Availto Com Stockholders,484000000.0,561000000.0,977000000.0,-3074000000.0
Net Income Common Stockholders,484000000.0,561000000.0,977000000.0,-3074000000.0
Otherunder Preferred Stock Dividend,-19000000.0,-22000000.0,0.0,0.0
Net Income,465000000.0,539000000.0,977000000.0,-3074000000.0
Net Income Including Noncontrolling Interests,465000000.0,539000000.0,977000000.0,-3074000000.0
Net Income Continuous Operations,465000000.0,539000000.0,977000000.0,-3074000000.0
Tax Provision,168000000.0,189000000.0,348000000.0,-1182000000.0
Pretax Income,633000000.0,728000000.0,1325000000.0,-4256000000.0
Other Income Expense,62000000.0,-205000000.0,22000000.0,-158000000.0
Other Non Operating Income Expenses,2000000.0,-3000000.0,50000000.0,-158000000.0
Special Income Charges,0.0,-193000000.0,-28000000.0,0.0
Other Special Charges,,193000000.0,28000000.0,
Gain On Sale Of Security,60000000.0,-9000000.0,57000000.0,-102000000.0
Net Non Operating Interest Income Expense,347000000.0,-84000000.0,-418000000.0,-282000000.0
Interest Expense Non Operating,236000000.0,301000000.0,431000000.0,314000000.0
Interest Income Non Operating,583000000.0,217000000.0,13000000.0,32000000.0
Operating Income,224000000.0,1017000000.0,1721000000.0,-3816000000.0
Operating Expense,3999000000.0,3735000000.0,2394000000.0,1926000000.0
Other Operating Expenses,3999000000.0,3735000000.0,2394000000.0,1926000000.0
Gross Profit,4223000000.0,4752000000.0,4115000000.0,-1890000000.0
Cost Of Revenue,21868000000.0,19062000000.0,11675000000.0,10938000000.0
Total Revenue,26091000000.0,23814000000.0,15790000000.0,9048000000.0
Operating Revenue,23812000000.0,21585000000.0,14253000000.0,7826000000.0
