,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-30350600.0,1566000.0,-5033600.0,-5400000.0
Tax Rate For Calcs,0.326,0.18,0.208,0.27
Normalized EBITDA,1203700000.0,2104700000.0,2885800000.0,1514400000.0
Total Unusual Items,-93100000.0,8700000.0,-24200000.0,-20000000.0
Total Unusual Items Excluding Goodwill,-93100000.0,8700000.0,-24200000.0,-20000000.0
Net Income From Continuing Operation Net Minority Interest,456000000.0,1302000000.0,1871500000.0,1115200000.0
Reconciled Depreciation,323400000.0,430100000.0,406900000.0,376000000.0
Reconciled Cost Of Revenue,1663600000.0,1480500000.0,1471800000.0,1212600000.0
EBITDA,1110600000.0,2113400000.0,2861600000.0,1494400000.0
EBIT,787200000.0,1683300000.0,2454700000.0,1118400000.0
Net Interest Income,9400000.0,-82200000.0,-92200000.0,-112200000.0
Interest Expense,111100000.0,95100000.0,93600000.0,116500000.0
Interest Income,120500000.0,12900000.0,1400000.0,4300000.0
Normalized Income,518749400.0,1294866000.0,1890666400.0,1129800000.0
Net Income From Continuing And Discontinued Operation,456000000.0,1302000000.0,1871500000.0,1115200000.0
Total Expenses,3268900000.0,3232000000.0,3149400000.0,2651400000.0
Total Operating Income As Reported,668400000.0,1640200000.0,2480300000.0,1105000000.0
Diluted Average Shares,248831000.0,253845000.0,259706000.0,264613000.0
Basic Average Shares,246772000.0,251527000.0,257046000.0,262727000.0
Diluted EPS,1.83,5.13,7.21,4.21
Basic EPS,1.85,5.18,7.28,4.24
Diluted NI Availto Com Stockholders,456000000.0,1302000000.0,1871500000.0,1115200000.0
Net Income Common Stockholders,456000000.0,1302000000.0,1871500000.0,1115200000.0
Net Income,456000000.0,1302000000.0,1871500000.0,1115200000.0
Minority Interests,0.0,0.0,1800000.0,4700000.0
Net Income Including Noncontrolling Interests,456000000.0,1302000000.0,1869700000.0,1110500000.0
Net Income Continuous Operations,456000000.0,1302000000.0,1869700000.0,1110500000.0
Tax Provision,220100000.0,286200000.0,491400000.0,-108600000.0
Pretax Income,676100000.0,1588200000.0,2361100000.0,1001900000.0
Other Income Expense,-94800000.0,39600000.0,-29600000.0,-10900000.0
Other Non Operating Income Expenses,-1700000.0,30900000.0,-5400000.0,9100000.0
Special Income Charges,-93100000.0,8700000.0,-24200000.0,-20000000.0
Gain On Sale Of Ppe,-51700000.0,0.0,0.0,
Other Special Charges,,700000.0,21600000.0,
Impairment Of Capital Assets,44300000.0,27700000.0,0.0,4400000.0
Restructuring And Mergern Acquisition,-2900000.0,-37100000.0,2600000.0,15600000.0
Net Non Operating Interest Income Expense,9400000.0,-82200000.0,-92200000.0,-112200000.0
Interest Expense Non Operating,111100000.0,95100000.0,93600000.0,116500000.0
Interest Income Non Operating,120500000.0,12900000.0,1400000.0,4300000.0
Operating Income,761500000.0,1630800000.0,2482900000.0,1125000000.0
Operating Expense,1310000000.0,1366600000.0,1312900000.0,1102500000.0
Depreciation Amortization Depletion Income Statement,28100000.0,45200000.0,42200000.0,39700000.0
Depreciation And Amortization In Income Statement,28100000.0,45200000.0,42200000.0,39700000.0
Amortization,28100000.0,45200000.0,42200000.0,39700000.0
Amortization Of Intangibles Income Statement,28100000.0,45200000.0,42200000.0,39700000.0
Research And Development,294300000.0,283400000.0,276300000.0,222500000.0
Selling General And Administration,987600000.0,1038000000.0,994400000.0,840300000.0
Selling And Marketing Expense,595200000.0,630300000.0,561200000.0,484600000.0
General And Administrative Expense,392400000.0,407700000.0,433200000.0,355700000.0
Other Gand A,392400000.0,407700000.0,433200000.0,355700000.0
Gross Profit,2071500000.0,2997400000.0,3795800000.0,2227500000.0
Cost Of Revenue,1958900000.0,1865400000.0,1836500000.0,1548900000.0
Total Revenue,4030400000.0,4862800000.0,5632300000.0,3776400000.0
Operating Revenue,4030400000.0,4862800000.0,5632300000.0,3776400000.0
