,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,719652258.0,-251360130.0,739032655.0,387454168.0,
Tax Rate For Calcs,0.183,0.21,0.101,0.106,
Normalized EBITDA,5568054000.0,2542691000.0,7661473000.0,3041338000.0,
Total Unusual Items,3932526000.0,-1196953000.0,7317155000.0,3655228000.0,
Total Unusual Items Excluding Goodwill,3932526000.0,-1196953000.0,7317155000.0,3655228000.0,
Net Income From Continuing Operation Net Minority Interest,3732261000.0,-521664000.0,4732406000.0,2002509000.0,
Reconciled Cost Of Revenue,9462219000.0,3558253000.0,9210245000.0,2152490000.0,
EBITDA,9500580000.0,1345738000.0,14978628000.0,6696566000.0,
EBIT,9500580000.0,1345738000.0,14978628000.0,6696566000.0,
Net Interest Income,423476000.0,257323000.0,353441000.0,433569000.0,
Interest Expense,2945971000.0,1637959000.0,1132029000.0,969871000.0,
Interest Income,3369447000.0,1895282000.0,1485470000.0,1403440000.0,
Normalized Income,519387258.0,423928870.0,-1845716345.0,-1265264832.0,
Net Income From Continuing And Discontinued Operation,3732261000.0,-521664000.0,4732406000.0,2002509000.0,
Total Expenses,12184722000.0,5910634000.0,11152605000.0,2933132000.0,
Rent Expense Supplemental,93391000.0,77271000.0,69084000.0,72100000.0,
Diluted Average Shares,911787433.0,749504970.0,633092865.0,583685352.0,
Basic Average Shares,867496813.0,749504970.0,582258984.0,562812883.0,
Diluted EPS,4.09,-0.79,7.42,3.37,
Basic EPS,4.24,-0.79,7.95,3.45,
Diluted NI Availto Com Stockholders,3732261000.0,-590664000.0,4695759000.0,1969145000.0,
Average Dilution Earnings,51747000.0,0.0,69000000.0,26258000.0,
Net Income Common Stockholders,3680514000.0,-590664000.0,4626759000.0,1942887000.0,
Otherunder Preferred Stock Dividend,,,,0.0,0.0
Preferred Stock Dividends,51747000.0,69000000.0,105647000.0,59622000.0,
Net Income,3732261000.0,-521664000.0,4732406000.0,2002509000.0,
Minority Interests,-1624825000.0,-104050000.0,-7719311000.0,-3115089000.0,
Net Income Including Noncontrolling Interests,5357086000.0,-417614000.0,12451717000.0,5117598000.0,
Net Income Continuous Operations,5357086000.0,-417614000.0,12451717000.0,5117598000.0,
Tax Provision,1197523000.0,125393000.0,1394882000.0,609097000.0,
Pretax Income,6554609000.0,-292221000.0,13846599000.0,5726695000.0,
Other Income Expense,3992985000.0,-203966000.0,8539936000.0,3995367000.0,
Other Non Operating Income Expenses,-853215000.0,1217770000.0,126531000.0,-174546000.0,
Special Income Charges,,-10990000.0,65949000.0,0.0,0.0
Other Special Charges,,,,174546000.0,435071000.0
Restructuring And Mergern Acquisition,,10990000.0,-65949000.0,0.0,0.0
Earnings From Equity Interest,913674000.0,-224783000.0,1096250000.0,514685000.0,
Gain On Sale Of Security,3932526000.0,-1196953000.0,7317155000.0,3655228000.0,
Net Non Operating Interest Income Expense,423476000.0,257323000.0,353441000.0,433569000.0,
Interest Expense Non Operating,2945971000.0,1637959000.0,1132029000.0,969871000.0,
Interest Income Non Operating,3369447000.0,1895282000.0,1485470000.0,1403440000.0,
Operating Income,2138148000.0,-345578000.0,4953222000.0,1297759000.0,
Operating Expense,2722503000.0,2352381000.0,1942360000.0,780642000.0,
Selling General And Administration,2722503000.0,2352381000.0,1942360000.0,780642000.0,
General And Administrative Expense,2722503000.0,2352381000.0,1942360000.0,780642000.0,
Other Gand A,1803114000.0,1712525000.0,1514398000.0,708542000.0,
Insurance And Claims,825998000.0,562585000.0,358878000.0,0.0,
Rent And Landing Fees,93391000.0,77271000.0,69084000.0,72100000.0,
Gross Profit,4860651000.0,2006803000.0,6895582000.0,2078401000.0,
Cost Of Revenue,9462219000.0,3558253000.0,9210245000.0,2152490000.0,
Total Revenue,14322870000.0,5565056000.0,16105827000.0,4230891000.0,
Operating Revenue,14322870000.0,5565056000.0,16105827000.0,4230891000.0,
