,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,10080000.0,-2100000.0,72076000.0,36925000.0
Tax Rate For Calcs,0.21,0.21,0.148,0.175
Normalized EBITDA,2267000000.0,-472000000.0,-662000000.0,-10285000000.0
Total Unusual Items,48000000.0,-10000000.0,487000000.0,211000000.0
Total Unusual Items Excluding Goodwill,48000000.0,-10000000.0,487000000.0,211000000.0
Net Income From Continuing Operation Net Minority Interest,-2222000000.0,-4935000000.0,-4202000000.0,-11941000000.0
Reconciled Depreciation,1861000000.0,1979000000.0,2144000000.0,2246000000.0
Reconciled Cost Of Revenue,70070000000.0,63078000000.0,59237000000.0,63843000000.0
EBITDA,2315000000.0,-482000000.0,-175000000.0,-10074000000.0
EBIT,454000000.0,-2461000000.0,-2319000000.0,-12320000000.0
Net Interest Income,-2459000000.0,-2561000000.0,-2714000000.0,-2156000000.0
Interest Expense,2459000000.0,2561000000.0,2714000000.0,2156000000.0
Normalized Income,-2259920000.0,-4927100000.0,-4616924000.0,-12115075000.0
Net Income From Continuing And Discontinued Operation,-2222000000.0,-4935000000.0,-4202000000.0,-11941000000.0
Total Expenses,78615000000.0,70117000000.0,65643000000.0,71136000000.0
Total Operating Income As Reported,-773000000.0,-3519000000.0,-2870000000.0,-12767000000.0
Diluted Average Shares,606100000.0,595200000.0,588000000.0,569000000.0
Basic Average Shares,605449591.0,594578313.0,587692308.0,568630268.0
Diluted EPS,-3.67,-8.3,-7.15,-20.88
Basic EPS,-3.67,-8.3,-7.15,-20.88
Diluted NI Availto Com Stockholders,-2222000000.0,-4935000000.0,-4202000000.0,-11873000000.0
Net Income Common Stockholders,-2222000000.0,-4935000000.0,-4202000000.0,-11873000000.0
Net Income,-2222000000.0,-4935000000.0,-4202000000.0,-11941000000.0
Minority Interests,20000000.0,118000000.0,88000000.0,68000000.0
Net Income Including Noncontrolling Interests,-2242000000.0,-5053000000.0,-4290000000.0,-11941000000.0
Net Income Continuous Operations,-2242000000.0,-5053000000.0,-4290000000.0,-11941000000.0
Tax Provision,237000000.0,31000000.0,-743000000.0,-2535000000.0
Pretax Income,-2005000000.0,-5022000000.0,-5033000000.0,-14476000000.0
Other Income Expense,1275000000.0,1048000000.0,1038000000.0,658000000.0
Other Non Operating Income Expenses,1227000000.0,1058000000.0,551000000.0,447000000.0
Special Income Charges,2000000.0,6000000.0,277000000.0,202000000.0
Gain On Sale Of Ppe,2000000.0,6000000.0,277000000.0,202000000.0
Gain On Sale Of Security,46000000.0,-16000000.0,210000000.0,9000000.0
Net Non Operating Interest Income Expense,-2459000000.0,-2561000000.0,-2714000000.0,-2156000000.0
Interest Expense Non Operating,2459000000.0,2561000000.0,2714000000.0,2156000000.0
Operating Income,-821000000.0,-3509000000.0,-3357000000.0,-12978000000.0
Operating Expense,8545000000.0,7039000000.0,6406000000.0,7293000000.0
Research And Development,3377000000.0,2852000000.0,2249000000.0,2476000000.0
Selling General And Administration,5168000000.0,4187000000.0,4157000000.0,4817000000.0
General And Administrative Expense,5168000000.0,4187000000.0,4157000000.0,4817000000.0
Other Gand A,5168000000.0,4187000000.0,4157000000.0,4817000000.0
Gross Profit,7724000000.0,3530000000.0,3049000000.0,-5685000000.0
Cost Of Revenue,70070000000.0,63078000000.0,59237000000.0,63843000000.0
Total Revenue,77794000000.0,66608000000.0,62286000000.0,58158000000.0
Operating Revenue,77794000000.0,66608000000.0,62286000000.0,58158000000.0
