,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-4659200.0,14448000.0,4416200.0,-139700.0,
Tax Rate For Calcs,0.128,0.21,0.142,0.011,
Normalized EBITDA,805000000.0,743200000.0,788800000.0,682800000.0,
Total Unusual Items,-36400000.0,68800000.0,31100000.0,-12700000.0,
Total Unusual Items Excluding Goodwill,-36400000.0,68800000.0,31100000.0,-12700000.0,
Net Income From Continuing Operation Net Minority Interest,311300000.0,449700000.0,492800000.0,389900000.0,
Reconciled Depreciation,250600000.0,171800000.0,179900000.0,197500000.0,
Reconciled Cost Of Revenue,1318900000.0,1445500000.0,1495400000.0,1260800000.0,
EBITDA,768600000.0,812000000.0,819900000.0,670100000.0,
EBIT,518000000.0,640200000.0,640000000.0,472600000.0,
Net Interest Income,-161000000.0,-71100000.0,-65400000.0,-77600000.0,
Interest Expense,161000000.0,71100000.0,65400000.0,77600000.0,
Normalized Income,343040800.0,395348000.0,466116200.0,402460300.0,
Net Income From Continuing And Discontinued Operation,311300000.0,449700000.0,492800000.0,389900000.0,
Total Expenses,3304300000.0,3135200000.0,3087800000.0,2702100000.0,
Total Operating Income As Reported,448800000.0,510900000.0,561000000.0,419800000.0,
Diluted Average Shares,,250200000.0,254300000.0,252300000.0,252900000.0
Basic Average Shares,,248600000.0,251400000.0,250500000.0,250800000.0
Diluted EPS,,1.8,1.94,1.55,2.03
Basic EPS,,1.81,1.96,1.56,2.05
Diluted NI Availto Com Stockholders,311300000.0,449700000.0,492800000.0,389900000.0,
Net Income Common Stockholders,311300000.0,449700000.0,492800000.0,389900000.0,
Net Income,311300000.0,449700000.0,492800000.0,389900000.0,
Minority Interests,0.0,0.0,-100000.0,-700000.0,
Net Income Including Noncontrolling Interests,311300000.0,449700000.0,492800000.0,390600000.0,
Net Income Continuous Operations,311300000.0,449700000.0,492800000.0,390600000.0,
Tax Provision,45700000.0,119400000.0,81800000.0,4400000.0,
Pretax Income,357000000.0,569100000.0,574600000.0,395000000.0,
Other Income Expense,23600000.0,99100000.0,68700000.0,27000000.0,
Other Non Operating Income Expenses,31900000.0,-800000.0,-100000.0,300000.0,
Special Income Charges,-36400000.0,68800000.0,31100000.0,-12700000.0,
Gain On Sale Of Business,9200000.0,99000000.0,41400000.0,13100000.0,
Restructuring And Mergern Acquisition,45600000.0,30200000.0,10300000.0,25800000.0,
Earnings From Equity Interest,28100000.0,31100000.0,37700000.0,39400000.0,
Net Non Operating Interest Income Expense,-161000000.0,-71100000.0,-65400000.0,-77600000.0,
Total Other Finance Cost,,,,,82400000.0
Interest Expense Non Operating,161000000.0,71100000.0,65400000.0,77600000.0,
Operating Income,494400000.0,541100000.0,571300000.0,445600000.0,
Operating Expense,1838400000.0,1564500000.0,1463400000.0,1309300000.0,
Depreciation Amortization Depletion Income Statement,103600000.0,46600000.0,50900000.0,65500000.0,
Depreciation And Amortization In Income Statement,103600000.0,46600000.0,50900000.0,65500000.0,
Amortization,103600000.0,46600000.0,50900000.0,65500000.0,
Amortization Of Intangibles Income Statement,103600000.0,46600000.0,50900000.0,65500000.0,
Research And Development,664300000.0,542100000.0,536600000.0,475900000.0,
Selling General And Administration,1070500000.0,975800000.0,875900000.0,767900000.0,
Selling And Marketing Expense,583000000.0,553600000.0,506800000.0,467000000.0,
General And Administrative Expense,487500000.0,422200000.0,369100000.0,300900000.0,
Other Gand A,487500000.0,422200000.0,369100000.0,300900000.0,
Gross Profit,2332800000.0,2105600000.0,2034700000.0,1754900000.0,
Cost Of Revenue,1465900000.0,1570700000.0,1624400000.0,1392800000.0,
Total Revenue,3798700000.0,3676300000.0,3659100000.0,3147700000.0,
Operating Revenue,3798700000.0,3676300000.0,3659100000.0,3147700000.0,
