,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-210840000.0,-144480000.0,-79860000.0,-92520000.0
Tax Rate For Calcs,0.21,0.21,0.33,0.12
Normalized EBITDA,3869000000.0,3453000000.0,3907000000.0,2736000000.0
Total Unusual Items,-1004000000.0,-688000000.0,-242000000.0,-771000000.0
Total Unusual Items Excluding Goodwill,-1004000000.0,-688000000.0,-242000000.0,-771000000.0
Net Income From Continuing Operation Net Minority Interest,1849000000.0,1532000000.0,1513000000.0,631000000.0
Reconciled Depreciation,848000000.0,830000000.0,845000000.0,822000000.0
Reconciled Cost Of Revenue,17822000000.0,16956000000.0,15609000000.0,14906000000.0
EBITDA,2865000000.0,2765000000.0,3665000000.0,1965000000.0
EBIT,2017000000.0,1935000000.0,2820000000.0,1143000000.0
Net Interest Income,-341000000.0,-246000000.0,-206000000.0,-243000000.0
Interest Expense,307000000.0,225000000.0,206000000.0,240000000.0
Interest Income,18000000.0,6000000.0,9000000.0,23000000.0
Normalized Income,2642160000.0,2075520000.0,1675140000.0,1309480000.0
Net Income From Continuing And Discontinued Operation,1849000000.0,1532000000.0,1637000000.0,631000000.0
Total Expenses,24003000000.0,22901000000.0,20867000000.0,20571000000.0
Diluted Average Shares,687400000.0,699600000.0,721100000.0,753600000.0
Basic Average Shares,684300000.0,688700000.0,708700000.0,751000000.0
Diluted EPS,2.69,2.19,2.27,0.84
Basic EPS,2.702031,2.224481,2.309863,0.840213
Diluted NI Availto Com Stockholders,1849000000.0,1532000000.0,1637000000.0,631000000.0
Net Income Common Stockholders,1849000000.0,1532000000.0,1637000000.0,631000000.0
Net Income,1849000000.0,1532000000.0,1637000000.0,631000000.0
Minority Interests,-184000000.0,-191000000.0,-233000000.0,-164000000.0
Net Income Including Noncontrolling Interests,2033000000.0,1723000000.0,1870000000.0,795000000.0
Net Income Discontinuous Operations,0.0,0.0,124000000.0,0.0
Net Income Continuous Operations,2033000000.0,1723000000.0,1746000000.0,795000000.0
Tax Provision,-323000000.0,-13000000.0,868000000.0,108000000.0
Pretax Income,1710000000.0,1710000000.0,2614000000.0,903000000.0
Other Income Expense,-739000000.0,-442000000.0,19000000.0,-600000000.0
Special Income Charges,-1039000000.0,-721000000.0,-242000000.0,-783000000.0
Other Special Charges,-25000000.0,,,
Write Off,498000000.0,464000000.0,,
Impairment Of Capital Assets,290000000.0,75000000.0,,486000000.0
Restructuring And Mergern Acquisition,276000000.0,182000000.0,242000000.0,783000000.0
Earnings From Equity Interest,265000000.0,246000000.0,261000000.0,171000000.0
Gain On Sale Of Security,35000000.0,33000000.0,29000000.0,12000000.0
Net Non Operating Interest Income Expense,-341000000.0,-246000000.0,-206000000.0,-243000000.0
Total Other Finance Cost,52000000.0,27000000.0,25000000.0,26000000.0
Interest Expense Non Operating,307000000.0,225000000.0,206000000.0,240000000.0
Interest Income Non Operating,18000000.0,6000000.0,9000000.0,23000000.0
Operating Income,2790000000.0,2398000000.0,2801000000.0,1746000000.0
Operating Expense,6181000000.0,5945000000.0,5258000000.0,5665000000.0
Selling General And Administration,6181000000.0,5945000000.0,5258000000.0,5665000000.0
Gross Profit,8971000000.0,8343000000.0,8059000000.0,7411000000.0
Cost Of Revenue,17822000000.0,16956000000.0,15609000000.0,14906000000.0
Total Revenue,26793000000.0,25299000000.0,23668000000.0,22317000000.0
Operating Revenue,26793000000.0,25299000000.0,23668000000.0,22317000000.0
