,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-59200000.0,-20832000.0,-13448275.862069,-322110000.0
Tax Rate For Calcs,0.16,0.112,0.051724,0.27
Normalized EBITDA,3512000000.0,3770000000.0,3463000000.0,2476000000.0
Total Unusual Items,-370000000.0,-186000000.0,-260000000.0,-1193000000.0
Total Unusual Items Excluding Goodwill,-370000000.0,-186000000.0,-260000000.0,-1193000000.0
Net Income From Continuing Operation Net Minority Interest,1904000000.0,2427000000.0,2255000000.0,-259000000.0
Reconciled Depreciation,794000000.0,785000000.0,769000000.0,711000000.0
Reconciled Cost Of Revenue,10979000000.0,11037000000.0,10036000000.0,8437000000.0
EBITDA,3142000000.0,3584000000.0,3203000000.0,1283000000.0
EBIT,2348000000.0,2799000000.0,2434000000.0,572000000.0
Net Interest Income,-20000000.0,-51000000.0,-39000000.0,-33000000.0
Interest Expense,80000000.0,66000000.0,56000000.0,48000000.0
Interest Income,60000000.0,15000000.0,17000000.0,15000000.0
Normalized Income,2214800000.0,2592168000.0,2501551724.137931,611890000.0
Net Income From Continuing And Discontinued Operation,1910000000.0,2428000000.0,2261000000.0,-241000000.0
Total Expenses,13357000000.0,13339000000.0,12225000000.0,10442000000.0
Total Operating Income As Reported,2304000000.0,2756000000.0,2434000000.0,537000000.0
Diluted Average Shares,317000000.0,325000000.0,333000000.0,332000000.0
Basic Average Shares,315000000.0,323000000.0,330000000.0,332000000.0
Diluted EPS,6.03,7.47,6.79,-0.73
Basic EPS,6.06,7.52,6.85,-0.73
Diluted NI Availto Com Stockholders,1910000000.0,2428000000.0,2261000000.0,-241000000.0
Net Income Common Stockholders,1910000000.0,2428000000.0,2261000000.0,-241000000.0
Net Income,1910000000.0,2428000000.0,2261000000.0,-241000000.0
Net Income Including Noncontrolling Interests,1910000000.0,2428000000.0,2261000000.0,-241000000.0
Net Income Discontinuous Operations,6000000.0,1000000.0,6000000.0,18000000.0
Net Income Continuous Operations,1904000000.0,2427000000.0,2255000000.0,-259000000.0
Tax Provision,364000000.0,306000000.0,123000000.0,783000000.0
Pretax Income,2268000000.0,2733000000.0,2378000000.0,524000000.0
Other Income Expense,-389000000.0,-158000000.0,-281000000.0,-1173000000.0
Other Non Operating Income Expenses,-19000000.0,28000000.0,-21000000.0,20000000.0
Special Income Charges,-370000000.0,-186000000.0,-260000000.0,-1193000000.0
Gain On Sale Of Business,-77000000.0,-4000000.0,-21000000.0,0.0
Write Off,77000000.0,4000000.0,21000000.0,0.0
Impairment Of Capital Assets,,0.0,0.0,900000000.0
Restructuring And Mergern Acquisition,293000000.0,182000000.0,239000000.0,293000000.0
Net Non Operating Interest Income Expense,-20000000.0,-51000000.0,-39000000.0,-33000000.0
Interest Expense Non Operating,80000000.0,66000000.0,56000000.0,48000000.0
Interest Income Non Operating,60000000.0,15000000.0,17000000.0,15000000.0
Operating Income,2677000000.0,2942000000.0,2698000000.0,1730000000.0
Operating Expense,2378000000.0,2302000000.0,2189000000.0,2005000000.0
Research And Development,708000000.0,718000000.0,677000000.0,613000000.0
Selling General And Administration,1670000000.0,1584000000.0,1512000000.0,1392000000.0
Gross Profit,5055000000.0,5244000000.0,4887000000.0,3735000000.0
Cost Of Revenue,10979000000.0,11037000000.0,10036000000.0,8437000000.0
Total Revenue,16034000000.0,16281000000.0,14923000000.0,12172000000.0
Operating Revenue,16034000000.0,16281000000.0,14923000000.0,12172000000.0
