,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-1366062.0,-5038302.0,1990717.327112,7420.0,
Tax Rate For Calcs,0.019,0.213,0.261009,0.212,
Normalized EBITDA,785456000.0,1206446000.0,1609526000.0,1051397000.0,
Total Unusual Items,-71898000.0,-23654000.0,7627000.0,35000.0,
Total Unusual Items Excluding Goodwill,-71898000.0,-23654000.0,7627000.0,35000.0,
Net Income From Continuing Operation Net Minority Interest,179503000.0,512676000.0,889436000.0,630560000.0,
Reconciled Depreciation,431769000.0,427000000.0,311443000.0,201648000.0,
Reconciled Cost Of Revenue,1210880000.0,1321992000.0,1393821000.0,933051000.0,
EBITDA,713558000.0,1182792000.0,1617153000.0,1051432000.0,
EBIT,281789000.0,755792000.0,1305710000.0,849784000.0,
Net Interest Income,-26682000.0,-100366000.0,-99887000.0,-48702000.0,
Interest Expense,98813000.0,103955000.0,102128000.0,49712000.0,
Interest Income,72131000.0,3589000.0,2241000.0,1010000.0,
Normalized Income,250034938.0,531291698.0,883799717.327112,630532420.0,
Net Income From Continuing And Discontinued Operation,693094000.0,569179000.0,943157000.0,727887000.0,
Total Expenses,2450009000.0,2569123000.0,2569351000.0,1795957000.0,
Total Operating Income As Reported,300562000.0,742699000.0,1258457000.0,867273000.0,
Diluted Average Shares,124812000.0,126426000.0,126241000.0,112090000.0,
Basic Average Shares,124704000.0,126300000.0,126241000.0,112090000.0,
Diluted EPS,5.55,4.58,7.386336,6.49,
Basic EPS,5.56,4.585162,7.386336,6.500472,
Diluted NI Availto Com Stockholders,693094000.0,569179000.0,943157000.0,727887000.0,
Net Income Common Stockholders,693094000.0,569179000.0,943157000.0,727887000.0,
Net Income,693094000.0,569179000.0,943157000.0,727887000.0,
Net Income Including Noncontrolling Interests,693094000.0,569179000.0,943157000.0,727887000.0,
Net Income Discontinuous Operations,513591000.0,56503000.0,53721000.0,97327000.0,
Net Income Continuous Operations,179503000.0,512676000.0,889436000.0,630560000.0,
Tax Provision,3473000.0,139161000.0,314146000.0,169512000.0,
Pretax Income,182976000.0,651837000.0,1203582000.0,800072000.0,
Other Income Expense,-90904000.0,9504000.0,45012000.0,-18499000.0,
Other Non Operating Income Expenses,-19006000.0,33158000.0,37385000.0,-18534000.0,
Special Income Charges,,,-16432000.0,-8013000.0,-64438000.0
Gain On Sale Of Business,,,,0.0,-2469000.0
Other Special Charges,,,,,32541000.0
Restructuring And Mergern Acquisition,,,16432000.0,8013000.0,29428000.0
Gain On Sale Of Security,-71898000.0,-23654000.0,7627000.0,35000.0,
Net Non Operating Interest Income Expense,-26682000.0,-100366000.0,-99887000.0,-48702000.0,
Interest Expense Non Operating,98813000.0,103955000.0,102128000.0,49712000.0,
Interest Income Non Operating,72131000.0,3589000.0,2241000.0,1010000.0,
Operating Income,300562000.0,742699000.0,1258457000.0,867273000.0,
Operating Expense,1239129000.0,1247131000.0,1175530000.0,862906000.0,
Research And Development,216578000.0,221617000.0,200337000.0,146441000.0,
Selling General And Administration,1022551000.0,1025514000.0,975193000.0,716465000.0,
Gross Profit,1539691000.0,1989830000.0,2433987000.0,1730179000.0,
Cost Of Revenue,1210880000.0,1321992000.0,1393821000.0,933051000.0,
Total Revenue,2750571000.0,3311822000.0,3827808000.0,2663230000.0,
Operating Revenue,2750571000.0,3311822000.0,3827808000.0,2663230000.0,
