,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Tax Effect Of Unusual Items,-21456288.0,-142786147.0,-11134986.0,-8385602.0
Tax Rate For Calcs,0.288,0.359,0.269,0.281
Normalized EBITDA,2661062000.0,2415665000.0,1640349000.0,1065148000.0
Total Unusual Items,-74501000.0,-397733000.0,-41394000.0,-29842000.0
Total Unusual Items Excluding Goodwill,-74501000.0,-397733000.0,-41394000.0,-29842000.0
Net Income From Continuing Operation Net Minority Interest,1550190000.0,854800000.0,975322000.0,588913000.0
Reconciled Depreciation,379384000.0,291791000.0,224206000.0,185478000.0
Reconciled Cost Of Revenue,3635499000.0,3335139000.0,2432628000.0,1757570000.0
EBITDA,2586561000.0,2017932000.0,1598955000.0,1035306000.0
EBIT,2207177000.0,1726141000.0,1374749000.0,849828000.0
Normalized Income,1603234712.0,1109746853.0,1005581014.0,610369398.0
Net Income From Continuing And Discontinued Operation,1550190000.0,854800000.0,975322000.0,588913000.0
Total Expenses,7412101000.0,6384377000.0,4881868000.0,3552051000.0
Total Operating Income As Reported,2132676000.0,1328408000.0,1333355000.0,819986000.0
Diluted Average Shares,127060000.0,128017000.0,130295000.0,130871000.0
Basic Average Shares,126726000.0,127666000.0,129768000.0,130289000.0
Diluted EPS,12.2,6.68,7.49,4.5
Basic EPS,12.23,6.7,7.52,4.52
Diluted NI Availto Com Stockholders,1550190000.0,854800000.0,975322000.0,588913000.0
Net Income Common Stockholders,1550190000.0,854800000.0,975322000.0,588913000.0
Net Income,1550190000.0,854800000.0,975322000.0,588913000.0
Net Income Including Noncontrolling Interests,1550190000.0,854800000.0,975322000.0,588913000.0
Net Income Continuous Operations,1550190000.0,854800000.0,975322000.0,588913000.0
Tax Provision,625545000.0,477771000.0,358547000.0,230437000.0
Pretax Income,2175735000.0,1332571000.0,1333869000.0,819350000.0
Other Income Expense,-31442000.0,-393570000.0,-40880000.0,-30478000.0
Other Non Operating Income Expenses,43059000.0,4163000.0,514000.0,-636000.0
Special Income Charges,-74501000.0,-397733000.0,-41394000.0,-29842000.0
Gain On Sale Of Ppe,0.0,10180000.0,0.0,0.0
Impairment Of Capital Assets,44186000.0,407913000.0,0.0,0.0
Restructuring And Mergern Acquisition,30315000.0,0.0,41394000.0,29842000.0
Operating Income,2207177000.0,1726141000.0,1374749000.0,849828000.0
Operating Expense,3402228000.0,2766199000.0,2233816000.0,1614163000.0
Depreciation Amortization Depletion Income Statement,5010000.0,8752000.0,8782000.0,5160000.0
Depreciation And Amortization In Income Statement,5010000.0,8752000.0,8782000.0,5160000.0
Amortization,5010000.0,8752000.0,8782000.0,5160000.0
Amortization Of Intangibles Income Statement,5010000.0,8752000.0,8782000.0,5160000.0
Selling General And Administration,3397218000.0,2757447000.0,2225034000.0,1609003000.0
Gross Profit,5609405000.0,4492340000.0,3608565000.0,2463991000.0
Cost Of Revenue,4009873000.0,3618178000.0,2648052000.0,1937888000.0
Total Revenue,9619278000.0,8110518000.0,6256617000.0,4401879000.0
Operating Revenue,9619278000.0,8110518000.0,6256617000.0,4401879000.0
