,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.22,0.13,0.11,0.18
Normalized EBITDA,1647000000.0,1587000000.0,1382000000.0,1165000000.0
Total Unusual Items,,,,0.0
Total Unusual Items Excluding Goodwill,,,,0.0
Net Income From Continuing Operation Net Minority Interest,1057000000.0,1124000000.0,894000000.0,627000000.0
Reconciled Depreciation,212000000.0,223000000.0,293000000.0,326000000.0
Reconciled Cost Of Revenue,1932000000.0,1970000000.0,1872000000.0,1688000000.0
EBITDA,1647000000.0,1587000000.0,1382000000.0,1165000000.0
EBIT,1435000000.0,1364000000.0,1089000000.0,839000000.0
Net Interest Income,24000000.0,-63000000.0,-76000000.0,-67000000.0
Interest Expense,78000000.0,79000000.0,79000000.0,78000000.0
Interest Income,102000000.0,16000000.0,3000000.0,11000000.0
Normalized Income,1057000000.0,1124000000.0,894000000.0,627000000.0
Net Income From Continuing And Discontinued Operation,1057000000.0,1124000000.0,894000000.0,627000000.0
Total Expenses,4106000000.0,4086000000.0,3861000000.0,3456000000.0
Total Operating Income As Reported,1358000000.0,1334000000.0,1080000000.0,765000000.0
Diluted Average Shares,179000000.0,182000000.0,187000000.0,189000000.0
Basic Average Shares,178000000.0,180000000.0,185000000.0,187000000.0
Diluted EPS,5.91,6.18,4.78,3.31
Basic EPS,5.95,6.23,4.84,3.35
Diluted NI Availto Com Stockholders,1057000000.0,1124000000.0,894000000.0,627000000.0
Net Income Common Stockholders,1057000000.0,1124000000.0,894000000.0,627000000.0
Net Income,1057000000.0,1124000000.0,894000000.0,627000000.0
Net Income Including Noncontrolling Interests,1057000000.0,1124000000.0,894000000.0,627000000.0
Net Income Continuous Operations,1057000000.0,1124000000.0,894000000.0,627000000.0
Tax Provision,300000000.0,161000000.0,116000000.0,134000000.0
Pretax Income,1357000000.0,1285000000.0,1010000000.0,761000000.0
Other Income Expense,-25000000.0,14000000.0,6000000.0,63000000.0
Other Non Operating Income Expenses,-25000000.0,14000000.0,6000000.0,63000000.0
Special Income Charges,,,,0.0
Impairment Of Capital Assets,,,,0.0
Net Non Operating Interest Income Expense,24000000.0,-63000000.0,-76000000.0,-67000000.0
Interest Expense Non Operating,78000000.0,79000000.0,79000000.0,78000000.0
Interest Income Non Operating,102000000.0,16000000.0,3000000.0,11000000.0
Operating Income,1358000000.0,1334000000.0,1080000000.0,765000000.0
Operating Expense,2174000000.0,2116000000.0,1989000000.0,1768000000.0
Other Operating Expenses,-15000000.0,-8000000.0,-17000000.0,-44000000.0
Research And Development,882000000.0,841000000.0,811000000.0,715000000.0
Selling General And Administration,1307000000.0,1283000000.0,1195000000.0,1097000000.0
Gross Profit,3532000000.0,3450000000.0,3069000000.0,2533000000.0
Cost Of Revenue,1932000000.0,1970000000.0,1872000000.0,1688000000.0
Total Revenue,5464000000.0,5420000000.0,4941000000.0,4221000000.0
Operating Revenue,5464000000.0,5420000000.0,4941000000.0,4221000000.0
