,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,-32896000.0,-25284000.0,-15540000.0
Tax Rate For Calcs,0.122,0.128,0.129,0.07
Normalized EBITDA,9009000000.0,11482000000.0,10253000000.0,7421000000.0
Total Unusual Items,0.0,-257000000.0,-196000000.0,-222000000.0
Total Unusual Items Excluding Goodwill,0.0,-257000000.0,-196000000.0,-222000000.0
Net Income From Continuing Operation Net Minority Interest,6510000000.0,8749000000.0,7769000000.0,5595000000.0
Reconciled Depreciation,1238000000.0,979000000.0,954000000.0,992000000.0
Reconciled Cost Of Revenue,6500000000.0,6257000000.0,5968000000.0,5192000000.0
EBITDA,9009000000.0,11225000000.0,10057000000.0,7199000000.0
EBIT,7771000000.0,10246000000.0,9103000000.0,6207000000.0
Net Interest Income,-353000000.0,-214000000.0,-184000000.0,-190000000.0
Interest Expense,353000000.0,214000000.0,184000000.0,190000000.0
Normalized Income,6510000000.0,8973104000.0,7939716000.0,5801460000.0
Net Income From Continuing And Discontinued Operation,6510000000.0,8749000000.0,7769000000.0,5595000000.0
Total Expenses,10188000000.0,9631000000.0,9188000000.0,8345000000.0
Total Operating Income As Reported,7331000000.0,10140000000.0,8960000000.0,5894000000.0
Diluted Average Shares,916000000.0,926000000.0,936000000.0,933000000.0
Basic Average Shares,908000000.0,916000000.0,923000000.0,921000000.0
Diluted EPS,7.07,9.41,8.26,5.97
Basic EPS,7.169604,9.55131,8.417118,6.074919
Diluted NI Availto Com Stockholders,6477000000.0,8710000000.0,7736000000.0,5568000000.0
Average Dilution Earnings,1000000.0,1000000.0,0.0,0.0
Net Income Common Stockholders,6476000000.0,8709000000.0,7736000000.0,5568000000.0
Otherunder Preferred Stock Dividend,34000000.0,40000000.0,33000000.0,27000000.0
Net Income,6510000000.0,8749000000.0,7769000000.0,5595000000.0
Net Income Including Noncontrolling Interests,6510000000.0,8749000000.0,7769000000.0,5595000000.0
Net Income Continuous Operations,6510000000.0,8749000000.0,7769000000.0,5595000000.0
Tax Provision,908000000.0,1283000000.0,1150000000.0,422000000.0
Pretax Income,7418000000.0,10032000000.0,8919000000.0,6017000000.0
Other Income Expense,440000000.0,-151000000.0,-53000000.0,91000000.0
Other Non Operating Income Expenses,440000000.0,106000000.0,143000000.0,313000000.0
Special Income Charges,0.0,-257000000.0,-196000000.0,-222000000.0
Gain On Sale Of Ppe,0.0,0.0,50000000.0,1000000.0
Restructuring And Mergern Acquisition,0.0,257000000.0,246000000.0,223000000.0
Net Non Operating Interest Income Expense,-353000000.0,-214000000.0,-184000000.0,-190000000.0
Interest Expense Non Operating,353000000.0,214000000.0,184000000.0,190000000.0
Operating Income,7331000000.0,10397000000.0,9156000000.0,6116000000.0
Operating Expense,3688000000.0,3374000000.0,3220000000.0,3153000000.0
Research And Development,1863000000.0,1670000000.0,1554000000.0,1530000000.0
Selling General And Administration,1825000000.0,1704000000.0,1666000000.0,1623000000.0
Gross Profit,11019000000.0,13771000000.0,12376000000.0,9269000000.0
Cost Of Revenue,6500000000.0,6257000000.0,5968000000.0,5192000000.0
Total Revenue,17519000000.0,20028000000.0,18344000000.0,14461000000.0
Operating Revenue,17519000000.0,20028000000.0,18344000000.0,14461000000.0
