,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.163,0.124,0.27,0.27
Normalized EBITDA,392632000.0,388013000.0,328119000.0,257712000.0
Net Income From Continuing Operation Net Minority Interest,165919000.0,164240000.0,161458000.0,194820000.0
Reconciled Depreciation,170767000.0,172041000.0,145840000.0,81657000.0
Reconciled Cost Of Revenue,994517000.0,955663000.0,781652000.0,514156000.0
EBITDA,392632000.0,388013000.0,328119000.0,257712000.0
EBIT,221865000.0,215972000.0,182279000.0,176055000.0
Net Interest Income,-23629000.0,-28379000.0,-23298000.0,-1013000.0
Interest Expense,23629000.0,28379000.0,23298000.0,1013000.0
Normalized Income,165919000.0,164240000.0,161458000.0,194820000.0
Net Income From Continuing And Discontinued Operation,165919000.0,164240000.0,161458000.0,194820000.0
Total Expenses,1733214000.0,1635955000.0,1411552000.0,943737000.0
Total Operating Income As Reported,218537000.0,214249000.0,180735000.0,172926000.0
Diluted Average Shares,42769000.0,42399000.0,42244000.0,41526000.0
Basic Average Shares,42024000.0,41544000.0,40848000.0,40035000.0
Diluted EPS,3.88,3.87,3.82,4.69
Basic EPS,3.95,3.95,3.95,4.87
Diluted NI Availto Com Stockholders,165919000.0,164240000.0,161458000.0,194820000.0
Net Income Common Stockholders,165919000.0,164240000.0,161458000.0,194820000.0
Net Income,165919000.0,164240000.0,161458000.0,194820000.0
Net Income Including Noncontrolling Interests,165919000.0,164240000.0,161458000.0,194820000.0
Net Income Continuous Operations,165919000.0,164240000.0,161458000.0,194820000.0
Tax Provision,32317000.0,23353000.0,-2477000.0,-19778000.0
Pretax Income,198236000.0,187593000.0,158981000.0,175042000.0
Other Income Expense,3328000.0,1723000.0,1544000.0,3129000.0
Other Non Operating Income Expenses,3328000.0,1723000.0,1544000.0,3129000.0
Net Non Operating Interest Income Expense,-23629000.0,-28379000.0,-23298000.0,-1013000.0
Interest Expense Non Operating,23629000.0,28379000.0,23298000.0,1013000.0
Operating Income,218537000.0,214249000.0,180735000.0,172926000.0
Operating Expense,642562000.0,569614000.0,528909000.0,369586000.0
Depreciation Amortization Depletion Income Statement,74632000.0,61363000.0,44849000.0,21662000.0
Depreciation And Amortization In Income Statement,74632000.0,61363000.0,44849000.0,21662000.0
Amortization,74632000.0,61363000.0,44849000.0,21662000.0
Amortization Of Intangibles Income Statement,74632000.0,61363000.0,44849000.0,21662000.0
Research And Development,109585000.0,105184000.0,93481000.0,88363000.0
Selling General And Administration,458345000.0,403067000.0,390579000.0,259561000.0
Selling And Marketing Expense,149770000.0,135743000.0,118624000.0,
General And Administrative Expense,308575000.0,267324000.0,271955000.0,
Other Gand A,308575000.0,267324000.0,271955000.0,
Gross Profit,861099000.0,783863000.0,709644000.0,542512000.0
Cost Of Revenue,1090652000.0,1066341000.0,882643000.0,574151000.0
Total Revenue,1951751000.0,1850204000.0,1592287000.0,1116663000.0
Operating Revenue,1951751000.0,1850204000.0,1592287000.0,1116663000.0
