,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-34060000.0,-1869630000.0,93374587.545174,242346000.0
Tax Rate For Calcs,0.262,0.21,0.275441,0.239
Normalized EBITDA,39031000000.0,35904000000.0,36839000000.0,30739000000.0
Total Unusual Items,-130000000.0,-8903000000.0,339000000.0,1014000000.0
Total Unusual Items Excluding Goodwill,-130000000.0,-8903000000.0,339000000.0,1014000000.0
Net Income From Continuing Operation Net Minority Interest,15388000000.0,5370000000.0,14159000000.0,10534000000.0
Reconciled Depreciation,14336000000.0,13821000000.0,13804000000.0,13100000000.0
Reconciled Cost Of Revenue,36762000000.0,38213000000.0,38450000000.0,33121000000.0
EBITDA,38901000000.0,27001000000.0,37178000000.0,31753000000.0
EBIT,24565000000.0,13180000000.0,23374000000.0,18653000000.0
Net Interest Income,-4087000000.0,-3896000000.0,-4281000000.0,-4588000000.0
Interest Expense,4087000000.0,3896000000.0,4281000000.0,4588000000.0
Normalized Income,15483940000.0,12403370000.0,13913374587.545174,9762346000.0
Net Income From Continuing And Discontinued Operation,15388000000.0,5370000000.0,14159000000.0,10534000000.0
Total Expenses,98259000000.0,98803000000.0,95568000000.0,86071000000.0
Total Operating Income As Reported,23314000000.0,14041000000.0,20817000000.0,17493000000.0
Diluted Average Shares,4148000000.0,4430000000.0,4654000000.0,4624000000.0
Basic Average Shares,3978762306.0,4220119392.0,4533230325.0,4580656172.0
Diluted EPS,3.71,1.21,3.04,2.28
Basic EPS,3.867534,1.272476,3.12338,2.299671
Diluted NI Availto Com Stockholders,15388000000.0,5370000000.0,14159000000.0,10534000000.0
Net Income Common Stockholders,15388000000.0,5370000000.0,14159000000.0,10534000000.0
Net Income,15388000000.0,5370000000.0,14159000000.0,10534000000.0
Minority Interests,282000000.0,445000000.0,325000000.0,-167000000.0
Net Income Including Noncontrolling Interests,15107000000.0,4925000000.0,13833000000.0,10701000000.0
Net Income Continuous Operations,15107000000.0,4925000000.0,13834000000.0,10701000000.0
Tax Provision,5371000000.0,4359000000.0,5259000000.0,3364000000.0
Pretax Income,20478000000.0,9284000000.0,19093000000.0,14065000000.0
Other Income Expense,1251000000.0,-9443000000.0,2556000000.0,1160000000.0
Other Non Operating Income Expenses,592000000.0,-3000000.0,211000000.0,259000000.0
Special Income Charges,0.0,-8583000000.0,0.0,
Impairment Of Capital Assets,0.0,8583000000.0,0.0,
Earnings From Equity Interest,789000000.0,-537000000.0,2006000000.0,-113000000.0
Gain On Sale Of Security,-130000000.0,-320000000.0,339000000.0,1014000000.0
Net Non Operating Interest Income Expense,-4087000000.0,-3896000000.0,-4281000000.0,-4588000000.0
Interest Expense Non Operating,4087000000.0,3896000000.0,4281000000.0,4588000000.0
Operating Income,23313000000.0,22624000000.0,20817000000.0,17493000000.0
Operating Expense,61497000000.0,60590000000.0,57118000000.0,52950000000.0
Other Operating Expenses,39190000000.0,38263000000.0,35619000000.0,33109000000.0
Depreciation Amortization Depletion Income Statement,14336000000.0,13821000000.0,13804000000.0,13100000000.0
Depreciation And Amortization In Income Statement,14336000000.0,13821000000.0,13804000000.0,13100000000.0
Amortization,5482000000.0,5097000000.0,5176000000.0,4780000000.0
Amortization Of Intangibles Income Statement,5482000000.0,5097000000.0,5176000000.0,4780000000.0
Depreciation Income Statement,8854000000.0,8724000000.0,8628000000.0,8320000000.0
Selling General And Administration,7971000000.0,8506000000.0,7695000000.0,6741000000.0
Selling And Marketing Expense,7971000000.0,8506000000.0,7695000000.0,6741000000.0
General And Administrative Expense,39190000000.0,38263000000.0,35619000000.0,33109000000.0
Other Gand A,39190000000.0,38263000000.0,35619000000.0,33109000000.0
Gross Profit,84810000000.0,83214000000.0,77935000000.0,70443000000.0
Cost Of Revenue,36762000000.0,38213000000.0,38450000000.0,33121000000.0
Total Revenue,121572000000.0,121427000000.0,116385000000.0,103564000000.0
Operating Revenue,121572000000.0,121427000000.0,116385000000.0,103564000000.0
