,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-24477176.0,-216755490.0,0.0,0.0
Tax Rate For Calcs,0.179,0.21,0.162,0.13
Normalized EBITDA,3743533000.0,3368379000.0,3069580000.0,2551944000.0
Total Unusual Items,-136744000.0,-1032169000.0,0.0,
Total Unusual Items Excluding Goodwill,-136744000.0,-1032169000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,986233000.0,111493000.0,965460000.0,584520000.0
Reconciled Depreciation,1776692000.0,1662455000.0,1691384000.0,1614440000.0
Reconciled Cost Of Revenue,3727521000.0,3778617000.0,3773725000.0,3650727000.0
EBITDA,3606789000.0,2336210000.0,3069580000.0,2551944000.0
EBIT,1830097000.0,673755000.0,1378196000.0,937504000.0
Net Interest Income,-546439000.0,-415829000.0,-314331000.0,-299997000.0
Interest Expense,660150000.0,449433000.0,333651000.0,343548000.0
Interest Income,113711000.0,33604000.0,19320000.0,43551000.0
Normalized Income,1098499824.0,926906510.0,965460000.0,584520000.0
Net Income From Continuing And Discontinued Operation,986233000.0,111493000.0,965460000.0,584520000.0
Total Expenses,7801289000.0,7303195000.0,7164886000.0,6529605000.0
Total Operating Income As Reported,1716386000.0,640151000.0,1358876000.0,893953000.0
Diluted Average Shares,261698000.0,275576000.0,293669000.0,300516000.0
Basic Average Shares,261126000.0,275191000.0,292655000.0,299222000.0
Diluted EPS,3.77,0.4,3.29,1.95
Basic EPS,3.78,0.41,3.3,1.95
Diluted NI Availto Com Stockholders,986233000.0,111493000.0,965460000.0,584520000.0
Net Income Common Stockholders,986233000.0,111493000.0,965460000.0,584520000.0
Net Income,986233000.0,111493000.0,965460000.0,584520000.0
Minority Interests,-42590000.0,-31820000.0,-22404000.0,-20580000.0
Net Income Including Noncontrolling Interests,1028823000.0,143313000.0,987864000.0,605100000.0
Net Income Continuous Operations,1028823000.0,143313000.0,987864000.0,605100000.0
Earnings From Equity Interest Net Of Tax,67896000.0,85685000.0,112353000.0,88297000.0
Tax Provision,209020000.0,166694000.0,169034000.0,77153000.0
Pretax Income,1169947000.0,224322000.0,1044545000.0,593956000.0
Other Income Expense,-136744000.0,-1032169000.0,,
Special Income Charges,-136744000.0,-1032169000.0,0.0,
Gain On Sale Of Business,-136744000.0,-199094000.0,0.0,
Impairment Of Capital Assets,0.0,833075000.0,0.0,
Net Non Operating Interest Income Expense,-546439000.0,-415829000.0,-314331000.0,-299997000.0
Interest Expense Non Operating,660150000.0,449433000.0,333651000.0,343548000.0
Interest Income Non Operating,113711000.0,33604000.0,19320000.0,43551000.0
Operating Income,1853130000.0,1672320000.0,1358876000.0,893953000.0
Operating Expense,4073768000.0,3524578000.0,3391161000.0,2878878000.0
Selling General And Administration,4073768000.0,3524578000.0,3391161000.0,2878878000.0
Gross Profit,5926898000.0,5196898000.0,4750037000.0,3772831000.0
Cost Of Revenue,3727521000.0,3778617000.0,3773725000.0,3650727000.0
Total Revenue,9654419000.0,8975515000.0,8523762000.0,7423558000.0
Operating Revenue,9654419000.0,8975515000.0,8523762000.0,7423558000.0
