,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-35400000.0,-132741000.0,-195040000.0,0.0
Tax Rate For Calcs,0.2,0.147,0.184,0.251
Total Unusual Items,-177000000.0,-903000000.0,-1060000000.0,0.0
Total Unusual Items Excluding Goodwill,-177000000.0,-903000000.0,-1060000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,2488000000.0,-1647000000.0,8868000000.0,-374000000.0
Reconciled Depreciation,-70000000.0,117000000.0,206000000.0,457000000.0
Normalized Income,2629600000.0,-876741000.0,9732960000.0,-374000000.0
Net Income From Continuing And Discontinued Operation,2488000000.0,-1647000000.0,8868000000.0,-374000000.0
Total Expenses,51193000000.0,58852000000.0,60314000000.0,57353000000.0
Diluted Average Shares,364600000.0,374700000.0,390100000.0,397800000.0
Basic Average Shares,363500000.0,372300000.0,387200000.0,395800000.0
Diluted EPS,6.74,-4.491002,19.51,-1.0
Basic EPS,6.764787,-4.491002,19.948347,-0.944922
Diluted NI Availto Com Stockholders,2459000000.0,-1672000000.0,8737000000.0,-395000000.0
Average Dilution Earnings,0.0,0.0,1000000.0,0.0
Net Income Common Stockholders,2459000000.0,-1672000000.0,8736000000.0,-395000000.0
Otherunder Preferred Stock Dividend,29000000.0,25000000.0,132000000.0,21000000.0
Net Income,2488000000.0,-1647000000.0,8868000000.0,-374000000.0
Minority Interests,-20000000.0,28000000.0,-70000000.0,-228000000.0
Net Income Including Noncontrolling Interests,2508000000.0,-1675000000.0,8938000000.0,-146000000.0
Net Income Continuous Operations,2508000000.0,-1675000000.0,8938000000.0,-146000000.0
Earnings From Equity Interest Net Of Tax,49000000.0,-62000000.0,98000000.0,96000000.0
Tax Provision,613000000.0,-279000000.0,1995000000.0,-81000000.0
Pretax Income,3072000000.0,-1892000000.0,10835000000.0,-323000000.0
Other Income Expense,4065000000.0,608000000.0,2964000000.0,1950000000.0
Special Income Charges,-177000000.0,-903000000.0,-1060000000.0,0.0
Impairment Of Capital Assets,177000000.0,903000000.0,1060000000.0,0.0
Other Operating Expenses,286000000.0,79000000.0,-98000000.0,-3000000.0
Selling General And Administration,12951000000.0,12576000000.0,13609000000.0,13913000000.0
General And Administrative Expense,12951000000.0,12576000000.0,13609000000.0,13913000000.0
Other Gand A,12951000000.0,12576000000.0,13609000000.0,13913000000.0
Total Revenue,54265000000.0,56960000000.0,71149000000.0,57030000000.0
Operating Revenue,54265000000.0,56960000000.0,71149000000.0,57030000000.0
