,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-2430000.0,-3016000.0,3312000.0,-3304000.0
Tax Rate For Calcs,0.243,0.232,0.048,0.118
Normalized EBITDA,3158000000.0,2469000000.0,1958000000.0,2080000000.0
Total Unusual Items,-10000000.0,-13000000.0,69000000.0,-28000000.0
Total Unusual Items Excluding Goodwill,-10000000.0,-13000000.0,69000000.0,-28000000.0
Net Income From Continuing Operation Net Minority Interest,1298000000.0,865000000.0,680000000.0,652000000.0
Reconciled Depreciation,268000000.0,253000000.0,253000000.0,283000000.0
Reconciled Cost Of Revenue,2614000000.0,2213000000.0,2169000000.0,2342000000.0
EBITDA,3148000000.0,2456000000.0,2027000000.0,2052000000.0
EBIT,2880000000.0,2203000000.0,1774000000.0,1769000000.0
Net Interest Income,-1220000000.0,-1077000000.0,-1096000000.0,-1029000000.0
Interest Expense,1164000000.0,1076000000.0,1059000000.0,1029000000.0
Normalized Income,1305570000.0,874984000.0,614312000.0,676696000.0
Net Income From Continuing And Discontinued Operation,1298000000.0,866000000.0,680000000.0,699000000.0
Total Expenses,3652000000.0,3194000000.0,3107000000.0,3352000000.0
Total Operating Income As Reported,2923000000.0,2215000000.0,1691000000.0,1751000000.0
Diluted Average Shares,57200000.0,58200000.0,58400000.0,57300000.0
Basic Average Shares,57200000.0,58200000.0,58400000.0,57300000.0
Diluted EPS,22.03,13.4,10.41,8.96
Basic EPS,22.03,13.4,10.41,8.96
Diluted NI Availto Com Stockholders,1260000000.0,780000000.0,607000000.0,514000000.0
Net Income Common Stockholders,1260000000.0,780000000.0,607000000.0,514000000.0
Otherunder Preferred Stock Dividend,38000000.0,86000000.0,73000000.0,185000000.0
Net Income,1298000000.0,866000000.0,680000000.0,699000000.0
Minority Interests,-1000000.0,-1000000.0,-1000000.0,-1000000.0
Net Income Including Noncontrolling Interests,1299000000.0,867000000.0,681000000.0,700000000.0
Net Income Discontinuous Operations,0.0,1000000.0,0.0,47000000.0
Net Income Continuous Operations,1299000000.0,866000000.0,681000000.0,653000000.0
Tax Provision,417000000.0,261000000.0,34000000.0,87000000.0
Pretax Income,1716000000.0,1127000000.0,715000000.0,740000000.0
Other Income Expense,3000000.0,-31000000.0,120000000.0,18000000.0
Other Non Operating Income Expenses,13000000.0,-18000000.0,51000000.0,46000000.0
Special Income Charges,-10000000.0,-13000000.0,69000000.0,-28000000.0
Gain On Sale Of Business,0.0,7000000.0,69000000.0,0.0
Other Special Charges,,,47000000.0,28000000.0
Write Off,-4000000.0,9000000.0,0.0,21000000.0
Restructuring And Mergern Acquisition,14000000.0,11000000.0,25000000.0,21000000.0
Net Non Operating Interest Income Expense,-1220000000.0,-1077000000.0,-1096000000.0,-1029000000.0
Total Other Finance Cost,56000000.0,1000000.0,37000000.0,28000000.0
Interest Expense Non Operating,1164000000.0,1076000000.0,1059000000.0,1029000000.0
Operating Income,2933000000.0,2235000000.0,1691000000.0,1751000000.0
Operating Expense,909000000.0,864000000.0,822000000.0,896000000.0
Depreciation Amortization Depletion Income Statement,139000000.0,136000000.0,137000000.0,169000000.0
Depreciation And Amortization In Income Statement,139000000.0,136000000.0,137000000.0,169000000.0
Amortization,139000000.0,136000000.0,137000000.0,169000000.0
Amortization Of Intangibles Income Statement,139000000.0,136000000.0,137000000.0,169000000.0
Selling General And Administration,770000000.0,728000000.0,685000000.0,727000000.0
General And Administrative Expense,770000000.0,728000000.0,650000000.0,676000000.0
Other Gand A,629000000.0,563000000.0,534000000.0,592000000.0
Salaries And Wages,141000000.0,165000000.0,116000000.0,84000000.0
Gross Profit,3842000000.0,3099000000.0,2513000000.0,2647000000.0
Cost Of Revenue,2743000000.0,2330000000.0,2285000000.0,2456000000.0
Total Revenue,6585000000.0,5429000000.0,4798000000.0,5103000000.0
Operating Revenue,6585000000.0,5429000000.0,4798000000.0,5103000000.0
