,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-68285052.0,-91750284.0,-149330440.0,-2574425972.0
Tax Rate For Calcs,0.198,0.237,0.305,0.358
Normalized EBITDA,3762208000.0,3512006000.0,3400327000.0,2443199000.0
Total Unusual Items,-344874000.0,-387132000.0,-489608000.0,-7191134000.0
Total Unusual Items Excluding Goodwill,-344874000.0,-387132000.0,-489608000.0,-7191134000.0
Net Income From Continuing Operation Net Minority Interest,1745293000.0,1698820000.0,1539932000.0,-3408716000.0
Reconciled Depreciation,980848000.0,709835000.0,514786000.0,408013000.0
Reconciled Cost Of Revenue,253196974000.0,230274699000.0,207036001000.0,184685091000.0
EBITDA,3417334000.0,3124874000.0,2910719000.0,-4747935000.0
EBIT,2436486000.0,2415039000.0,2395933000.0,-5155948000.0
Net Interest Income,-228931000.0,-210673000.0,-174074000.0,-137883000.0
Interest Expense,275650000.0,231982000.0,174074000.0,137883000.0
Interest Income,46719000.0,21309000.0,8470000.0,20639000.0
Normalized Income,2021881948.0,1994201716.0,1880209560.0,1207992028.0
Net Income From Continuing And Discontinued Operation,1745293000.0,1698820000.0,1539932000.0,-3408716000.0
Total Expenses,259487806000.0,235833496000.0,211145038000.0,187860321000.0
Total Operating Income As Reported,2340731000.0,2366378000.0,2354197000.0,-5135354000.0
Diluted Average Shares,204591000.0,211210000.0,208465000.0,204783000.0
Basic Average Shares,202511000.0,208472000.0,205919000.0,204783000.0
Diluted EPS,8.53,8.04,7.39,-16.65
Basic EPS,8.62,8.15,7.48,-16.65
Diluted NI Availto Com Stockholders,1745293000.0,1698820000.0,1539932000.0,-3408716000.0
Net Income Common Stockholders,1745293000.0,1698820000.0,1539932000.0,-3408716000.0
Net Income,1745293000.0,1698820000.0,1539932000.0,-3408716000.0
Minority Interests,12717000.0,32280000.0,-4676000.0,-9158000.0
Net Income Including Noncontrolling Interests,1732576000.0,1666540000.0,1544608000.0,-3399558000.0
Net Income Continuous Operations,1732576000.0,1666540000.0,1544608000.0,-3399558000.0
Tax Provision,428260000.0,516517000.0,677251000.0,-1894273000.0
Pretax Income,2160836000.0,2183057000.0,2221859000.0,-5293831000.0
Other Income Expense,-295838000.0,-359780000.0,-447872000.0,-7189553000.0
Other Non Operating Income Expenses,49036000.0,27352000.0,41736000.0,1581000.0
Special Income Charges,-344874000.0,-387132000.0,-489608000.0,-7191134000.0
Other Special Charges,-24693000.0,123191000.0,272623000.0,6744521000.0
Write Off,0.0,4946000.0,11324000.0,361652000.0
Impairment Of Capital Assets,0.0,75936000.0,6373000.0,0.0
Restructuring And Mergern Acquisition,369567000.0,183059000.0,199288000.0,84961000.0
Earnings From Equity Interest,,,,0.0
Net Non Operating Interest Income Expense,-228931000.0,-210673000.0,-174074000.0,-137883000.0
Interest Expense Non Operating,275650000.0,231982000.0,174074000.0,137883000.0
Interest Income Non Operating,46719000.0,21309000.0,8470000.0,20639000.0
Operating Income,2685605000.0,2753510000.0,2843805000.0,2033605000.0
Operating Expense,6273888000.0,5542857000.0,4099423000.0,3158279000.0
Depreciation Amortization Depletion Income Statement,963904000.0,693895000.0,505172000.0,391062000.0
Depreciation And Amortization In Income Statement,963904000.0,693895000.0,505172000.0,391062000.0
Amortization,553563000.0,307300000.0,178348000.0,110875000.0
Amortization Of Intangibles Income Statement,553563000.0,307300000.0,178348000.0,110875000.0
Depreciation Income Statement,410341000.0,386595000.0,326824000.0,280187000.0
Selling General And Administration,5309984000.0,4848962000.0,3594251000.0,2767217000.0
Gross Profit,8959493000.0,8296367000.0,6943228000.0,5191884000.0
Cost Of Revenue,253213918000.0,230290639000.0,207045615000.0,184702042000.0
Total Revenue,262173411000.0,238587006000.0,213988843000.0,189893926000.0
Operating Revenue,262173411000.0,238587006000.0,213988843000.0,189893926000.0
