,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,24969000.0,-19713600.0,55620600.0,15236100.0
Tax Rate For Calcs,0.205,0.144,0.119,0.099
Normalized EBITDA,1872400000.0,1572600000.0,1343200000.0,1258400000.0
Total Unusual Items,121800000.0,-136900000.0,467400000.0,153900000.0
Total Unusual Items Excluding Goodwill,121800000.0,-136900000.0,467400000.0,153900000.0
Net Income From Continuing Operation Net Minority Interest,1278000000.0,919100000.0,1344300000.0,1023400000.0
Reconciled Depreciation,250400000.0,238900000.0,189800000.0,172700000.0
Reconciled Cost Of Revenue,5341000000.0,4658400000.0,4099700000.0,3734600000.0
EBITDA,1994200000.0,1435700000.0,1810600000.0,1412300000.0
EBIT,1743800000.0,1196800000.0,1620800000.0,1239600000.0
Net Interest Income,-125600000.0,-118800000.0,-93000000.0,-98000000.0
Interest Expense,135300000.0,123200000.0,94600000.0,103500000.0
Interest Income,9700000.0,4400000.0,1600000.0,5500000.0
Normalized Income,1181169000.0,1036286400.0,932520600.0,884736100.0
Net Income From Continuing And Discontinued Operation,1278000000.0,919100000.0,1344300000.0,1023400000.0
Total Expenses,7364700000.0,6425100000.0,5779700000.0,5214400000.0
Diluted Average Shares,115600000.0,116700000.0,117100000.0,116600000.0
Basic Average Shares,114800000.0,115200000.0,116000000.0,116200000.0
Diluted EPS,11.95,7.97,11.58,8.77
Basic EPS,12.085366,7.978299,11.707759,8.805508
Diluted NI Availto Com Stockholders,1278000000.0,919100000.0,1344300000.0,1022400000.0
Net Income Common Stockholders,1278000000.0,919100000.0,1344300000.0,1022400000.0
Otherunder Preferred Stock Dividend,,2900000.0,2100000.0,1000000.0
Net Income,1278000000.0,919100000.0,1344300000.0,1023400000.0
Minority Interests,,13100000.0,13800000.0,200000.0
Net Income Including Noncontrolling Interests,1278000000.0,919100000.0,1344300000.0,1023200000.0
Net Income Continuous Operations,1278000000.0,919100000.0,1344300000.0,1023200000.0
Tax Provision,330500000.0,154500000.0,181900000.0,112900000.0
Pretax Income,1608500000.0,1073600000.0,1526200000.0,1136100000.0
Other Income Expense,40800000.0,-142900000.0,401500000.0,118700000.0
Other Non Operating Income Expenses,-81000000.0,-6000000.0,-65900000.0,-35200000.0
Special Income Charges,-157500000.0,0.0,70000000.0,0.0
Other Special Charges,,,-70000000.0,
Impairment Of Capital Assets,157500000.0,0.0,0.0,
Gain On Sale Of Security,279300000.0,-136900000.0,397400000.0,153900000.0
Net Non Operating Interest Income Expense,-125600000.0,-118800000.0,-93000000.0,-98000000.0
Interest Expense Non Operating,135300000.0,123200000.0,94600000.0,103500000.0
Interest Income Non Operating,9700000.0,4400000.0,1600000.0,5500000.0
Operating Income,1693300000.0,1335300000.0,1217700000.0,1115400000.0
Operating Expense,2023700000.0,1766700000.0,1680000000.0,1479800000.0
Selling General And Administration,2023700000.0,1766700000.0,1680000000.0,1479800000.0
Gross Profit,3717000000.0,3102000000.0,2897700000.0,2595200000.0
Cost Of Revenue,5341000000.0,4658400000.0,4099700000.0,3734600000.0
Total Revenue,9058000000.0,7760400000.0,6997400000.0,6329800000.0
Operating Revenue,9058000000.0,7760400000.0,6997400000.0,6329800000.0
