,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,434784.0,0.0,15763122.0,-3602320.0
Tax Rate For Calcs,0.224,0.207,0.171,0.08
Normalized EBITDA,661867000.0,560741000.0,446644000.0,374573000.0
Total Unusual Items,1941000.0,0.0,92182000.0,-45029000.0
Total Unusual Items Excluding Goodwill,1941000.0,0.0,92182000.0,-45029000.0
Net Income From Continuing Operation Net Minority Interest,429375000.0,373541000.0,392084000.0,236411000.0
Reconciled Depreciation,14638000.0,20465000.0,25592000.0,30367000.0
Reconciled Cost Of Revenue,297515000.0,283770000.0,310125000.0,335768000.0
EBITDA,663808000.0,560741000.0,538826000.0,329544000.0
EBIT,649170000.0,540276000.0,513234000.0,299177000.0
Net Interest Income,-95546000.0,-68967000.0,-40092000.0,-42177000.0
Interest Expense,95546000.0,68967000.0,40092000.0,42177000.0
Normalized Income,427868784.0,373541000.0,315665122.0,277837680.0
Net Income From Continuing And Discontinued Operation,429375000.0,373541000.0,392084000.0,236411000.0
Total Expenses,872668000.0,834856000.0,903229000.0,953564000.0
Total Operating Income As Reported,642830000.0,542414000.0,505489000.0,295969000.0
Diluted Average Shares,25367000.0,26347000.0,29260000.0,29932000.0
Basic Average Shares,24986000.0,26042000.0,28734000.0,29067000.0
Diluted EPS,16.93,14.18,13.4,7.9
Basic EPS,17.18,14.34,13.65,8.13
Diluted NI Availto Com Stockholders,429375000.0,373541000.0,392084000.0,236411000.0
Net Income Common Stockholders,429375000.0,373541000.0,392084000.0,236411000.0
Net Income,429375000.0,373541000.0,392084000.0,236411000.0
Net Income Including Noncontrolling Interests,429375000.0,373541000.0,392084000.0,236411000.0
Net Income Continuous Operations,429375000.0,373541000.0,392084000.0,236411000.0
Tax Provision,124249000.0,97768000.0,81058000.0,20589000.0
Pretax Income,553624000.0,471309000.0,473142000.0,257000000.0
Other Income Expense,8281000.0,-2138000.0,99927000.0,-41821000.0
Other Non Operating Income Expenses,6340000.0,-2138000.0,7745000.0,3208000.0
Special Income Charges,1941000.0,0.0,92182000.0,-45029000.0
Gain On Sale Of Business,1941000.0,0.0,100139000.0,0.0
Restructuring And Mergern Acquisition,0.0,0.0,7957000.0,45029000.0
Net Non Operating Interest Income Expense,-95546000.0,-68967000.0,-40092000.0,-42177000.0
Interest Expense Non Operating,95546000.0,68967000.0,40092000.0,42177000.0
Operating Income,640889000.0,542414000.0,413307000.0,340998000.0
Operating Expense,561615000.0,532682000.0,570767000.0,592422000.0
Depreciation Amortization Depletion Income Statement,1100000.0,2061000.0,3255000.0,4993000.0
Depreciation And Amortization In Income Statement,1100000.0,2061000.0,3255000.0,4993000.0
Amortization,1100000.0,2061000.0,3255000.0,4993000.0
Amortization Of Intangibles Income Statement,1100000.0,2061000.0,3255000.0,4993000.0
Research And Development,159950000.0,146758000.0,171231000.0,166499000.0
Selling General And Administration,400565000.0,383863000.0,396281000.0,420930000.0
Gross Profit,1202504000.0,1075096000.0,984074000.0,933420000.0
Cost Of Revenue,311053000.0,302174000.0,332462000.0,361142000.0
Total Revenue,1513557000.0,1377270000.0,1316536000.0,1294562000.0
Operating Revenue,1513557000.0,1377270000.0,1316536000.0,1294562000.0
