,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-11381000.0,-159652000.0,2509000.0,-144786000.0
Tax Rate For Calcs,0.019,0.167,0.193,0.177
Normalized EBITDA,3529000000.0,3446000000.0,3502000000.0,3426000000.0
Total Unusual Items,-599000000.0,-956000000.0,13000000.0,-818000000.0
Total Unusual Items Excluding Goodwill,-599000000.0,-956000000.0,13000000.0,-818000000.0
Net Income From Continuing Operation Net Minority Interest,1227000000.0,1062000000.0,1847000000.0,1121000000.0
Reconciled Depreciation,1166000000.0,938000000.0,967000000.0,1032000000.0
Reconciled Cost Of Revenue,13827000000.0,11729000000.0,12438000000.0,12886000000.0
EBITDA,2930000000.0,2490000000.0,3515000000.0,2608000000.0
EBIT,1764000000.0,1552000000.0,2548000000.0,1576000000.0
Net Interest Income,-543000000.0,-279000000.0,-265000000.0,-254000000.0
Interest Expense,543000000.0,279000000.0,265000000.0,254000000.0
Interest Income,,,,16000000.0
Normalized Income,1814619000.0,1858348000.0,1836509000.0,1794214000.0
Net Income From Continuing And Discontinued Operation,1227000000.0,1062000000.0,1846000000.0,1119000000.0
Total Expenses,17394000000.0,14979000000.0,15718000000.0,16201000000.0
Total Operating Income As Reported,1426000000.0,1127000000.0,2109000000.0,
Diluted Average Shares,190600000.0,193500000.0,203200000.0,215900000.0
Basic Average Shares,189600000.0,191800000.0,201300000.0,214000000.0
Diluted EPS,6.44,5.49,9.09,5.19
Basic EPS,6.47,5.54,9.17,5.23
Diluted NI Availto Com Stockholders,1227000000.0,1062000000.0,1846000000.0,1119000000.0
Net Income Common Stockholders,1227000000.0,1062000000.0,1846000000.0,1119000000.0
Net Income,1227000000.0,1062000000.0,1846000000.0,1119000000.0
Minority Interests,29000000.0,1000000.0,4000000.0,33000000.0
Net Income Including Noncontrolling Interests,1198000000.0,1061000000.0,1842000000.0,1086000000.0
Net Income Discontinuous Operations,0.0,0.0,-1000000.0,-2000000.0
Net Income Continuous Operations,1198000000.0,1061000000.0,1843000000.0,1088000000.0
Tax Provision,23000000.0,212000000.0,440000000.0,234000000.0
Pretax Income,1221000000.0,1273000000.0,2283000000.0,1322000000.0
Other Income Expense,-261000000.0,-531000000.0,452000000.0,-417000000.0
Other Non Operating Income Expenses,338000000.0,425000000.0,439000000.0,401000000.0
Special Income Charges,-599000000.0,-956000000.0,13000000.0,-818000000.0
Gain On Sale Of Business,-51000000.0,8000000.0,220000000.0,-51000000.0
Other Special Charges,,,,-2000000.0
Write Off,,0.0,35000000.0,0.0
Impairment Of Capital Assets,374000000.0,802000000.0,207000000.0,767000000.0
Restructuring And Mergern Acquisition,174000000.0,162000000.0,,
Gain On Sale Of Security,,-18000000.0,5000000.0,
Net Non Operating Interest Income Expense,-543000000.0,-279000000.0,-265000000.0,-254000000.0
Interest Expense Non Operating,543000000.0,279000000.0,265000000.0,254000000.0
Interest Income Non Operating,,,,16000000.0
Operating Income,2025000000.0,2083000000.0,2096000000.0,1993000000.0
Operating Expense,3088000000.0,2844000000.0,3280000000.0,3315000000.0
Depreciation Amortization Depletion Income Statement,687000000.0,532000000.0,,
Depreciation And Amortization In Income Statement,687000000.0,532000000.0,,
Amortization,687000000.0,532000000.0,,
Amortization Of Intangibles Income Statement,687000000.0,532000000.0,,
Research And Development,480000000.0,603000000.0,,
Selling General And Administration,1921000000.0,1709000000.0,3280000000.0,3315000000.0
Selling And Marketing Expense,450000000.0,483000000.0,,
General And Administrative Expense,1471000000.0,1226000000.0,3280000000.0,
Other Gand A,1471000000.0,1226000000.0,3280000000.0,
Gross Profit,5113000000.0,4927000000.0,5376000000.0,5308000000.0
Cost Of Revenue,14306000000.0,12135000000.0,12438000000.0,12886000000.0
Total Revenue,19419000000.0,17062000000.0,17814000000.0,18194000000.0
Operating Revenue,19419000000.0,17062000000.0,17814000000.0,18194000000.0
