,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-18718614.718615,5052459.016393,-6210000.0,6580000.0,
Tax Rate For Calcs,0.199134,0.219672,0.27,0.329,
Normalized EBITDA,3019000000.0,2638000000.0,2583000000.0,2648000000.0,
Total Unusual Items,-94000000.0,23000000.0,-23000000.0,20000000.0,
Total Unusual Items Excluding Goodwill,-94000000.0,23000000.0,-23000000.0,20000000.0,
Net Income From Continuing Operation Net Minority Interest,740000000.0,714000000.0,18000000.0,640000000.0,
Reconciled Depreciation,1335000000.0,1233000000.0,1121000000.0,1080000000.0,
Reconciled Cost Of Revenue,4955000000.0,4963000000.0,3031000000.0,2628000000.0,
EBITDA,2925000000.0,2661000000.0,2560000000.0,2668000000.0,
EBIT,1590000000.0,1428000000.0,1439000000.0,1588000000.0,
Net Interest Income,-634000000.0,-509000000.0,-906000000.0,-625000000.0,
Interest Expense,666000000.0,513000000.0,918000000.0,634000000.0,
Interest Income,32000000.0,4000000.0,12000000.0,9000000.0,
Normalized Income,815281385.281385,696052459.016393,34790000.0,626580000.0,
Net Income From Continuing And Discontinued Operation,740000000.0,756000000.0,-1480000000.0,1469000000.0,
Total Expenses,6682000000.0,6528000000.0,4359000000.0,3888000000.0,
Total Operating Income As Reported,1630000000.0,1374000000.0,1424000000.0,1586000000.0,
Diluted Average Shares,738166000.0,736902000.0,764819000.0,769384000.0,
Basic Average Shares,737036000.0,736027000.0,762902000.0,768590000.0,
Diluted EPS,1.0,1.02,-1.93,1.91,
Basic EPS,1.0,1.02,-1.93,1.91,
Diluted NI Availto Com Stockholders,739000000.0,755000000.0,-1480000000.0,1468000000.0,
Net Income Common Stockholders,739000000.0,755000000.0,-1480000000.0,1468000000.0,
Net Income,740000000.0,756000000.0,-1480000000.0,1469000000.0,
Net Income Including Noncontrolling Interests,740000000.0,756000000.0,-1480000000.0,1469000000.0,
Net Income Discontinuous Operations,0.0,42000000.0,-1498000000.0,829000000.0,
Net Income Continuous Operations,740000000.0,714000000.0,18000000.0,640000000.0,
Tax Provision,184000000.0,201000000.0,503000000.0,314000000.0,
Pretax Income,924000000.0,915000000.0,521000000.0,954000000.0,
Other Income Expense,-72000000.0,50000000.0,3000000.0,-7000000.0,
Other Non Operating Income Expenses,22000000.0,27000000.0,26000000.0,-27000000.0,
Special Income Charges,-94000000.0,23000000.0,-23000000.0,20000000.0,
Other Special Charges,94000000.0,-23000000.0,23000000.0,-20000000.0,
Gain On Sale Of Security,,,,-98000000.0,-14000000.0
Net Non Operating Interest Income Expense,-634000000.0,-509000000.0,-906000000.0,-625000000.0,
Interest Expense Non Operating,666000000.0,513000000.0,918000000.0,634000000.0,
Interest Income Non Operating,32000000.0,4000000.0,12000000.0,9000000.0,
Operating Income,1630000000.0,1374000000.0,1424000000.0,1586000000.0,
Operating Expense,1646000000.0,1513000000.0,1289000000.0,1202000000.0,
Other Taxes,392000000.0,332000000.0,207000000.0,180000000.0,
Depreciation Amortization Depletion Income Statement,1254000000.0,1181000000.0,1082000000.0,1022000000.0,
Depreciation And Amortization In Income Statement,1254000000.0,1181000000.0,1082000000.0,1022000000.0,
Depreciation Income Statement,1254000000.0,1181000000.0,1082000000.0,1022000000.0,
Selling General And Administration,-40000000.0,-47000000.0,-21000000.0,2000000.0,
General And Administrative Expense,-40000000.0,-47000000.0,-21000000.0,2000000.0,
Salaries And Wages,-40000000.0,-47000000.0,-21000000.0,2000000.0,
Gross Profit,3276000000.0,2887000000.0,2713000000.0,2788000000.0,
Cost Of Revenue,5036000000.0,5015000000.0,3070000000.0,2686000000.0,
Total Revenue,8312000000.0,7902000000.0,5783000000.0,5474000000.0,
Operating Revenue,8312000000.0,7902000000.0,5783000000.0,5474000000.0,
