,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Free Cash Flow,860551000.0,737826000.0,801245000.0,632205000.0,
Repurchase Of Capital Stock,-900000000.0,-1099998000.0,-999998000.0,-774998000.0,
Repayment Of Debt,-2097023000.0,-1947398000.0,-2035546000.0,-1483869000.0,
Issuance Of Debt,2126797000.0,2307256000.0,2427519000.0,1489040000.0,
Capital Expenditure,-105323000.0,-121241000.0,-107580000.0,-92494000.0,
Interest Paid Supplemental Data,75618000.0,52314000.0,41338000.0,37772000.0,
Income Tax Paid Supplemental Data,178255000.0,114038000.0,152657000.0,134674000.0,
End Cash Position,69807000.0,95966000.0,98564000.0,94254000.0,
Beginning Cash Position,95966000.0,98564000.0,94254000.0,207785000.0,
Effect Of Exchange Rate Changes,-754000.0,-6231000.0,142000.0,6038000.0,
Changes In Cash,-25405000.0,3633000.0,4168000.0,-119569000.0,
Financing Cash Flow,-859585000.0,-716039000.0,-590549000.0,-743908000.0,
Cash Flow From Continuing Financing Activities,-859585000.0,-716039000.0,-590549000.0,-743908000.0,
Net Other Financing Charges,-8593000.0,-9115000.0,-2987000.0,-800000.0,
Proceeds From Stock Option Exercised,19234000.0,33216000.0,20463000.0,26719000.0,
Net Common Stock Issuance,-900000000.0,-1099998000.0,-999998000.0,-774998000.0,
Common Stock Payments,-900000000.0,-1099998000.0,-999998000.0,-774998000.0,
Net Issuance Payments Of Debt,29774000.0,359858000.0,391973000.0,5171000.0,
Net Short Term Debt Issuance,,-1947398000.0,-2035546000.0,,
Short Term Debt Payments,,-1947398000.0,-2035546000.0,,
Net Long Term Debt Issuance,29774000.0,359858000.0,391973000.0,5171000.0,
Long Term Debt Payments,-2097023000.0,-1947398000.0,-2035546000.0,-1483869000.0,
Long Term Debt Issuance,2126797000.0,2307256000.0,2427519000.0,1489040000.0,
Investing Cash Flow,-131694000.0,-139395000.0,-314108000.0,-100360000.0,
Cash Flow From Continuing Investing Activities,-131694000.0,-139395000.0,-314108000.0,-100360000.0,
Net Other Investing Changes,-21395000.0,19398000.0,10682000.0,-4730000.0,
Net Business Purchase And Sale,-5811000.0,-37951000.0,-220862000.0,-6242000.0,
Purchase Of Business,-5811000.0,-37951000.0,-220862000.0,-6242000.0,
Net PPE Purchase And Sale,-104488000.0,-120842000.0,-103928000.0,-89388000.0,
Sale Of PPE,835000.0,399000.0,3652000.0,3106000.0,
Purchase Of PPE,-105323000.0,-121241000.0,-107580000.0,-92494000.0,
Operating Cash Flow,965874000.0,859067000.0,908825000.0,724699000.0,
Cash Flow From Continuing Operating Activities,965874000.0,859067000.0,908825000.0,724699000.0,
Change In Working Capital,51377000.0,-172636000.0,4395000.0,19747000.0,
Change In Other Current Assets,20666000.0,-16263000.0,-5040000.0,-4763000.0,
Change In Payables And Accrued Expense,-90606000.0,-29564000.0,194621000.0,32841000.0,
Change In Accrued Expense,-62312000.0,-71597000.0,80960000.0,36595000.0,
Change In Payable,-28294000.0,42033000.0,113661000.0,-3754000.0,
Change In Account Payable,-40554000.0,-13826000.0,93973000.0,-17803000.0,
Change In Tax Payable,12260000.0,55859000.0,19688000.0,14049000.0,
Change In Income Tax Payable,12260000.0,55859000.0,19688000.0,14049000.0,
Change In Inventory,71021000.0,-43392000.0,-118718000.0,-3836000.0,
Change In Receivables,50296000.0,-83417000.0,-66468000.0,-4495000.0,
Changes In Account Receivables,50296000.0,-83417000.0,-66468000.0,-4495000.0,
Other Non Cash Items,,,7230000.0,-2399000.0,133000.0
Stock Based Compensation,17928000.0,19661000.0,19595000.0,18687000.0,
Deferred Tax,-13373000.0,26517000.0,563000.0,-12784000.0,
Deferred Income Tax,-13373000.0,26517000.0,563000.0,-12784000.0,
Depreciation Amortization Depletion,121164000.0,113023000.0,108057000.0,98709000.0,
Depreciation And Amortization,121164000.0,113023000.0,108057000.0,98709000.0,
Amortization Cash Flow,72213000.0,66239000.0,63075000.0,56665000.0,
Amortization Of Intangibles,72213000.0,66239000.0,63075000.0,56665000.0,
Depreciation,48951000.0,46784000.0,44982000.0,42044000.0,
Net Income From Continuing Operations,788778000.0,872502000.0,768985000.0,602739000.0,
