,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1625000000.0,1428000000.0,1925000000.0,1755000000.0
Repayment Of Debt,,0.0,,-445000000.0
Capital Expenditure,-290000000.0,-251000000.0,-277000000.0,-271000000.0
End Cash Position,194000000.0,61000000.0,91000000.0,124000000.0
Beginning Cash Position,61000000.0,91000000.0,124000000.0,84000000.0
Effect Of Exchange Rate Changes,0.0,4000000.0,3000000.0,-3000000.0
Changes In Cash,133000000.0,-34000000.0,-36000000.0,43000000.0
Financing Cash Flow,-1552000000.0,-1460000000.0,-1960000000.0,-2211000000.0
Cash Flow From Continuing Financing Activities,-1552000000.0,-1460000000.0,-1960000000.0,-2211000000.0
Net Other Financing Charges,-1552000000.0,-1460000000.0,-1960000000.0,-1766000000.0
Net Issuance Payments Of Debt,,0.0,,-445000000.0
Net Long Term Debt Issuance,,0.0,,-445000000.0
Long Term Debt Payments,,0.0,,-445000000.0
Investing Cash Flow,-230000000.0,-253000000.0,-278000000.0,228000000.0
Cash Flow From Continuing Investing Activities,-230000000.0,-253000000.0,-278000000.0,228000000.0
Net Other Investing Changes,,-2000000.0,-1000000.0,30000000.0
Net Investment Purchase And Sale,,0.0,,469000000.0
Sale Of Investment,,0.0,,469000000.0
Net Business Purchase And Sale,60000000.0,0.0,0.0,
Sale Of Business,60000000.0,0.0,0.0,
Net PPE Purchase And Sale,-290000000.0,-251000000.0,-277000000.0,-271000000.0
Purchase Of PPE,-290000000.0,-251000000.0,-277000000.0,-271000000.0
Operating Cash Flow,1915000000.0,1679000000.0,2202000000.0,2026000000.0
Cash Flow From Continuing Operating Activities,1915000000.0,1679000000.0,2202000000.0,2026000000.0
Change In Working Capital,126000000.0,-202000000.0,67000000.0,234000000.0
Change In Other Working Capital,-10000000.0,-12000000.0,63000000.0,77000000.0
Change In Other Current Liabilities,137000000.0,-101000000.0,73000000.0,63000000.0
Change In Payables And Accrued Expense,105000000.0,25000000.0,68000000.0,10000000.0
Change In Payable,105000000.0,25000000.0,68000000.0,10000000.0
Change In Account Payable,105000000.0,25000000.0,68000000.0,10000000.0
Change In Inventory,23000000.0,-82000000.0,-136000000.0,43000000.0
Change In Receivables,-129000000.0,-32000000.0,-1000000.0,41000000.0
Changes In Account Receivables,-129000000.0,-32000000.0,-1000000.0,41000000.0
Stock Based Compensation,39000000.0,37000000.0,38000000.0,35000000.0
Deferred Tax,-142000000.0,-141000000.0,-34000000.0,-54000000.0
Deferred Income Tax,-142000000.0,-141000000.0,-34000000.0,-54000000.0
Depreciation Amortization Depletion,561000000.0,578000000.0,597000000.0,599000000.0
Depreciation And Amortization,561000000.0,578000000.0,597000000.0,599000000.0
Operating Gains Losses,-15000000.0,64000000.0,74000000.0,74000000.0
Pension And Employee Benefit Expense,41000000.0,64000000.0,74000000.0,74000000.0
Gain Loss On Sale Of Business,-56000000.0,0.0,0.0,
Net Income From Continuing Operations,1346000000.0,1343000000.0,1460000000.0,1138000000.0
