,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Free Cash Flow,6925749000.0,1618528000.0,-131975000.0,1929154000.0,
Repurchase Of Capital Stock,-6045347000.0,0.0,-600022000.0,0.0,
Repayment Of Debt,0.0,-700000000.0,-500000000.0,0.0,
Issuance Of Debt,,0.0,0.0,1009464000.0,4469306000.0
Issuance Of Capital Stock,169990000.0,35746000.0,174414000.0,235406000.0,
Capital Expenditure,-348552000.0,-407729000.0,-524585000.0,-497923000.0,
Interest Paid Supplemental Data,684504000.0,701693000.0,763432000.0,762904000.0,
Income Tax Paid Supplemental Data,1154973000.0,811720000.0,509265000.0,291582000.0,
End Cash Position,7118515000.0,5170582000.0,6055111000.0,8238870000.0,
Beginning Cash Position,5170582000.0,6055111000.0,8238870000.0,5043786000.0,
Effect Of Exchange Rate Changes,82684000.0,-170140000.0,-86740000.0,36050000.0,
Changes In Cash,1865249000.0,-714389000.0,-2097019000.0,3159034000.0,
Financing Cash Flow,-5950803000.0,-664254000.0,-1149776000.0,1237311000.0,
Cash Flow From Continuing Financing Activities,-5950803000.0,-664254000.0,-1149776000.0,1237311000.0,
Net Other Financing Charges,-75446000.0,,-224168000.0,-7559000.0,-36134000.0
Net Common Stock Issuance,-5875357000.0,35746000.0,-425608000.0,235406000.0,
Common Stock Payments,-6045347000.0,0.0,-600022000.0,0.0,
Common Stock Issuance,169990000.0,35746000.0,174414000.0,235406000.0,
Net Issuance Payments Of Debt,0.0,-700000000.0,-500000000.0,1009464000.0,
Net Long Term Debt Issuance,0.0,-700000000.0,-500000000.0,1009464000.0,
Long Term Debt Payments,0.0,-700000000.0,-500000000.0,0.0,
Long Term Debt Issuance,,0.0,0.0,1009464000.0,4469306000.0
Investing Cash Flow,541751000.0,-2076392000.0,-1339853000.0,-505354000.0,
Cash Flow From Continuing Investing Activities,541751000.0,-2076392000.0,-1339853000.0,-505354000.0,
Net Other Investing Changes,,,-26919000.0,-7431000.0,-134029000.0
Net Investment Purchase And Sale,890303000.0,-911276000.0,0.0,,0.0
Sale Of Investment,1395165000.0,0.0,0.0,,0.0
Purchase Of Investment,-504862000.0,-911276000.0,0.0,,0.0
Net Business Purchase And Sale,0.0,-757387000.0,-788349000.0,0.0,
Purchase Of Business,0.0,-757387000.0,-788349000.0,0.0,
Net PPE Purchase And Sale,-348552000.0,-407729000.0,-524585000.0,-497923000.0,
Purchase Of PPE,-348552000.0,-407729000.0,-524585000.0,-497923000.0,
Operating Cash Flow,7274301000.0,2026257000.0,392610000.0,2427077000.0,
Cash Flow From Continuing Operating Activities,7274301000.0,2026257000.0,392610000.0,2427077000.0,
Change In Working Capital,-116148000.0,-758087000.0,-241977000.0,-31873000.0,
Change In Other Working Capital,-132212000.0,-190197000.0,-197749000.0,-828000.0,
Change In Other Current Liabilities,,,,,-694011000.0
Change In Other Current Assets,-181003000.0,-353834000.0,-369681000.0,-187623000.0,
Change In Payables And Accrued Expense,197067000.0,-214056000.0,325453000.0,156578000.0,
Change In Accrued Expense,103565000.0,-55513000.0,180338000.0,198183000.0,
Change In Payable,93502000.0,-158543000.0,145115000.0,-41605000.0,
Change In Account Payable,93502000.0,-158543000.0,145115000.0,-41605000.0,
Other Non Cash Items,-12628230000.0,-16126185000.0,-17092527000.0,-12243591000.0,
Stock Based Compensation,339368000.0,575452000.0,403220000.0,415180000.0,
Deferred Tax,-459359000.0,-166550000.0,199548000.0,70066000.0,
Deferred Income Tax,-459359000.0,-166550000.0,199548000.0,70066000.0,
Depreciation Amortization Depletion,14554384000.0,14362814000.0,12438779000.0,10922622000.0,
Depreciation And Amortization,14554384000.0,14362814000.0,12438779000.0,10922622000.0,
Amortization Cash Flow,14197437000.0,14026132000.0,12230367000.0,10806912000.0,
Amortization Of Intangibles,14197437000.0,14026132000.0,12230367000.0,10806912000.0,
Depreciation,356947000.0,336682000.0,208412000.0,115710000.0,
Operating Gains Losses,176296000.0,-353111000.0,-430661000.0,533278000.0,
Net Foreign Currency Exchange Gain Loss,176296000.0,-353111000.0,-430661000.0,533278000.0,
Net Income From Continuing Operations,5407990000.0,4491924000.0,5116228000.0,2761395000.0,
