,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Free Cash Flow,1214100000.0,682000000.0,1140700000.0,1006600000.0
Repurchase Of Capital Stock,-311500000.0,-301300000.0,-299700000.0,-264200000.0
Repayment Of Debt,-875500000.0,-210000000.0,-2500000.0,-700700000.0
Issuance Of Debt,0.0,59600000.0,1972900000.0,423600000.0
Capital Expenditure,-160500000.0,-141100000.0,-120300000.0,-113900000.0
End Cash Position,1080400000.0,507900000.0,679400000.0,730400000.0
Beginning Cash Position,507900000.0,679400000.0,730400000.0,1018400000.0
Effect Of Exchange Rate Changes,19200000.0,-52600000.0,16800000.0,8400000.0
Changes In Cash,553300000.0,-118900000.0,-67800000.0,-296400000.0
Financing Cash Flow,-1675600000.0,-934200000.0,1297800000.0,-798900000.0
Cash Flow From Continuing Financing Activities,-1675600000.0,-934200000.0,1297800000.0,-798900000.0
Net Other Financing Charges,-34700000.0,-21000000.0,-30400000.0,800000.0
Proceeds From Stock Option Exercised,88500000.0,57900000.0,154600000.0,214400000.0
Cash Dividends Paid,-542400000.0,-519400000.0,-497100000.0,-472800000.0
Common Stock Dividend Paid,-542400000.0,-519400000.0,-497100000.0,-472800000.0
Net Common Stock Issuance,-311500000.0,-301300000.0,-299700000.0,-264200000.0
Common Stock Payments,-311500000.0,-301300000.0,-299700000.0,-264200000.0
Net Issuance Payments Of Debt,-875500000.0,-150400000.0,1970400000.0,-277100000.0
Net Short Term Debt Issuance,-275700000.0,-150400000.0,484800000.0,23600000.0
Short Term Debt Payments,-275700000.0,-210000000.0,-2500000.0,-400000000.0
Short Term Debt Issuance,0.0,59600000.0,487300000.0,423600000.0
Net Long Term Debt Issuance,-599800000.0,0.0,1485600000.0,-300700000.0
Long Term Debt Payments,-599800000.0,0.0,0.0,-300700000.0
Long Term Debt Issuance,0.0,0.0,1485600000.0,0.0
Investing Cash Flow,854300000.0,-7800000.0,-2626600000.0,-618000000.0
Cash Flow From Continuing Investing Activities,854300000.0,-7800000.0,-2626600000.0,-618000000.0
Net Other Investing Changes,-100000.0,-500000.0,-4200000.0,4700000.0
Net Investment Purchase And Sale,1183300000.0,150400000.0,-13600000.0,27200000.0
Sale Of Investment,1210400000.0,210200000.0,0.0,37900000.0
Purchase Of Investment,-27100000.0,-59800000.0,-13600000.0,-10700000.0
Net Business Purchase And Sale,-168400000.0,-16600000.0,-2488500000.0,-550900000.0
Purchase Of Business,-168400000.0,-16600000.0,-2488500000.0,-550900000.0
Net PPE Purchase And Sale,,600000.0,400000.0,14900000.0
Sale Of PPE,,600000.0,400000.0,14900000.0
Capital Expenditure Reported,-160500000.0,-141100000.0,-120300000.0,-113900000.0
Operating Cash Flow,1374600000.0,823100000.0,1261000000.0,1120500000.0
Cash Flow From Continuing Operating Activities,1374600000.0,823100000.0,1261000000.0,1120500000.0
Change In Working Capital,-120100000.0,-529700000.0,164900000.0,43100000.0
Change In Other Working Capital,474300000.0,6700000.0,321000000.0,26700000.0
Change In Payables And Accrued Expense,70200000.0,172000000.0,184800000.0,-5000000.0
Change In Payable,70200000.0,172000000.0,184800000.0,-5000000.0
Change In Account Payable,70200000.0,172000000.0,184800000.0,-5000000.0
Change In Inventory,-295900000.0,-292800000.0,-202800000.0,30400000.0
Change In Receivables,-368700000.0,-415600000.0,-138100000.0,-9000000.0
Other Non Cash Items,-25900000.0,-53600000.0,-63800000.0,-62100000.0
Stock Based Compensation,88300000.0,68100000.0,51700000.0,46100000.0
Unrealized Gain Loss On Investment Securities,-279300000.0,136900000.0,-397400000.0,-153900000.0
Asset Impairment Charge,157500000.0,0.0,0.0,
Deferred Tax,-100100000.0,-33600000.0,-184100000.0,-65700000.0
Deferred Income Tax,-100100000.0,-33600000.0,-184100000.0,-65700000.0
Depreciation Amortization Depletion,250400000.0,238900000.0,189800000.0,172700000.0
Depreciation And Amortization,250400000.0,238900000.0,189800000.0,172700000.0
Amortization Cash Flow,116600000.0,112300000.0,65900000.0,50200000.0
Amortization Of Intangibles,116600000.0,112300000.0,65900000.0,50200000.0
Depreciation,133800000.0,126600000.0,123900000.0,122500000.0
Operating Gains Losses,125800000.0,77000000.0,155600000.0,117100000.0
Pension And Employee Benefit Expense,125300000.0,76400000.0,155100000.0,129500000.0
Gain Loss On Investment Securities,,,-28000000.0,22000000.0
Gain Loss On Sale Of PPE,500000.0,600000.0,500000.0,-12400000.0
Net Income From Continuing Operations,1278000000.0,919100000.0,1344300000.0,1023200000.0
