,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Free Cash Flow,3667600000.0,3398000000.0,6529400000.0,2003500000.0,
Repurchase Of Capital Stock,-2935600000.0,-2528500000.0,-2678100000.0,-6527600000.0,
Repayment Of Debt,,0.0,0.0,-1500000000.0,0.0
Issuance Of Debt,,0.0,0.0,3481900000.0,0.0
Issuance Of Capital Stock,1145500000.0,1519500000.0,1672300000.0,2575200000.0,
Capital Expenditure,-926400000.0,-1616900000.0,-551900000.0,-614600000.0,
Interest Paid Supplemental Data,73100000.0,53700000.0,55800000.0,23200000.0,
Income Tax Paid Supplemental Data,870300000.0,1502400000.0,1218400000.0,188100000.0,
End Cash Position,2737800000.0,3119400000.0,2898100000.0,2207300000.0,
Beginning Cash Position,3119400000.0,2898100000.0,2207300000.0,1630300000.0,
Effect Of Exchange Rate Changes,-400000.0,0.0,0.0,,
Changes In Cash,-381200000.0,221300000.0,690800000.0,577000000.0,
Financing Cash Flow,-1790100000.0,-1009000000.0,-1005800000.0,-1970500000.0,
Cash Flow From Continuing Financing Activities,-1790100000.0,-1009000000.0,-1005800000.0,-1970500000.0,
Net Other Financing Charges,,,,,-188000000.0
Net Common Stock Issuance,-1790100000.0,-1009000000.0,-1005800000.0,-3952400000.0,
Common Stock Payments,-2935600000.0,-2528500000.0,-2678100000.0,-6527600000.0,
Common Stock Issuance,1145500000.0,1519500000.0,1672300000.0,2575200000.0,
Net Issuance Payments Of Debt,,0.0,0.0,1981900000.0,0.0
Net Long Term Debt Issuance,,0.0,0.0,1981900000.0,0.0
Long Term Debt Payments,,0.0,0.0,-1500000000.0,0.0
Long Term Debt Issuance,,0.0,0.0,3481900000.0,0.0
Investing Cash Flow,-3185100000.0,-3784600000.0,-5384700000.0,-70600000.0,
Cash Flow From Continuing Investing Activities,-3185100000.0,-3784600000.0,-5384700000.0,-70600000.0,
Net Other Investing Changes,,-230300000.0,,,
Net Investment Purchase And Sale,-2203800000.0,-1937400000.0,-4832800000.0,544000000.0,
Sale Of Investment,9442200000.0,5550500000.0,2215300000.0,3785000000.0,
Purchase Of Investment,-11646000000.0,-7487900000.0,-7048100000.0,-3241000000.0,
Net Business Purchase And Sale,-54900000.0,-230300000.0,0.0,,
Purchase Of Business,-54900000.0,-230300000.0,0.0,,
Net Intangibles Purchase And Sale,-207800000.0,-1026800000.0,0.0,,
Purchase Of Intangibles,-207800000.0,-1026800000.0,0.0,,
Capital Expenditure Reported,-718600000.0,-590100000.0,-551900000.0,-614600000.0,
Operating Cash Flow,4594000000.0,5014900000.0,7081300000.0,2618100000.0,
Cash Flow From Continuing Operating Activities,4594000000.0,5014900000.0,7081300000.0,2618100000.0,
Change In Working Capital,-94100000.0,-243300000.0,-1916500000.0,-1503600000.0,
Change In Other Working Capital,37900000.0,32400000.0,-120200000.0,148100000.0,
Change In Payables And Accrued Expense,598600000.0,-138400000.0,866100000.0,118900000.0,
Change In Payable,598600000.0,-138400000.0,866100000.0,118900000.0,
Change In Account Payable,598600000.0,-138400000.0,866100000.0,118900000.0,
Change In Prepaid Assets,-120100000.0,-148600000.0,-240700000.0,114900000.0,
Change In Inventory,-271700000.0,-696500000.0,-494300000.0,-529400000.0,
Change In Receivables,-338800000.0,707800000.0,-1927400000.0,-1356100000.0,
Changes In Account Receivables,-338800000.0,707800000.0,-1927400000.0,-1356100000.0,
Other Non Cash Items,-100000.0,563000000.0,568700000.0,86800000.0,
Stock Based Compensation,885000000.0,725000000.0,601700000.0,432000000.0,
Deferred Tax,-837800000.0,-746400000.0,-147100000.0,75600000.0,
Deferred Income Tax,-837800000.0,-746400000.0,-147100000.0,75600000.0,
Depreciation Amortization Depletion,421000000.0,341400000.0,286200000.0,235900000.0,
Depreciation And Amortization,421000000.0,341400000.0,286200000.0,235900000.0,
Amortization Cash Flow,92200000.0,37600000.0,,,
Amortization Of Intangibles,92200000.0,37600000.0,,,
Depreciation,328800000.0,303900000.0,,,
Operating Gains Losses,266400000.0,36800000.0,-387000000.0,-221800000.0,
Gain Loss On Investment Securities,266400000.0,36800000.0,-387000000.0,-221800000.0,
Net Income From Continuing Operations,3953600000.0,4338400000.0,8075300000.0,3513200000.0,
