,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Free Cash Flow,327431000.0,331304000.0,316141000.0,326623000.0,
Repurchase Of Capital Stock,0.0,0.0,-12977000.0,-15484000.0,
Repayment Of Debt,-345000000.0,-360000000.0,-145000000.0,0.0,
Issuance Of Debt,0.0,0.0,1500000000.0,0.0,
Capital Expenditure,-53009000.0,-50151000.0,-55612000.0,-28466000.0,
Interest Paid Supplemental Data,19154000.0,21256000.0,17728000.0,,
Income Tax Paid Supplemental Data,142820000.0,38490000.0,2212000.0,,
End Cash Position,165493000.0,173857000.0,309171000.0,603623000.0,
Beginning Cash Position,173857000.0,309171000.0,603623000.0,232682000.0,
Changes In Cash,-8364000.0,-135314000.0,-294452000.0,370941000.0,
Financing Cash Flow,-311844000.0,-344239000.0,1424730000.0,114172000.0,
Cash Flow From Continuing Financing Activities,-311844000.0,-344239000.0,1424730000.0,114172000.0,
Net Other Financing Charges,,,-27165000.0,-5619000.0,
Proceeds From Stock Option Exercised,33156000.0,15761000.0,109872000.0,135275000.0,
Net Common Stock Issuance,0.0,0.0,-12977000.0,-15484000.0,
Common Stock Payments,0.0,0.0,-12977000.0,-15484000.0,
Net Issuance Payments Of Debt,-345000000.0,-360000000.0,1355000000.0,0.0,
Net Short Term Debt Issuance,,0.0,0.0,0.0,0.0
Net Long Term Debt Issuance,-345000000.0,-360000000.0,1355000000.0,0.0,
Long Term Debt Payments,-345000000.0,-360000000.0,-145000000.0,0.0,
Long Term Debt Issuance,0.0,0.0,1500000000.0,0.0,
Investing Cash Flow,-76960000.0,-172530000.0,-2090935000.0,-98320000.0,
Cash Flow From Continuing Investing Activities,-76960000.0,-172530000.0,-2090935000.0,-98320000.0,
Net Other Investing Changes,13000.0,443000.0,384000.0,314000.0,
Net Investment Purchase And Sale,38795000.0,41099000.0,53999000.0,-68876000.0,
Sale Of Investment,49412000.0,71034000.0,131449000.0,97742000.0,
Purchase Of Investment,-10617000.0,-29935000.0,-77450000.0,-166618000.0,
Net Business Purchase And Sale,-62759000.0,-163921000.0,-2089706000.0,-1292000.0,
Purchase Of Business,-62759000.0,-163921000.0,-2089706000.0,-1292000.0,
Net Intangibles Purchase And Sale,-32490000.0,-27622000.0,-21693000.0,-5776000.0,
Purchase Of Intangibles,-32490000.0,-27622000.0,-21693000.0,-5776000.0,
Net PPE Purchase And Sale,-20519000.0,-22529000.0,-33919000.0,-22690000.0,
Purchase Of PPE,-20519000.0,-22529000.0,-33919000.0,-22690000.0,
Capital Expenditure Reported,,,,-5776000.0,-4804000.0
Operating Cash Flow,380440000.0,381455000.0,371753000.0,355089000.0,
Cash Flow From Continuing Operating Activities,380440000.0,381455000.0,371753000.0,355089000.0,
Change In Working Capital,411000.0,26555000.0,-29831000.0,9884000.0,
Change In Other Working Capital,58513000.0,59460000.0,44874000.0,48684000.0,
Change In Other Current Liabilities,-11909000.0,-2464000.0,-8939000.0,-6549000.0,
Change In Payables And Accrued Expense,13353000.0,20059000.0,-59511000.0,1903000.0,
Change In Accrued Expense,13069000.0,-24344000.0,-24822000.0,2870000.0,
Change In Payable,284000.0,44403000.0,-34689000.0,-967000.0,
Change In Account Payable,41485000.0,-17537000.0,-44947000.0,-967000.0,
Change In Tax Payable,-41201000.0,61940000.0,10258000.0,,
Change In Income Tax Payable,-41201000.0,61940000.0,10258000.0,,
Change In Prepaid Assets,-19668000.0,910000.0,-23863000.0,-8304000.0,
Change In Receivables,-39878000.0,-51410000.0,17608000.0,-25850000.0,
Changes In Account Receivables,-39878000.0,-51410000.0,17608000.0,-10733000.0,
Other Non Cash Items,475000.0,,10216000.0,5782000.0,5397000.0
Stock Based Compensation,108338000.0,102985000.0,104726000.0,67365000.0,
Provisionand Write Offof Assets,8233000.0,2781000.0,2831000.0,3517000.0,
Deferred Tax,-73704000.0,-87192000.0,-13271000.0,-7936000.0,
Deferred Income Tax,-73704000.0,-87192000.0,-13271000.0,-7936000.0,
Depreciation Amortization Depletion,170767000.0,172041000.0,145840000.0,81657000.0,
Depreciation And Amortization,170767000.0,172041000.0,145840000.0,81657000.0,
Depreciation,170767000.0,172041000.0,145840000.0,,
Operating Gains Losses,1000.0,45000.0,,5782000.0,5397000.0
Gain Loss On Investment Securities,1000.0,45000.0,,,
Gain Loss On Sale Of PPE,,,,5782000.0,5397000.0
Net Income From Continuing Operations,165919000.0,164240000.0,161458000.0,194820000.0,
