,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Free Cash Flow,653770000.0,-1466836000.0,-3053791000.0,-897677000.0
Repayment Of Debt,-4220000000.0,-200000000.0,0.0,0.0
Issuance Of Debt,2912258000.0,798802000.0,2797346000.0,999450000.0
Issuance Of Capital Stock,806949000.0,776805000.0,606667000.0,643850000.0
Capital Expenditure,-2805973000.0,-2444420000.0,-1969540000.0,-1935676000.0
End Cash Position,19248000.0,51554000.0,116723000.0,20808000.0
Beginning Cash Position,51554000.0,116723000.0,20808000.0,24550000.0
Changes In Cash,-32306000.0,-65169000.0,95915000.0,-3742000.0
Financing Cash Flow,-696769000.0,1387205000.0,3143821000.0,883777000.0
Cash Flow From Continuing Financing Activities,-696769000.0,1387205000.0,3143821000.0,883777000.0
Net Other Financing Charges,162008000.0,187142000.0,47871000.0,-12164000.0
Proceeds From Stock Option Exercised,15395000.0,15403000.0,15841000.0,19548000.0
Cash Dividends Paid,-430345000.0,-375914000.0,-323904000.0,-282444000.0
Common Stock Dividend Paid,-430345000.0,-375914000.0,-323904000.0,-282444000.0
Net Common Stock Issuance,806949000.0,776805000.0,606667000.0,643850000.0
Common Stock Issuance,806949000.0,776805000.0,606667000.0,643850000.0
Net Issuance Payments Of Debt,-1250776000.0,783769000.0,2797346000.0,534535000.0
Net Short Term Debt Issuance,56966000.0,184967000.0,0.0,-464915000.0
Net Long Term Debt Issuance,-1307742000.0,598802000.0,2797346000.0,999450000.0
Long Term Debt Payments,-4220000000.0,-200000000.0,0.0,0.0
Long Term Debt Issuance,2912258000.0,798802000.0,2797346000.0,999450000.0
Investing Cash Flow,-2795280000.0,-2429958000.0,-1963655000.0,-1925518000.0
Cash From Discontinued Investing Activities,,,0.0,0.0
Cash Flow From Continuing Investing Activities,-2795280000.0,-2429958000.0,-1963655000.0,-1925518000.0
Net Other Investing Changes,19008000.0,10289000.0,11957000.0,9667000.0
Net Investment Purchase And Sale,-8315000.0,4173000.0,-6072000.0,491000.0
Sale Of Investment,38474000.0,32458000.0,43807000.0,51008000.0
Purchase Of Investment,-46789000.0,-28285000.0,-49879000.0,-50517000.0
Capital Expenditure Reported,-2805973000.0,-2444420000.0,-1969540000.0,-1935676000.0
Operating Cash Flow,3459743000.0,977584000.0,-1084251000.0,1037999000.0
Cash Flow From Continuing Operating Activities,3459743000.0,977584000.0,-1084251000.0,1037999000.0
Change In Working Capital,1912132000.0,-363764000.0,-2379413000.0,-133676000.0
Change In Other Working Capital,-130798000.0,28245000.0,27460000.0,-969000.0
Change In Other Current Liabilities,30687000.0,-152274000.0,-166268000.0,-129543000.0
Change In Other Current Assets,1985848000.0,-65979000.0,-2165016000.0,-35878000.0
Change In Payables And Accrued Expense,-132575000.0,40394000.0,104242000.0,7359000.0
Change In Inventory,112111000.0,-179825000.0,-66166000.0,18188000.0
Change In Receivables,46859000.0,-34325000.0,-113665000.0,7167000.0
Changes In Account Receivables,46859000.0,-34325000.0,-113665000.0,7167000.0
Other Non Cash Items,-60971000.0,-33099000.0,-14988000.0,-3539000.0
Stock Based Compensation,10178000.0,10743000.0,11255000.0,9583000.0
Deferred Tax,108215000.0,53651000.0,155355000.0,134360000.0
Deferred Income Tax,108215000.0,53651000.0,155355000.0,134360000.0
Depreciation Amortization Depletion,604327000.0,535655000.0,477977000.0,429828000.0
Depreciation And Amortization,604327000.0,535655000.0,477977000.0,429828000.0
Net Income From Continuing Operations,885862000.0,774398000.0,665563000.0,601443000.0
