,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,291599001.0,294111813.0,295991525.0,297637297.0,
Ordinary Shares Number,596512633.0,593999821.0,592120109.0,590474337.0,
Share Issued,888111634.0,888111634.0,888111634.0,888111634.0,
Net Debt,,,,,117000000.0
Total Debt,9200000000.0,9431000000.0,12281000000.0,12199000000.0,
Tangible Book Value,9249000000.0,9421000000.0,9149000000.0,7611000000.0,
Invested Capital,18418000000.0,18586000000.0,20682000000.0,18665000000.0,
Working Capital,1699000000.0,4430000000.0,8872000000.0,7667000000.0,
Net Tangible Assets,9249000000.0,9421000000.0,9149000000.0,7611000000.0,
Capital Lease Obligations,1297000000.0,1532000000.0,2013000000.0,2410000000.0,
Common Stock Equity,10515000000.0,10687000000.0,10414000000.0,8876000000.0,
Total Capitalization,18418000000.0,18586000000.0,20311000000.0,18528000000.0,
Total Equity Gross Minority Interest,10515000000.0,10687000000.0,10414000000.0,8876000000.0,
Stockholders Equity,10515000000.0,10687000000.0,10414000000.0,8876000000.0,
Other Equity Interest,,273000000.0,435000000.0,,
Gains Losses Not Affecting Retained Earnings,0.0,344000000.0,388000000.0,-105000000.0,
Other Equity Adjustments,-149000000.0,174000000.0,322000000.0,-62000000.0,
Minimum Pension Liabilities,149000000.0,170000000.0,66000000.0,-43000000.0,
Treasury Stock,10823000000.0,10843000000.0,10860000000.0,10875000000.0,
Retained Earnings,16297000000.0,16261000000.0,15774000000.0,14777000000.0,
Additional Paid In Capital,4153000000.0,4037000000.0,4224000000.0,4191000000.0,
Capital Stock,888000000.0,888000000.0,888000000.0,888000000.0,
Common Stock,888000000.0,888000000.0,888000000.0,888000000.0,
Total Liabilities Net Minority Interest,25972000000.0,24682000000.0,25906000000.0,25712000000.0,
Total Non Current Liabilities Net Minority Interest,13716000000.0,14304000000.0,16742000000.0,18206000000.0,
Other Non Current Liabilities,293000000.0,250000000.0,288000000.0,391000000.0,
Derivative Product Liabilities,,0.0,4000000.0,6000000.0,1000000.0
Employee Benefits,330000000.0,388000000.0,563000000.0,806000000.0,
Non Current Pension And Other Postretirement Benefit Plans,330000000.0,388000000.0,563000000.0,749000000.0,
Non Current Deferred Liabilities,4130000000.0,4502000000.0,4298000000.0,5330000000.0,
Non Current Deferred Revenue,1728000000.0,2186000000.0,2159000000.0,3343000000.0,
Non Current Deferred Taxes Liabilities,2044000000.0,1985000000.0,1770000000.0,1634000000.0,
Long Term Debt And Capital Lease Obligation,8963000000.0,9164000000.0,11589000000.0,11673000000.0,
Long Term Capital Lease Obligation,1060000000.0,1265000000.0,1692000000.0,2021000000.0,
Long Term Debt,7903000000.0,7899000000.0,9897000000.0,9652000000.0,
Current Liabilities,12256000000.0,10378000000.0,9164000000.0,7506000000.0,
Other Current Liabilities,,,,3790000000.0,5000000.0
Current Deferred Liabilities,6551000000.0,6064000000.0,5646000000.0,4390000000.0,
Current Deferred Revenue,6551000000.0,6064000000.0,5566000000.0,3790000000.0,
Current Debt And Capital Lease Obligation,237000000.0,267000000.0,692000000.0,526000000.0,
Current Capital Lease Obligation,237000000.0,267000000.0,321000000.0,389000000.0,
Current Debt,29000000.0,42000000.0,371000000.0,137000000.0,
Other Current Borrowings,29000000.0,42000000.0,371000000.0,137000000.0,
Pensionand Other Post Retirement Benefit Plans Current,3040000000.0,1711000000.0,1248000000.0,1269000000.0,
Current Provisions,8000000.0,311000000.0,,,
Payables And Accrued Expenses,2428000000.0,2336000000.0,1578000000.0,1321000000.0,
Current Accrued Expenses,772000000.0,491000000.0,231000000.0,306000000.0,
Interest Payable,34000000.0,45000000.0,46000000.0,49000000.0,
Payables,1656000000.0,1845000000.0,1347000000.0,1015000000.0,
Other Payable,919000000.0,1182000000.0,890000000.0,771000000.0,
Dividends Payable,107000000.0,107000000.0,0.0,0.0,
Total Tax Payable,365000000.0,279000000.0,301000000.0,133000000.0,
Income Tax Payable,63000000.0,37000000.0,65000000.0,84000000.0,
Accounts Payable,265000000.0,277000000.0,156000000.0,111000000.0,
Total Assets,36487000000.0,35369000000.0,36320000000.0,34588000000.0,
Total Non Current Assets,22532000000.0,20561000000.0,18284000000.0,19415000000.0,
Other Non Current Assets,28000000.0,31000000.0,395000000.0,337000000.0,
Non Current Prepaid Assets,258000000.0,119000000.0,,,
Financial Assets,102000000.0,174000000.0,192000000.0,90000000.0,
Investments And Advances,280000000.0,235000000.0,,,
Investmentin Financial Assets,280000000.0,235000000.0,,,
Available For Sale Securities,280000000.0,235000000.0,,,
Goodwill And Other Intangible Assets,1266000000.0,1266000000.0,1265000000.0,1265000000.0,
Other Intangible Assets,296000000.0,296000000.0,295000000.0,295000000.0,
Goodwill,970000000.0,970000000.0,970000000.0,970000000.0,
Net PPE,20598000000.0,18736000000.0,16432000000.0,17723000000.0,
Accumulated Depreciation,-14443000000.0,-13642000000.0,-12732000000.0,-11743000000.0,
Gross PPE,35041000000.0,32378000000.0,29164000000.0,29466000000.0,
Construction In Progress,236000000.0,376000000.0,0.0,305000000.0,
Other Properties,1285000000.0,1422000000.0,1596000000.0,2201000000.0,
Properties,7460000000.0,6855000000.0,6342000000.0,6083000000.0,
Current Assets,13955000000.0,14808000000.0,18036000000.0,15173000000.0,
Other Current Assets,449000000.0,440000000.0,309000000.0,285000000.0,
Hedging Assets Current,83000000.0,280000000.0,337000000.0,10000000.0,
Prepaid Assets,,,638000000.0,295000000.0,287000000.0
Inventory,807000000.0,790000000.0,537000000.0,414000000.0,
Receivables,1142000000.0,1006000000.0,1349000000.0,1130000000.0,
Other Receivables,502000000.0,278000000.0,160000000.0,70000000.0,
Duefrom Related Parties Current,501000000.0,478000000.0,432000000.0,274000000.0,
Taxes Receivable,35000000.0,133000000.0,699000000.0,740000000.0,
Accounts Receivable,104000000.0,117000000.0,58000000.0,46000000.0,
Cash Cash Equivalents And Short Term Investments,11474000000.0,12292000000.0,15504000000.0,13334000000.0,
Other Short Term Investments,2186000000.0,2800000000.0,3024000000.0,2271000000.0,
Cash And Cash Equivalents,9288000000.0,9492000000.0,12480000000.0,11063000000.0,
Cash Equivalents,9288000000.0,9492000000.0,12480000000.0,11063000000.0,
