,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,0.0,247743590.0,477743590.0,,
Ordinary Shares Number,2611341348.0,2217784948.0,2025400540.0,1984678673.0,
Share Issued,2611341348.0,2465528538.0,2503144130.0,1984678673.0,
Net Debt,55687000000.0,51331000000.0,44599000000.0,35950000000.0,
Total Debt,57733000000.0,53539000000.0,46168000000.0,37947000000.0,
Tangible Book Value,25040000000.0,22823000000.0,20971000000.0,25218000000.0,
Invested Capital,81362000000.0,74888000000.0,65861000000.0,61429000000.0,
Working Capital,-2931000000.0,-2973000000.0,-6350000000.0,-4122000000.0,
Net Tangible Assets,25040000000.0,22823000000.0,20971000000.0,25476000000.0,
Capital Lease Obligations,1411000000.0,1474000000.0,1278000000.0,1736000000.0,
Common Stock Equity,25040000000.0,22823000000.0,20971000000.0,25218000000.0,
Preferred Stock Equity,,,258000000.0,258000000.0,
Total Capitalization,76015000000.0,70565000000.0,59196000000.0,58140000000.0,
Total Equity Gross Minority Interest,25292000000.0,23075000000.0,21223000000.0,25476000000.0,
Minority Interest,252000000.0,252000000.0,252000000.0,252000000.0,
Stockholders Equity,25040000000.0,22823000000.0,20971000000.0,25476000000.0,
Gains Losses Not Affecting Retained Earnings,-13000000.0,-5000000.0,-20000000.0,-5000000.0,
Treasury Stock,0.0,2517000000.0,4854000000.0,,
Retained Earnings,-5321000000.0,-7542000000.0,-9284000000.0,-4385000000.0,
Additional Paid In Capital,,,28286000000.0,28286000000.0,
Capital Stock,30374000000.0,32887000000.0,35129000000.0,1580000000.0,
Common Stock,30374000000.0,32887000000.0,35129000000.0,1322000000.0,
Preferred Stock,,,258000000.0,258000000.0,
Total Liabilities Net Minority Interest,100406000000.0,95569000000.0,82104000000.0,71986000000.0,
Total Non Current Liabilities Net Minority Interest,83092000000.0,79781000000.0,64677000000.0,58490000000.0,
Other Non Current Liabilities,3633000000.0,4291000000.0,4308000000.0,3886000000.0,
Employee Benefits,476000000.0,231000000.0,860000000.0,2328000000.0,
Non Current Pension And Other Postretirement Benefit Plans,476000000.0,231000000.0,860000000.0,2328000000.0,
Non Current Deferred Liabilities,1980000000.0,2732000000.0,3177000000.0,1570000000.0,
Non Current Deferred Taxes Liabilities,1980000000.0,2732000000.0,3177000000.0,1570000000.0,
Long Term Debt And Capital Lease Obligation,52047000000.0,48985000000.0,39035000000.0,33870000000.0,
Long Term Capital Lease Obligation,1072000000.0,1243000000.0,810000000.0,1206000000.0,
Long Term Debt,50975000000.0,47742000000.0,38225000000.0,32664000000.0,
Long Term Provisions,5512000000.0,5912000000.0,5298000000.0,6412000000.0,
Current Liabilities,17314000000.0,15788000000.0,17427000000.0,13496000000.0,
Other Current Liabilities,6120000000.0,5284000000.0,5158000000.0,4740000000.0,
Current Debt And Capital Lease Obligation,5686000000.0,4554000000.0,7133000000.0,4077000000.0,
Current Capital Lease Obligation,339000000.0,231000000.0,468000000.0,530000000.0,
Current Debt,5347000000.0,4323000000.0,6665000000.0,3547000000.0,
Other Current Borrowings,5347000000.0,4323000000.0,6665000000.0,3547000000.0,
Payables And Accrued Expenses,5508000000.0,5950000000.0,5136000000.0,4679000000.0,
Current Accrued Expenses,679000000.0,626000000.0,481000000.0,444000000.0,
Interest Payable,679000000.0,626000000.0,481000000.0,444000000.0,
Payables,4829000000.0,5324000000.0,4655000000.0,4235000000.0,
Other Payable,2520000000.0,2436000000.0,1800000000.0,1869000000.0,
Accounts Payable,2309000000.0,2888000000.0,2855000000.0,2366000000.0,
Total Assets,125698000000.0,118644000000.0,103327000000.0,97462000000.0,
Total Non Current Assets,111315000000.0,105829000000.0,92250000000.0,88088000000.0,
Other Non Current Assets,7609000000.0,8561000000.0,8176000000.0,7634000000.0,
Non Current Accounts Receivable,24000000.0,9000000.0,9000000.0,66000000.0,
Investments And Advances,3574000000.0,3297000000.0,3798000000.0,3538000000.0,
Other Investments,3574000000.0,3297000000.0,3798000000.0,3538000000.0,
Net PPE,82919000000.0,77519000000.0,71060000000.0,67872000000.0,
Accumulated Depreciation,-33093000000.0,-30946000000.0,-29134000000.0,-27756000000.0,
Gross PPE,116012000000.0,108465000000.0,100194000000.0,95628000000.0,
Construction In Progress,4452000000.0,4137000000.0,3479000000.0,2757000000.0,
Other Properties,1385000000.0,1330000000.0,1254000000.0,1754000000.0,
Current Assets,14383000000.0,12815000000.0,11077000000.0,9374000000.0,
Other Current Assets,2125000000.0,2189000000.0,1839000000.0,2195000000.0,
Restricted Cash,297000000.0,213000000.0,16000000.0,143000000.0,
Inventory,870000000.0,842000000.0,596000000.0,628000000.0,
Other Inventories,65000000.0,91000000.0,44000000.0,95000000.0,
Receivables,10456000000.0,8837000000.0,8335000000.0,6147000000.0,
Other Receivables,7154000000.0,4888000000.0,4783000000.0,3181000000.0,
Taxes Receivable,,,,,0.0
Accounts Receivable,2048000000.0,2645000000.0,2345000000.0,1883000000.0,
Allowance For Doubtful Accounts Receivable,-445000000.0,-166000000.0,-171000000.0,-146000000.0,
Gross Accounts Receivable,2493000000.0,2811000000.0,2516000000.0,2029000000.0,
Cash Cash Equivalents And Short Term Investments,635000000.0,734000000.0,291000000.0,261000000.0,
Cash And Cash Equivalents,635000000.0,734000000.0,291000000.0,261000000.0,
