,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,,,,66700000.0
Ordinary Shares Number,159500000.0,160200000.0,165300000.0,165600000.0
Share Issued,159500000.0,160200000.0,165300000.0,232300000.0
Net Debt,573500000.0,1623100000.0,1352700000.0,
Total Debt,1509300000.0,2414500000.0,2413100000.0,178900000.0
Tangible Book Value,2683900000.0,1847600000.0,1421800000.0,2920900000.0
Invested Capital,7375000000.0,7658100000.0,7532700000.0,4164200000.0
Working Capital,2223800000.0,2003000000.0,2206900000.0,1869200000.0
Net Tangible Assets,2683900000.0,1847600000.0,1421800000.0,2920900000.0
Capital Lease Obligations,217000000.0,225400000.0,177500000.0,178900000.0
Common Stock Equity,6082700000.0,5469000000.0,5297100000.0,4164200000.0
Total Capitalization,7075600000.0,7158900000.0,7532700000.0,4164200000.0
Total Equity Gross Minority Interest,6082700000.0,5469000000.0,5297100000.0,4164200000.0
Stockholders Equity,6082700000.0,5469000000.0,5297100000.0,4164200000.0
Gains Losses Not Affecting Retained Earnings,-5600000.0,-4800000.0,-7900000.0,-7800000.0
Other Equity Adjustments,-5600000.0,-4800000.0,-7900000.0,-7800000.0
Treasury Stock,,0.0,1700000.0,4093500000.0
Retained Earnings,5876000000.0,5421900000.0,5185800000.0,4820400000.0
Additional Paid In Capital,172400000.0,11900000.0,79600000.0,3403700000.0
Capital Stock,39900000.0,40000000.0,41300000.0,41400000.0
Common Stock,39900000.0,40000000.0,41300000.0,41400000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,2344000000.0,3404800000.0,3293600000.0,942500000.0
Total Non Current Liabilities Net Minority Interest,1388300000.0,2177900000.0,2635100000.0,494100000.0
Other Non Current Liabilities,43900000.0,67600000.0,32200000.0,32100000.0
Tradeand Other Payables Non Current,162800000.0,213500000.0,222800000.0,311300000.0
Long Term Debt And Capital Lease Obligation,1181600000.0,1896800000.0,2380100000.0,150700000.0
Long Term Capital Lease Obligation,188700000.0,206900000.0,144500000.0,150700000.0
Long Term Debt,992900000.0,1689900000.0,2235600000.0,
Current Liabilities,955700000.0,1226900000.0,658500000.0,448400000.0
Other Current Liabilities,44800000.0,45000000.0,45900000.0,28300000.0
Current Debt And Capital Lease Obligation,327700000.0,517700000.0,33000000.0,28200000.0
Current Capital Lease Obligation,28300000.0,18500000.0,33000000.0,28200000.0
Current Debt,299400000.0,499200000.0,,
Other Current Borrowings,299400000.0,499200000.0,,
Pensionand Other Post Retirement Benefit Plans Current,,114300000.0,135300000.0,113500000.0
Payables And Accrued Expenses,583200000.0,664200000.0,579600000.0,391900000.0
Current Accrued Expenses,365200000.0,341200000.0,255000000.0,133800000.0
Payables,218000000.0,323000000.0,324600000.0,258100000.0
Total Tax Payable,58800000.0,48800000.0,88600000.0,31200000.0
Accounts Payable,159200000.0,274200000.0,236000000.0,226900000.0
Total Assets,8426700000.0,8873800000.0,8590700000.0,5106700000.0
Total Non Current Assets,5247200000.0,5643900000.0,5725300000.0,2789100000.0
Other Non Current Assets,56500000.0,141500000.0,55700000.0,67900000.0
Non Current Deferred Assets,192300000.0,52700000.0,119500000.0,55300000.0
Non Current Deferred Taxes Assets,192300000.0,52700000.0,119500000.0,55300000.0
Investments And Advances,4100000.0,500000.0,7100000.0,5200000.0
Investmentin Financial Assets,4100000.0,500000.0,7100000.0,5200000.0
Available For Sale Securities,4100000.0,500000.0,7100000.0,5200000.0
Goodwill And Other Intangible Assets,3398800000.0,3621400000.0,3875300000.0,1243300000.0
Other Intangible Assets,1222100000.0,1444700000.0,1698600000.0,53500000.0
Goodwill,2176700000.0,2176700000.0,2176700000.0,1189800000.0
Net PPE,1595500000.0,1827800000.0,1667700000.0,1417400000.0
Accumulated Depreciation,-2781600000.0,-2506300000.0,-2208400000.0,-1930400000.0
Gross PPE,4377100000.0,4334100000.0,3876100000.0,3347800000.0
Construction In Progress,107600000.0,157200000.0,177000000.0,140700000.0
Other Properties,205400000.0,223000000.0,166100000.0,167900000.0
Machinery Furniture Equipment,3464100000.0,3386400000.0,3050400000.0,2602600000.0
Buildings And Improvements,588200000.0,555600000.0,470700000.0,424800000.0
Land And Improvements,11800000.0,11900000.0,11900000.0,11800000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,3179500000.0,3229900000.0,2865400000.0,2317600000.0
Other Current Assets,155100000.0,95200000.0,97400000.0,178300000.0
Prepaid Assets,306000000.0,242300000.0,106700000.0,
Inventory,1119700000.0,1212100000.0,885000000.0,806000000.0
Finished Goods,315700000.0,325500000.0,226900000.0,201800000.0
Work In Process,746800000.0,805300000.0,595900000.0,566400000.0
Raw Materials,57200000.0,81300000.0,62200000.0,37800000.0
Receivables,864300000.0,1094000000.0,756200000.0,358500000.0
Accounts Receivable,864300000.0,1094000000.0,756200000.0,358500000.0
Allowance For Doubtful Accounts Receivable,-800000.0,-800000.0,-700000.0,-600000.0
Gross Accounts Receivable,865100000.0,1094800000.0,756900000.0,359100000.0
Cash Cash Equivalents And Short Term Investments,734400000.0,586300000.0,1020100000.0,974800000.0
Other Short Term Investments,15600000.0,20300000.0,137200000.0,408100000.0
Cash And Cash Equivalents,718800000.0,566000000.0,882900000.0,566700000.0
