,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Treasury Shares Number,0.0,,,
Preferred Shares Number,,,4000000.0,4000000.0
Ordinary Shares Number,4140000000.0,4180000000.0,4130000000.0,4070000000.0
Share Issued,4140000000.0,4180000000.0,4130000000.0,4070000000.0
Net Debt,24991000000.0,27040000000.0,27502000000.0,33444000000.0
Total Debt,39229000000.0,39515000000.0,39730000000.0,41062000000.0
Tangible Book Value,-23532000000.0,-28016000000.0,-29862000000.0,-36355000000.0
Invested Capital,63168000000.0,62165000000.0,64627000000.0,64936000000.0
Working Capital,13442000000.0,11452000000.0,10305000000.0,5524000000.0
Net Tangible Assets,-23532000000.0,-28016000000.0,-29835000000.0,-36328000000.0
Capital Lease Obligations,49000000.0,59000000.0,65000000.0,
Common Stock Equity,23988000000.0,22709000000.0,24962000000.0,23874000000.0
Preferred Stock Equity,,,27000000.0,27000000.0
Total Capitalization,61605000000.0,61762000000.0,64390000000.0,64136000000.0
Total Equity Gross Minority Interest,23988000000.0,22709000000.0,24989000000.0,23901000000.0
Stockholders Equity,23988000000.0,22709000000.0,24989000000.0,23901000000.0
Gains Losses Not Affecting Retained Earnings,207000000.0,-54000000.0,-116000000.0,-108000000.0
Other Equity Adjustments,207000000.0,-54000000.0,-116000000.0,-108000000.0
Retained Earnings,2682000000.0,1604000000.0,748000000.0,0.0
Additional Paid In Capital,21099000000.0,21159000000.0,24330000000.0,23982000000.0
Capital Stock,0.0,0.0,27000000.0,27000000.0
Common Stock,0.0,0.0,0.0,0.0
Preferred Stock,0.0,0.0,27000000.0,27000000.0
Total Liabilities Net Minority Interest,48873000000.0,50540000000.0,50581000000.0,52032000000.0
Total Non Current Liabilities Net Minority Interest,41468000000.0,43488000000.0,44300000000.0,45661000000.0
Other Non Current Liabilities,756000000.0,774000000.0,887000000.0,1418000000.0
Tradeand Other Payables Non Current,2792000000.0,3229000000.0,3407000000.0,3185000000.0
Non Current Deferred Liabilities,299000000.0,410000000.0,566000000.0,823000000.0
Non Current Deferred Revenue,299000000.0,410000000.0,566000000.0,823000000.0
Long Term Debt And Capital Lease Obligation,37621000000.0,39075000000.0,39440000000.0,40235000000.0
Long Term Capital Lease Obligation,4000000.0,22000000.0,39000000.0,
Long Term Debt,37617000000.0,39053000000.0,39401000000.0,40235000000.0
Current Liabilities,7405000000.0,7052000000.0,6281000000.0,6371000000.0
Other Current Liabilities,312000000.0,408000000.0,397000000.0,771000000.0
Current Deferred Liabilities,2487000000.0,2931000000.0,2619000000.0,2620000000.0
Current Deferred Revenue,2487000000.0,2931000000.0,2619000000.0,2620000000.0
Current Debt And Capital Lease Obligation,1608000000.0,440000000.0,290000000.0,827000000.0
Current Capital Lease Obligation,45000000.0,37000000.0,26000000.0,
Current Debt,1563000000.0,403000000.0,264000000.0,827000000.0
Other Current Borrowings,1563000000.0,403000000.0,264000000.0,
Pensionand Other Post Retirement Benefit Plans Current,935000000.0,1202000000.0,1066000000.0,877000000.0
Payables And Accrued Expenses,2063000000.0,2071000000.0,1909000000.0,1276000000.0
Current Accrued Expenses,380000000.0,393000000.0,282000000.0,
Interest Payable,380000000.0,393000000.0,282000000.0,
Payables,1683000000.0,1678000000.0,1627000000.0,1276000000.0
Total Tax Payable,473000000.0,680000000.0,541000000.0,440000000.0
Accounts Payable,1210000000.0,998000000.0,1086000000.0,836000000.0
Total Assets,72861000000.0,73249000000.0,75570000000.0,75933000000.0
Total Non Current Assets,52014000000.0,54745000000.0,58984000000.0,64038000000.0
Other Non Current Assets,2340000000.0,1797000000.0,1812000000.0,1300000000.0
Goodwill And Other Intangible Assets,47520000000.0,50725000000.0,54824000000.0,60229000000.0
Other Intangible Assets,3867000000.0,7111000000.0,11374000000.0,16782000000.0
Goodwill,43653000000.0,43614000000.0,43450000000.0,43447000000.0
Net PPE,2154000000.0,2223000000.0,2348000000.0,2509000000.0
Accumulated Depreciation,-4024000000.0,-3604000000.0,-3196000000.0,-2822000000.0
Gross PPE,6178000000.0,5827000000.0,5544000000.0,5331000000.0
Construction In Progress,63000000.0,63000000.0,38000000.0,113000000.0
Machinery Furniture Equipment,4739000000.0,4413000000.0,4161000000.0,3891000000.0
Buildings And Improvements,1181000000.0,1156000000.0,1150000000.0,1133000000.0
Land And Improvements,195000000.0,195000000.0,195000000.0,194000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,20847000000.0,18504000000.0,16586000000.0,11895000000.0
Other Current Assets,863000000.0,341000000.0,516000000.0,590000000.0
Prepaid Assets,743000000.0,864000000.0,539000000.0,387000000.0
Inventory,1898000000.0,1925000000.0,1297000000.0,1003000000.0
Finished Goods,676000000.0,780000000.0,423000000.0,323000000.0
Work In Process,901000000.0,966000000.0,680000000.0,558000000.0
Raw Materials,321000000.0,179000000.0,194000000.0,122000000.0
Receivables,3154000000.0,2958000000.0,2071000000.0,2297000000.0
Accounts Receivable,3154000000.0,2958000000.0,2071000000.0,2297000000.0
Allowance For Doubtful Accounts Receivable,,,-2597000000.0,-174000000.0
Gross Accounts Receivable,,,4668000000.0,2471000000.0
Cash Cash Equivalents And Short Term Investments,14189000000.0,12416000000.0,12163000000.0,7618000000.0
Cash And Cash Equivalents,14189000000.0,12416000000.0,12163000000.0,7618000000.0
