,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Ordinary Shares Number,59207000.0,59860000.0,60652000.0,61099000.0
Share Issued,59207000.0,59860000.0,60652000.0,61099000.0
Total Debt,280986000.0,664671000.0,715278000.0,773047000.0
Tangible Book Value,360585000.0,9408000.0,-93518000.0,147402000.0
Invested Capital,2800232000.0,2818750000.0,2729260000.0,2620590000.0
Working Capital,375992000.0,72273000.0,219573000.0,505197000.0
Net Tangible Assets,360585000.0,9408000.0,-93518000.0,147402000.0
Capital Lease Obligations,280986000.0,314899000.0,346231000.0,384725000.0
Common Stock Equity,2800232000.0,2468978000.0,2360213000.0,2232268000.0
Total Capitalization,2800232000.0,2468978000.0,2709985000.0,2601315000.0
Total Equity Gross Minority Interest,2800232000.0,2468978000.0,2360213000.0,2232268000.0
Stockholders Equity,2800232000.0,2468978000.0,2360213000.0,2232268000.0
Gains Losses Not Affecting Retained Earnings,-23221000.0,-26176000.0,-20073000.0,-18716000.0
Other Equity Adjustments,-23221000.0,-26176000.0,-20073000.0,-18716000.0
Retained Earnings,2799054000.0,2404106000.0,2187828000.0,1945531000.0
Capital Stock,24399000.0,91048000.0,192458000.0,305453000.0
Common Stock,24399000.0,91048000.0,192458000.0,305453000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,2448101000.0,2807216000.0,2637067000.0,2445652000.0
Total Non Current Liabilities Net Minority Interest,975320000.0,967265000.0,1245540000.0,1157373000.0
Other Non Current Liabilities,8822000.0,8157000.0,9155000.0,9665000.0
Tradeand Other Payables Non Current,73751000.0,59553000.0,66081000.0,49846000.0
Non Current Deferred Liabilities,653182000.0,627179000.0,523587000.0,390100000.0
Non Current Deferred Revenue,648545000.0,624398000.0,521173000.0,389498000.0
Non Current Deferred Taxes Liabilities,4637000.0,2781000.0,2414000.0,602000.0
Long Term Debt And Capital Lease Obligation,239565000.0,272376000.0,646717000.0,707762000.0
Long Term Capital Lease Obligation,239565000.0,272376000.0,296945000.0,338715000.0
Long Term Debt,,,349772000.0,369047000.0
Current Liabilities,1472781000.0,1839951000.0,1391527000.0,1288279000.0
Current Deferred Liabilities,1126576000.0,1067182000.0,968669000.0,883134000.0
Current Deferred Revenue,1126576000.0,1067182000.0,968669000.0,883134000.0
Current Debt And Capital Lease Obligation,41421000.0,392295000.0,68561000.0,65285000.0
Current Capital Lease Obligation,41421000.0,42523000.0,49286000.0,46010000.0
Current Debt,,349772000.0,19275000.0,19275000.0
Other Current Borrowings,,349772000.0,19275000.0,19275000.0
Payables And Accrued Expenses,304784000.0,380474000.0,354297000.0,339860000.0
Current Accrued Expenses,206965000.0,226079000.0,248126000.0,242340000.0
Payables,97819000.0,154395000.0,106171000.0,97520000.0
Total Tax Payable,34504000.0,41217000.0,44075000.0,33048000.0
Income Tax Payable,,,,33048000.0
Accounts Payable,63315000.0,113178000.0,62096000.0,64472000.0
Total Assets,5248333000.0,5276194000.0,4997280000.0,4677920000.0
Total Non Current Assets,3399560000.0,3363970000.0,3386180000.0,2884444000.0
Other Non Current Assets,55543000.0,48493000.0,32924000.0,18424000.0
Non Current Deferred Assets,330571000.0,225926000.0,171764000.0,85919000.0
Non Current Deferred Taxes Assets,295308000.0,183365000.0,128193000.0,45173000.0
Non Current Accounts Receivable,202838000.0,224780000.0,158885000.0,62377000.0
Investments And Advances,5068000.0,9544000.0,132778000.0,102939000.0
Goodwill And Other Intangible Assets,2439647000.0,2459570000.0,2453731000.0,2084866000.0
Other Intangible Assets,150969000.0,200288000.0,237178000.0,225900000.0
Goodwill,2288678000.0,2259282000.0,2216553000.0,1858966000.0
Net PPE,365893000.0,395657000.0,436098000.0,529919000.0
Accumulated Depreciation,-327067000.0,-301366000.0,-289559000.0,-240178000.0
Gross PPE,692960000.0,697023000.0,725657000.0,770097000.0
Leases,185225000.0,173689000.0,174504000.0,175593000.0
Other Properties,195471000.0,227475000.0,244934000.0,300680000.0
Machinery Furniture Equipment,312264000.0,295859000.0,306219000.0,293824000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1848773000.0,1912224000.0,1611100000.0,1793476000.0
Other Current Assets,64919000.0,77609000.0,28605000.0,44563000.0
Current Deferred Assets,31206000.0,34658000.0,34265000.0,29650000.0
Prepaid Assets,84506000.0,57340000.0,59636000.0,47197000.0
Inventory,35874000.0,68365000.0,22055000.0,27898000.0
Finished Goods,11699000.0,10164000.0,13081000.0,17096000.0
Raw Materials,24175000.0,58201000.0,8974000.0,10802000.0
Receivables,828945000.0,789686000.0,555932000.0,434279000.0
Other Receivables,374113000.0,319707000.0,215396000.0,138096000.0
Accounts Receivable,454832000.0,469979000.0,340536000.0,296183000.0
Allowance For Doubtful Accounts Receivable,-3561000.0,-6020000.0,-3696000.0,-3105000.0
Gross Accounts Receivable,458393000.0,475999000.0,344232000.0,299288000.0
Cash Cash Equivalents And Short Term Investments,803323000.0,884566000.0,910607000.0,1209889000.0
Other Short Term Investments,6160000.0,126554000.0,329630000.0,360333000.0
Cash And Cash Equivalents,797163000.0,758012000.0,580977000.0,849556000.0
