,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,250661184.0,245000000.0,237100000.0,233300000.0,
Ordinary Shares Number,299338816.0,305000000.0,312900000.0,316700000.0,
Share Issued,550000000.0,550000000.0,550000000.0,550000000.0,
Net Debt,7099000000.0,7055000000.0,6160000000.0,5558000000.0,
Total Debt,8370000000.0,7949000000.0,7881000000.0,8310000000.0,
Tangible Book Value,-2554000000.0,-2544000000.0,-2312000000.0,-2290000000.0,
Invested Capital,11176000000.0,10851000000.0,11312000000.0,11303000000.0,
Working Capital,1560000000.0,1810000000.0,2904000000.0,3934000000.0,
Net Tangible Assets,-2554000000.0,-2544000000.0,-2312000000.0,-2290000000.0,
Capital Lease Obligations,206000000.0,186000000.0,194000000.0,188000000.0,
Common Stock Equity,3012000000.0,3088000000.0,3625000000.0,3181000000.0,
Total Capitalization,9351000000.0,9261000000.0,10534000000.0,10953000000.0,
Total Equity Gross Minority Interest,3013000000.0,3089000000.0,3626000000.0,3182000000.0,
Minority Interest,1000000.0,1000000.0,1000000.0,1000000.0,
Stockholders Equity,3012000000.0,3088000000.0,3625000000.0,3181000000.0,
Gains Losses Not Affecting Retained Earnings,-1834000000.0,-1841000000.0,-1502000000.0,-1642000000.0,
Other Equity Adjustments,-1834000000.0,-1841000000.0,-1502000000.0,-1642000000.0,
Treasury Stock,23870000000.0,22377000000.0,20636000000.0,19659000000.0,
Retained Earnings,27122000000.0,25799000000.0,24325000000.0,23114000000.0,
Additional Paid In Capital,1588000000.0,1501000000.0,1432000000.0,1362000000.0,
Capital Stock,6000000.0,6000000.0,6000000.0,6000000.0,
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0,
Total Liabilities Net Minority Interest,12505000000.0,12333000000.0,12451000000.0,12430000000.0,
Total Non Current Liabilities Net Minority Interest,7830000000.0,7873000000.0,8981000000.0,9841000000.0,
Other Non Current Liabilities,554000000.0,506000000.0,537000000.0,503000000.0,
Employee Benefits,312000000.0,306000000.0,383000000.0,432000000.0,
Non Current Pension And Other Postretirement Benefit Plans,312000000.0,306000000.0,383000000.0,432000000.0,
Tradeand Other Payables Non Current,151000000.0,273000000.0,365000000.0,413000000.0,
Non Current Deferred Liabilities,326000000.0,484000000.0,654000000.0,588000000.0,
Non Current Deferred Taxes Liabilities,326000000.0,484000000.0,654000000.0,588000000.0,
Long Term Debt And Capital Lease Obligation,6487000000.0,6304000000.0,7042000000.0,7905000000.0,
Long Term Capital Lease Obligation,148000000.0,131000000.0,133000000.0,133000000.0,
Long Term Debt,6339000000.0,6173000000.0,6909000000.0,7772000000.0,
Current Liabilities,4675000000.0,4460000000.0,3470000000.0,2589000000.0,
Other Current Liabilities,,1000000.0,,,71000000.0
Current Deferred Liabilities,395000000.0,427000000.0,394000000.0,222000000.0,
Current Deferred Revenue,395000000.0,427000000.0,394000000.0,222000000.0,
Current Debt And Capital Lease Obligation,1883000000.0,1645000000.0,839000000.0,405000000.0,
Current Capital Lease Obligation,58000000.0,55000000.0,61000000.0,55000000.0,
Current Debt,1825000000.0,1590000000.0,778000000.0,350000000.0,
Other Current Borrowings,1361000000.0,537000000.0,568000000.0,350000000.0,
Line Of Credit,,,,,0.0
Commercial Paper,464000000.0,1053000000.0,210000000.0,0.0,
Pensionand Other Post Retirement Benefit Plans Current,455000000.0,466000000.0,474000000.0,349000000.0,
Payables And Accrued Expenses,1942000000.0,1921000000.0,1763000000.0,1613000000.0,
Current Accrued Expenses,755000000.0,780000000.0,719000000.0,658000000.0,
Payables,1187000000.0,1141000000.0,1044000000.0,955000000.0,
Dividends Payable,419000000.0,400000000.0,382000000.0,361000000.0,
Total Tax Payable,187000000.0,147000000.0,77000000.0,60000000.0,
Income Tax Payable,187000000.0,147000000.0,77000000.0,60000000.0,
Accounts Payable,581000000.0,594000000.0,585000000.0,534000000.0,
Total Assets,15518000000.0,15422000000.0,16077000000.0,15612000000.0,
Total Non Current Assets,9283000000.0,9152000000.0,9703000000.0,9089000000.0,
Other Non Current Assets,771000000.0,715000000.0,718000000.0,737000000.0,
Defined Pension Benefit,243000000.0,251000000.0,465000000.0,355000000.0,
Non Current Deferred Assets,479000000.0,494000000.0,552000000.0,533000000.0,
Non Current Deferred Taxes Assets,479000000.0,494000000.0,552000000.0,533000000.0,
Investments And Advances,,,,,51000000.0
Investmentin Financial Assets,,,,,51000000.0
Goodwill And Other Intangible Assets,5566000000.0,5632000000.0,5937000000.0,5471000000.0,
Other Intangible Assets,657000000.0,768000000.0,972000000.0,781000000.0,
Goodwill,4909000000.0,4864000000.0,4965000000.0,4690000000.0,
Net PPE,2224000000.0,2060000000.0,2031000000.0,1993000000.0,
Accumulated Depreciation,-4075000000.0,-3904000000.0,-3891000000.0,-3816000000.0,
Gross PPE,6299000000.0,5964000000.0,5922000000.0,5809000000.0,
Construction In Progress,294000000.0,259000000.0,142000000.0,133000000.0,
Other Properties,248000000.0,212000000.0,222000000.0,216000000.0,
Machinery Furniture Equipment,4070000000.0,3891000000.0,3898000000.0,3824000000.0,
Buildings And Improvements,1490000000.0,1414000000.0,1462000000.0,1432000000.0,
Land And Improvements,197000000.0,188000000.0,198000000.0,204000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,6235000000.0,6270000000.0,6374000000.0,6523000000.0,
Other Current Assets,157000000.0,175000000.0,140000000.0,119000000.0,
Assets Held For Sale Current,0.0,8000000.0,0.0,0.0,
Prepaid Assets,55000000.0,52000000.0,71000000.0,30000000.0,
Inventory,1707000000.0,2054000000.0,1694000000.0,1189000000.0,
Inventories Adjustments Allowances,-117000000.0,-111000000.0,-118000000.0,-82000000.0,
Finished Goods,848000000.0,1050000000.0,888000000.0,681000000.0,
Work In Process,234000000.0,228000000.0,208000000.0,136000000.0,
Raw Materials,742000000.0,887000000.0,716000000.0,454000000.0,
Receivables,3251000000.0,3273000000.0,2942000000.0,2621000000.0,
Taxes Receivable,128000000.0,102000000.0,102000000.0,115000000.0,
Accounts Receivable,3123000000.0,3171000000.0,2840000000.0,2506000000.0,
Allowance For Doubtful Accounts Receivable,-29000000.0,-26000000.0,-28000000.0,-29000000.0,
Gross Accounts Receivable,3152000000.0,3197000000.0,2868000000.0,2535000000.0,
Cash Cash Equivalents And Short Term Investments,1065000000.0,708000000.0,1527000000.0,2564000000.0,
Cash And Cash Equivalents,1065000000.0,708000000.0,1527000000.0,2564000000.0,
