,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,49100000.0,45700000.0,41100000.0,38000000.0,
Ordinary Shares Number,177800000.0,181200000.0,185800000.0,188900000.0,
Share Issued,226900000.0,226900000.0,226900000.0,226900000.0,
Net Debt,3449000000.0,3461000000.0,3585000000.0,3640000000.0,
Total Debt,4069000000.0,4002000000.0,4058000000.0,4239000000.0,
Tangible Book Value,-1498000000.0,-1808000000.0,-2091000000.0,-2231000000.0,
Invested Capital,14556000000.0,14104000000.0,14259000000.0,14362000000.0,
Working Capital,799000000.0,860000000.0,922000000.0,654000000.0,
Net Tangible Assets,-1498000000.0,-1808000000.0,-2091000000.0,-2231000000.0,
Common Stock Equity,10487000000.0,10102000000.0,10201000000.0,10123000000.0,
Total Capitalization,13775000000.0,13853000000.0,14257000000.0,13915000000.0,
Total Equity Gross Minority Interest,10524000000.0,10147000000.0,10239000000.0,10153000000.0,
Minority Interest,37000000.0,45000000.0,38000000.0,30000000.0,
Stockholders Equity,10487000000.0,10102000000.0,10201000000.0,10123000000.0,
Gains Losses Not Affecting Retained Earnings,-590000000.0,-661000000.0,-466000000.0,-339000000.0,
Other Equity Adjustments,-590000000.0,-661000000.0,-466000000.0,-339000000.0,
Treasury Stock,2171000000.0,1769000000.0,1306000000.0,1010000000.0,
Retained Earnings,5269000000.0,4577000000.0,4055000000.0,3589000000.0,
Additional Paid In Capital,7977000000.0,7953000000.0,7916000000.0,7881000000.0,
Capital Stock,2000000.0,2000000.0,2000000.0,2000000.0,
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,
Preferred Stock,,,,0.0,0.0
Total Liabilities Net Minority Interest,8464000000.0,8369000000.0,8215000000.0,8301000000.0,
Total Non Current Liabilities Net Minority Interest,4408000000.0,4902000000.0,5305000000.0,5075000000.0,
Other Non Current Liabilities,740000000.0,768000000.0,884000000.0,1001000000.0,
Employee Benefits,62000000.0,57000000.0,77000000.0,114000000.0,
Non Current Pension And Other Postretirement Benefit Plans,62000000.0,57000000.0,77000000.0,114000000.0,
Non Current Deferred Liabilities,318000000.0,326000000.0,288000000.0,168000000.0,
Non Current Deferred Taxes Liabilities,318000000.0,326000000.0,288000000.0,168000000.0,
Long Term Debt And Capital Lease Obligation,3288000000.0,3751000000.0,4056000000.0,3792000000.0,
Long Term Debt,3288000000.0,3751000000.0,4056000000.0,3792000000.0,
Current Liabilities,4056000000.0,3467000000.0,2910000000.0,3226000000.0,
Current Deferred Liabilities,804000000.0,772000000.0,629000000.0,643000000.0,
Current Deferred Revenue,804000000.0,772000000.0,629000000.0,643000000.0,
Current Debt And Capital Lease Obligation,781000000.0,251000000.0,2000000.0,447000000.0,
Current Debt,781000000.0,251000000.0,2000000.0,447000000.0,
Pensionand Other Post Retirement Benefit Plans Current,341000000.0,300000000.0,335000000.0,242000000.0,
Payables And Accrued Expenses,2130000000.0,2144000000.0,1944000000.0,1894000000.0,
Current Accrued Expenses,880000000.0,843000000.0,932000000.0,985000000.0,
Payables,1250000000.0,1301000000.0,1012000000.0,909000000.0,
Accounts Payable,1250000000.0,1301000000.0,1012000000.0,909000000.0,
Total Assets,18988000000.0,18516000000.0,18454000000.0,18454000000.0,
Total Non Current Assets,14133000000.0,14189000000.0,14622000000.0,14574000000.0,
Other Non Current Assets,663000000.0,850000000.0,833000000.0,619000000.0,
Goodwill And Other Intangible Assets,11985000000.0,11910000000.0,12292000000.0,12354000000.0,
Other Intangible Assets,3205000000.0,3402000000.0,3705000000.0,3869000000.0,
Goodwill,8780000000.0,8508000000.0,8587000000.0,8485000000.0,
Net PPE,1485000000.0,1429000000.0,1497000000.0,1601000000.0,
Accumulated Depreciation,-1190000000.0,-1050000000.0,-906000000.0,-772000000.0,
Gross PPE,2675000000.0,2479000000.0,2403000000.0,2373000000.0,
Construction In Progress,137000000.0,122000000.0,89000000.0,99000000.0,
Machinery Furniture Equipment,1600000000.0,1474000000.0,1433000000.0,1375000000.0,
Buildings And Improvements,838000000.0,783000000.0,785000000.0,801000000.0,
Land And Improvements,100000000.0,100000000.0,96000000.0,98000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,4855000000.0,4327000000.0,3832000000.0,3880000000.0,
Other Current Assets,267000000.0,233000000.0,193000000.0,227000000.0,
Restricted Cash,,,,,0.0
Inventory,2284000000.0,2034000000.0,1689000000.0,1642000000.0,
Finished Goods,759000000.0,641000000.0,616000000.0,633000000.0,
Work In Process,463000000.0,515000000.0,316000000.0,339000000.0,
Raw Materials,1062000000.0,878000000.0,757000000.0,670000000.0,
Receivables,1684000000.0,1519000000.0,1477000000.0,1412000000.0,
Other Receivables,524000000.0,544000000.0,392000000.0,443000000.0,
Accounts Receivable,1160000000.0,975000000.0,1085000000.0,969000000.0,
Allowance For Doubtful Accounts Receivable,-31000000.0,-28000000.0,-32000000.0,-37000000.0,
Gross Accounts Receivable,1191000000.0,1003000000.0,1117000000.0,1006000000.0,
Cash Cash Equivalents And Short Term Investments,620000000.0,541000000.0,473000000.0,599000000.0,
Cash And Cash Equivalents,620000000.0,541000000.0,473000000.0,599000000.0,
