,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,80202608.0,81283191.0,80163949.0,74622657.0
Ordinary Shares Number,290391793.0,283356710.0,284475952.0,290017244.0
Share Issued,370594401.0,364639901.0,364639901.0,364639901.0
Net Debt,14463000000.0,15059000000.0,15327000000.0,15105000000.0
Total Debt,15879000000.0,16065000000.0,17610000000.0,17930000000.0
Tangible Book Value,-9672000000.0,-11650000000.0,-12995000000.0,-13670000000.0
Invested Capital,41676000000.0,41345000000.0,41285000000.0,41693000000.0
Working Capital,2035000000.0,330000000.0,2212000000.0,3133000000.0
Net Tangible Assets,-9672000000.0,-11648000000.0,-12993000000.0,-13668000000.0
Common Stock Equity,25797000000.0,25280000000.0,23675000000.0,23763000000.0
Preferred Stock Equity,,2000000.0,2000000.0,2000000.0
Total Capitalization,40535000000.0,39168000000.0,40787000000.0,40989000000.0
Total Equity Gross Minority Interest,25797000000.0,25282000000.0,23677000000.0,23765000000.0
Stockholders Equity,25797000000.0,25282000000.0,23677000000.0,23765000000.0
Other Equity Interest,24000000.0,23000000.0,23000000.0,23000000.0
Gains Losses Not Affecting Retained Earnings,-1548000000.0,-1488000000.0,-2088000000.0,-2548000000.0
Other Equity Adjustments,-1548000000.0,-1488000000.0,-2088000000.0,-2548000000.0
Treasury Stock,8305000000.0,8330000000.0,7723000000.0,6138000000.0
Retained Earnings,15535000000.0,15157000000.0,13826000000.0,12791000000.0
Additional Paid In Capital,19720000000.0,19553000000.0,19272000000.0,19270000000.0
Capital Stock,371000000.0,367000000.0,367000000.0,367000000.0
Common Stock,371000000.0,365000000.0,365000000.0,365000000.0
Preferred Stock,0.0,2000000.0,2000000.0,2000000.0
Total Liabilities Net Minority Interest,26983000000.0,27652000000.0,30203000000.0,30247000000.0
Total Non Current Liabilities Net Minority Interest,20342000000.0,19841000000.0,23577000000.0,24411000000.0
Other Non Current Liabilities,4581000000.0,5053000000.0,5222000000.0,5752000000.0
Liabilities Heldfor Sale Non Current,,0.0,17000000.0,
Employee Benefits,1023000000.0,902000000.0,1228000000.0,1435000000.0
Non Current Deferred Liabilities,,5052000000.0,5209000000.0,5753000000.0
Non Current Deferred Taxes Liabilities,,5052000000.0,5209000000.0,5753000000.0
Long Term Debt And Capital Lease Obligation,14738000000.0,13886000000.0,17110000000.0,17224000000.0
Long Term Debt,14738000000.0,13886000000.0,17110000000.0,17224000000.0
Current Liabilities,6641000000.0,7811000000.0,6626000000.0,5836000000.0
Other Current Liabilities,1000000.0,,156000000.0,
Current Debt And Capital Lease Obligation,1141000000.0,2179000000.0,500000000.0,706000000.0
Current Debt,1141000000.0,2179000000.0,500000000.0,706000000.0
Other Current Borrowings,1141000000.0,1949000000.0,500000000.0,706000000.0
Commercial Paper,0.0,230000000.0,0.0,
Payables And Accrued Expenses,5499000000.0,5632000000.0,5970000000.0,5130000000.0
Current Accrued Expenses,3719000000.0,3776000000.0,4053000000.0,3631000000.0
Payables,1780000000.0,1856000000.0,1917000000.0,1499000000.0
Total Tax Payable,139000000.0,157000000.0,178000000.0,144000000.0
Income Tax Payable,139000000.0,157000000.0,178000000.0,144000000.0
Accounts Payable,1641000000.0,1699000000.0,1739000000.0,1355000000.0
Total Assets,52780000000.0,52934000000.0,53880000000.0,54012000000.0
Total Non Current Assets,44104000000.0,44790000000.0,45041000000.0,45043000000.0
Other Non Current Assets,2078000000.0,1848000000.0,2368000000.0,1687000000.0
Goodwill And Other Intangible Assets,35469000000.0,36930000000.0,36670000000.0,37433000000.0
Other Intangible Assets,10947000000.0,12309000000.0,12784000000.0,13813000000.0
Goodwill,24522000000.0,24621000000.0,23886000000.0,23620000000.0
Net PPE,6557000000.0,6012000000.0,6003000000.0,5923000000.0
Accumulated Depreciation,-7021000000.0,-6402000000.0,-6090000000.0,-5996000000.0
Gross PPE,13578000000.0,12414000000.0,12093000000.0,11919000000.0
Leases,301000000.0,266000000.0,234000000.0,216000000.0
Other Properties,,1000000.0,1000000.0,1000000.0
Machinery Furniture Equipment,9609000000.0,8769000000.0,8585000000.0,8454000000.0
Buildings And Improvements,3537000000.0,3252000000.0,3140000000.0,3082000000.0
Land And Improvements,131000000.0,127000000.0,133000000.0,166000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,8676000000.0,8141000000.0,8838000000.0,8969000000.0
Other Current Assets,1380000000.0,1559000000.0,1048000000.0,891000000.0
Assets Held For Sale Current,,0.0,293000000.0,
Restricted Cash,65000000.0,153000000.0,109000000.0,92000000.0
Prepaid Assets,,1559000000.0,1048000000.0,891000000.0
Inventory,3273000000.0,3224000000.0,2743000000.0,2743000000.0
Finished Goods,2178000000.0,2120000000.0,1734000000.0,1806000000.0
Work In Process,381000000.0,397000000.0,381000000.0,335000000.0
Raw Materials,714000000.0,707000000.0,628000000.0,602000000.0
Receivables,2534000000.0,2191000000.0,2350000000.0,2398000000.0
Accounts Receivable,2534000000.0,2191000000.0,2350000000.0,2398000000.0
Cash Cash Equivalents And Short Term Investments,1424000000.0,1014000000.0,2295000000.0,2845000000.0
Other Short Term Investments,8000000.0,8000000.0,12000000.0,20000000.0
Cash And Cash Equivalents,1416000000.0,1006000000.0,2283000000.0,2825000000.0
