,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,0.0,,,
Ordinary Shares Number,455342290.0,454000000.0,454710004.0,454710004.0
Share Issued,455342290.0,454000000.0,454710004.0,454710004.0
Net Debt,6948000000.0,6809000000.0,,
Total Debt,9863000000.0,8635000000.0,437000000.0,468000000.0
Tangible Book Value,-7056000000.0,-4976000000.0,1916000000.0,1256000000.0
Invested Capital,16575000000.0,17606000000.0,16692000000.0,14762000000.0
Working Capital,429000000.0,1127000000.0,239000000.0,-628000000.0
Net Tangible Assets,-7056000000.0,-4976000000.0,1916000000.0,1256000000.0
Capital Lease Obligations,421000000.0,386000000.0,400000000.0,433000000.0
Common Stock Equity,7133000000.0,9357000000.0,16655000000.0,14727000000.0
Total Capitalization,15569000000.0,17591000000.0,16686000000.0,14758000000.0
Total Equity Gross Minority Interest,7310000000.0,9592000000.0,16896000000.0,14751000000.0
Minority Interest,177000000.0,235000000.0,241000000.0,24000000.0
Stockholders Equity,7133000000.0,9357000000.0,16655000000.0,14727000000.0
Other Equity Interest,,11235000000.0,17692000000.0,15566000000.0
Gains Losses Not Affecting Retained Earnings,-691000000.0,-1878000000.0,-1037000000.0,-839000000.0
Other Equity Adjustments,-691000000.0,-1878000000.0,-1037000000.0,-839000000.0
Retained Earnings,1326000000.0,0.0,,
Additional Paid In Capital,6493000000.0,0.0,,
Capital Stock,5000000.0,11235000000.0,17692000000.0,15566000000.0
Common Stock,5000000.0,11235000000.0,17692000000.0,15566000000.0
Total Liabilities Net Minority Interest,25144000000.0,17947000000.0,9412000000.0,9477000000.0
Total Non Current Liabilities Net Minority Interest,16163000000.0,10756000000.0,2651000000.0,2953000000.0
Other Non Current Liabilities,460000000.0,321000000.0,318000000.0,558000000.0
Preferred Securities Outside Stock Equity,,,220000000.0,223000000.0
Derivative Product Liabilities,136000000.0,119000000.0,,
Employee Benefits,5782000000.0,549000000.0,751000000.0,805000000.0
Non Current Deferred Liabilities,773000000.0,1000000000.0,1017000000.0,1028000000.0
Non Current Deferred Revenue,705000000.0,630000000.0,632000000.0,569000000.0
Non Current Deferred Taxes Liabilities,68000000.0,370000000.0,385000000.0,459000000.0
Long Term Debt And Capital Lease Obligation,8747000000.0,8516000000.0,327000000.0,336000000.0
Long Term Capital Lease Obligation,311000000.0,282000000.0,296000000.0,305000000.0
Long Term Debt,8436000000.0,8234000000.0,31000000.0,31000000.0
Long Term Provisions,265000000.0,251000000.0,238000000.0,226000000.0
Current Liabilities,8981000000.0,7191000000.0,6761000000.0,6524000000.0
Other Current Liabilities,951000000.0,804000000.0,860000000.0,943000000.0
Current Deferred Liabilities,1918000000.0,1896000000.0,1864000000.0,1813000000.0
Current Deferred Revenue,1918000000.0,1896000000.0,1864000000.0,1813000000.0
Current Debt And Capital Lease Obligation,1116000000.0,119000000.0,110000000.0,132000000.0
Current Capital Lease Obligation,110000000.0,104000000.0,104000000.0,128000000.0
Current Debt,1006000000.0,15000000.0,6000000.0,4000000.0
Other Current Borrowings,1006000000.0,15000000.0,6000000.0,4000000.0
Pensionand Other Post Retirement Benefit Plans Current,1518000000.0,853000000.0,884000000.0,923000000.0
Current Provisions,213000000.0,227000000.0,196000000.0,194000000.0
Payables And Accrued Expenses,3265000000.0,3292000000.0,2847000000.0,2519000000.0
Current Accrued Expenses,219000000.0,202000000.0,118000000.0,132000000.0
Interest Payable,87000000.0,52000000.0,,
Payables,3046000000.0,3090000000.0,2729000000.0,2387000000.0
Dueto Related Parties Current,99000000.0,146000000.0,189000000.0,225000000.0
Accounts Payable,2947000000.0,2944000000.0,2540000000.0,2162000000.0
Total Assets,32454000000.0,27539000000.0,26308000000.0,24228000000.0
Total Non Current Assets,23044000000.0,19221000000.0,19308000000.0,18332000000.0
Other Non Current Assets,338000000.0,172000000.0,286000000.0,375000000.0
Defined Pension Benefit,716000000.0,70000000.0,,
Non Current Deferred Assets,4474000000.0,1550000000.0,1287000000.0,1489000000.0
Non Current Deferred Taxes Assets,4474000000.0,1550000000.0,1287000000.0,1489000000.0
Non Current Accounts Receivable,470000000.0,460000000.0,420000000.0,451000000.0
Investments And Advances,357000000.0,322000000.0,341000000.0,344000000.0
Long Term Equity Investment,357000000.0,322000000.0,341000000.0,344000000.0
Goodwill And Other Intangible Assets,14189000000.0,14333000000.0,14739000000.0,13471000000.0
Other Intangible Assets,1253000000.0,1520000000.0,1847000000.0,1603000000.0
Goodwill,12936000000.0,12813000000.0,12892000000.0,11868000000.0
Net PPE,2500000000.0,2314000000.0,2235000000.0,2202000000.0
Accumulated Depreciation,-3064000000.0,-2988000000.0,-2816000000.0,-2688000000.0
Gross PPE,5564000000.0,5302000000.0,5051000000.0,4890000000.0
Construction In Progress,565000000.0,489000000.0,394000000.0,333000000.0
Other Properties,356000000.0,313000000.0,358000000.0,405000000.0
Machinery Furniture Equipment,2617000000.0,2541000000.0,2466000000.0,2346000000.0
Buildings And Improvements,1956000000.0,1889000000.0,1756000000.0,1736000000.0
Land And Improvements,70000000.0,70000000.0,77000000.0,70000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,9410000000.0,8318000000.0,7000000000.0,5896000000.0
Other Current Assets,61000000.0,94000000.0,88000000.0,98000000.0
Hedging Assets Current,84000000.0,63000000.0,87000000.0,46000000.0
Current Deferred Assets,400000000.0,405000000.0,369000000.0,350000000.0
Restricted Cash,10000000.0,5000000.0,2000000.0,13000000.0
Prepaid Assets,147000000.0,163000000.0,163000000.0,144000000.0
Inventory,1960000000.0,2155000000.0,1946000000.0,1594000000.0
Finished Goods,908000000.0,1011000000.0,942000000.0,806000000.0
Work In Process,91000000.0,91000000.0,104000000.0,62000000.0
Raw Materials,961000000.0,1053000000.0,900000000.0,726000000.0
Receivables,4254000000.0,3993000000.0,3791000000.0,2657000000.0
Receivables Adjustments Allowances,-98000000.0,-91000000.0,-107000000.0,-93000000.0
Other Receivables,815000000.0,781000000.0,675000000.0,821000000.0
Duefrom Related Parties Current,32000000.0,17000000.0,32000000.0,177000000.0
Taxes Receivable,166000000.0,174000000.0,163000000.0,143000000.0
Accounts Receivable,3339000000.0,3112000000.0,3028000000.0,1609000000.0
Cash Cash Equivalents And Short Term Investments,2494000000.0,1440000000.0,554000000.0,994000000.0
Cash And Cash Equivalents,2494000000.0,1440000000.0,554000000.0,994000000.0
