,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Ordinary Shares Number,2071144000.0,2005486000.0,1949316000.0,1716681000.0,
Share Issued,2071144000.0,2005486000.0,1949316000.0,1716681000.0,
Net Debt,4779000000.0,5057000000.0,4981000000.0,2261000000.0,
Total Debt,11199000000.0,11139000000.0,11105000000.0,9627000000.0,
Tangible Book Value,1673000000.0,-2797000000.0,3626000000.0,4593000000.0,
Invested Capital,20708000000.0,16605000000.0,23734000000.0,20174000000.0,
Working Capital,1843000000.0,396000000.0,-205000000.0,3017000000.0,
Net Tangible Assets,1673000000.0,-2797000000.0,3626000000.0,4593000000.0,
Capital Lease Obligations,1740000000.0,1874000000.0,1829000000.0,1719000000.0,
Common Stock Equity,11249000000.0,7340000000.0,14458000000.0,12266000000.0,
Total Capitalization,20708000000.0,16605000000.0,23734000000.0,19826000000.0,
Total Equity Gross Minority Interest,12682000000.0,8504000000.0,15349000000.0,13754000000.0,
Minority Interest,1433000000.0,1164000000.0,891000000.0,1488000000.0,
Stockholders Equity,11249000000.0,7340000000.0,14458000000.0,12266000000.0,
Gains Losses Not Affecting Retained Earnings,-421000000.0,-443000000.0,-524000000.0,-535000000.0,
Other Equity Adjustments,-421000000.0,-443000000.0,-524000000.0,-535000000.0,
Retained Earnings,-30594000000.0,-32767000000.0,-23626000000.0,-23130000000.0,
Additional Paid In Capital,42264000000.0,40550000000.0,38608000000.0,35931000000.0,
Capital Stock,0.0,0.0,0.0,0.0,
Common Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,26017000000.0,23605000000.0,23425000000.0,19498000000.0,
Total Non Current Liabilities Net Minority Interest,16563000000.0,14752000000.0,14401000000.0,12633000000.0,
Other Non Current Liabilities,776000000.0,759000000.0,570000000.0,488000000.0,
Preferred Securities Outside Stock Equity,,,204000000.0,787000000.0,311000000.0
Tradeand Other Payables Non Current,,,,95000000.0,70000000.0
Non Current Deferred Liabilities,56000000.0,27000000.0,365000000.0,818000000.0,
Non Current Deferred Taxes Liabilities,56000000.0,27000000.0,365000000.0,818000000.0,
Long Term Debt And Capital Lease Obligation,11009000000.0,10938000000.0,10920000000.0,9104000000.0,
Long Term Capital Lease Obligation,1550000000.0,1673000000.0,1644000000.0,1544000000.0,
Long Term Debt,9459000000.0,9265000000.0,9276000000.0,7560000000.0,
Long Term Provisions,4722000000.0,3028000000.0,2546000000.0,2223000000.0,
Current Liabilities,9454000000.0,8853000000.0,9024000000.0,6865000000.0,
Other Current Liabilities,2024000000.0,2003000000.0,2345000000.0,2199000000.0,
Current Deferred Liabilities,,,,,76000000.0
Current Deferred Revenue,,,,,76000000.0
Current Debt And Capital Lease Obligation,190000000.0,201000000.0,185000000.0,523000000.0,
Current Capital Lease Obligation,190000000.0,201000000.0,185000000.0,175000000.0,
Current Debt,,,,348000000.0,
Other Current Borrowings,,,,348000000.0,
Pensionand Other Post Retirement Benefit Plans Current,710000000.0,587000000.0,442000000.0,325000000.0,
Current Provisions,2016000000.0,1692000000.0,1442000000.0,1243000000.0,
Payables And Accrued Expenses,4514000000.0,4370000000.0,4610000000.0,2900000000.0,
Current Accrued Expenses,1996000000.0,1593000000.0,1187000000.0,651000000.0,
Interest Payable,,,,106000000.0,93000000.0
Payables,2518000000.0,2777000000.0,3423000000.0,2249000000.0,
Other Payable,,,,103000000.0,162000000.0
Total Tax Payable,1728000000.0,2049000000.0,2563000000.0,2014000000.0,
Income Tax Payable,684000000.0,476000000.0,376000000.0,203000000.0,
Accounts Payable,790000000.0,728000000.0,860000000.0,235000000.0,
Total Assets,38699000000.0,32109000000.0,38774000000.0,33252000000.0,
Total Non Current Assets,27402000000.0,22860000000.0,29955000000.0,23370000000.0,
Other Non Current Assets,8058000000.0,3921000000.0,3276000000.0,2478000000.0,
Non Current Note Receivables,126000000.0,110000000.0,132000000.0,83000000.0,
Investments And Advances,6328000000.0,5161000000.0,12474000000.0,10048000000.0,
Investmentin Financial Assets,5975000000.0,4291000000.0,11674000000.0,8969000000.0,
Held To Maturity Securities,,1726000000.0,3821000000.0,2341000000.0,2370000000.0
Available For Sale Securities,5975000000.0,4291000000.0,7853000000.0,6628000000.0,
Long Term Equity Investment,353000000.0,870000000.0,800000000.0,1079000000.0,
Investments In Other Ventures Under Equity Method,,,,,9521000000.0
Goodwill And Other Intangible Assets,9576000000.0,10137000000.0,10832000000.0,7673000000.0,
Other Intangible Assets,1425000000.0,1874000000.0,2412000000.0,1564000000.0,
Goodwill,8151000000.0,8263000000.0,8420000000.0,6109000000.0,
Net PPE,3314000000.0,3531000000.0,3241000000.0,3088000000.0,
Accumulated Depreciation,-1401000000.0,-1285000000.0,-1182000000.0,-1016000000.0,
Gross PPE,4715000000.0,4816000000.0,4423000000.0,4104000000.0,
Leases,658000000.0,609000000.0,594000000.0,435000000.0,
Construction In Progress,203000000.0,219000000.0,157000000.0,170000000.0,
Other Properties,1241000000.0,1449000000.0,1388000000.0,1274000000.0,
Machinery Furniture Equipment,1809000000.0,1735000000.0,1482000000.0,1448000000.0,
Buildings And Improvements,739000000.0,739000000.0,737000000.0,711000000.0,
Land And Improvements,65000000.0,65000000.0,65000000.0,66000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,11297000000.0,9249000000.0,8819000000.0,9882000000.0,
Other Current Assets,564000000.0,459000000.0,442000000.0,344000000.0,
Assets Held For Sale Current,,,0.0,517000000.0,0.0
