,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Treasury Shares Number,17600000.0,18000000.0,17600000.0,17200000.0
Ordinary Shares Number,198096596.0,197200000.0,197200000.0,196400000.0
Share Issued,215696596.0,215200000.0,214800000.0,213600000.0
Net Debt,2444000000.0,2604600000.0,1383100000.0,1677300000.0
Total Debt,2569200000.0,2763400000.0,1481000000.0,2063300000.0
Tangible Book Value,2216000000.0,1679700000.0,3096300000.0,88300000.0
Invested Capital,10115600000.0,9917300000.0,8420800000.0,5617800000.0
Working Capital,735900000.0,253400000.0,733200000.0,269800000.0
Net Tangible Assets,2216000000.0,1679700000.0,3096300000.0,88300000.0
Capital Lease Obligations,4400000.0,20600000.0,2000000.0,270100000.0
Common Stock Equity,7550800000.0,7174500000.0,6941800000.0,3824600000.0
Total Capitalization,10071200000.0,9521600000.0,8337900000.0,5208500000.0
Total Equity Gross Minority Interest,7551000000.0,7174700000.0,6942000000.0,3824800000.0
Minority Interest,200000.0,200000.0,200000.0,200000.0
Stockholders Equity,7550800000.0,7174500000.0,6941800000.0,3824600000.0
Gains Losses Not Affecting Retained Earnings,-453800000.0,-466800000.0,-341300000.0,-472000000.0
Other Equity Adjustments,-453800000.0,-466800000.0,-341300000.0,-472000000.0
Treasury Stock,710300000.0,714500000.0,639600000.0,617300000.0
Retained Earnings,6876100000.0,6584900000.0,6202100000.0,3261800000.0
Additional Paid In Capital,1833400000.0,1765500000.0,1715200000.0,1646800000.0
Capital Stock,5400000.0,5400000.0,5400000.0,5300000.0
Common Stock,5400000.0,5400000.0,5400000.0,5300000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,4107900000.0,4317600000.0,2664200000.0,2912700000.0
Total Non Current Liabilities Net Minority Interest,3138900000.0,3037400000.0,1932100000.0,1908300000.0
Other Non Current Liabilities,239200000.0,225200000.0,,
Employee Benefits,,225200000.0,370700000.0,99800000.0
Non Current Pension And Other Postretirement Benefit Plans,,225200000.0,370700000.0,99800000.0
