,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,0.0,,,,
Ordinary Shares Number,3999960120.0,3999960120.0,4121000000.0,4096000000.0,
Share Issued,3999960120.0,3999960120.0,4121000000.0,4096000000.0,
Net Debt,124369000000.0,113835000000.0,117552000000.0,136441000000.0,
Total Debt,151107000000.0,140474000000.0,139485000000.0,162998000000.0,
Tangible Book Value,42773000000.0,43242000000.0,48519000000.0,30690000000.0,
Invested Capital,192004000000.0,182211000000.0,186611000000.0,192374000000.0,
Working Capital,19950000000.0,19610000000.0,18269000000.0,19552000000.0,
Net Tangible Assets,42773000000.0,43242000000.0,48519000000.0,30690000000.0,
Capital Lease Obligations,1876000000.0,1505000000.0,1393000000.0,1314000000.0,
Common Stock Equity,42773000000.0,43242000000.0,48519000000.0,30690000000.0,
Total Capitalization,142335000000.0,132047000000.0,136919000000.0,141031000000.0,
Total Equity Gross Minority Interest,42798000000.0,43167000000.0,48622000000.0,30811000000.0,
Minority Interest,25000000.0,-75000000.0,103000000.0,121000000.0,
Stockholders Equity,42773000000.0,43242000000.0,48519000000.0,30690000000.0,
Gains Losses Not Affecting Retained Earnings,-9042000000.0,-9339000000.0,-8339000000.0,-8294000000.0,
Other Equity Adjustments,-9042000000.0,-9339000000.0,-8339000000.0,-8294000000.0,
Treasury Stock,2384000000.0,2047000000.0,1563000000.0,1590000000.0,
Retained Earnings,31029000000.0,31754000000.0,35769000000.0,18243000000.0,
Additional Paid In Capital,23128000000.0,22832000000.0,22611000000.0,22290000000.0,
Capital Stock,42000000.0,42000000.0,41000000.0,41000000.0,
Common Stock,42000000.0,42000000.0,41000000.0,41000000.0,
Total Liabilities Net Minority Interest,230512000000.0,212717000000.0,208413000000.0,236450000000.0,
Total Non Current Liabilities Net Minority Interest,128981000000.0,115851000000.0,117686000000.0,139258000000.0,
Other Non Current Liabilities,9083000000.0,7176000000.0,6066000000.0,4781000000.0,
Preferred Securities Outside Stock Equity,,,,,0.0
