,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Preferred Shares Number,,22999974.0,23000000.0,43000000.0,20000000.0
Ordinary Shares Number,885005588.0,861110478.0,595663618.0,572893738.0,
Share Issued,885005588.0,861110478.0,595663618.0,572893738.0,
Net Debt,28484594000.0,30708539000.0,28786605000.0,26915722000.0,
Total Debt,49387579000.0,44074997000.0,39289776000.0,33615160000.0,
Tangible Book Value,15464918000.0,12240648000.0,14172241000.0,12032216000.0,
Invested Capital,71691855000.0,61224070000.0,55341992000.0,45539312000.0,
Working Capital,20746386000.0,14367666000.0,8824612000.0,5539445000.0,
Net Tangible Assets,15464918000.0,13356440000.0,15290620000.0,13633318000.0,
Capital Lease Obligations,554418000.0,542902000.0,411569000.0,191564000.0,
Common Stock Equity,22858694000.0,17691975000.0,16463785000.0,12115716000.0,
Preferred Stock Equity,,1115792000.0,1118379000.0,1601102000.0,485458000.0
Total Capitalization,71491855000.0,61939862000.0,56460371000.0,47140414000.0,
Total Equity Gross Minority Interest,58378912000.0,55370690000.0,58139220000.0,40799916000.0,
Minority Interest,35520218000.0,36562923000.0,40557056000.0,27083098000.0,
Stockholders Equity,22858694000.0,18807767000.0,17582164000.0,13716818000.0,
Gains Losses Not Affecting Retained Earnings,-4517649000.0,-5301800000.0,-209789000.0,-18612000.0,
Other Equity Adjustments,-4517649000.0,-5301800000.0,-209789000.0,-18612000.0,
Retained Earnings,9818336000.0,6701107000.0,7670182000.0,3440782000.0,
Additional Paid In Capital,17549157000.0,16284057000.0,8997435000.0,8687817000.0,
Capital Stock,8850000.0,1124403000.0,1124336000.0,1606831000.0,
Common Stock,8850000.0,8611000.0,5957000.0,5729000.0,
Preferred Stock,0.0,1115792000.0,1118379000.0,1601102000.0,
Total Liabilities Net Minority Interest,258915282000.0,219975946000.0,206146220000.0,39006586000.0,
Total Non Current Liabilities Net Minority Interest,218286565000.0,190698349000.0,175313338000.0,35513281000.0,
Other Non Current Liabilities,165928056000.0,143738029000.0,134402660000.0,869135000.0,
Preferred Securities Outside Stock Equity,,,,,0.0
Derivative Product Liabilities,590187000.0,1351871000.0,509677000.0,678678000.0,
Employee Benefits,210625000.0,265712000.0,210789000.0,150883000.0,
Non Current Deferred Liabilities,2370118000.0,1667740000.0,900436000.0,199425000.0,
Non Current Deferred Taxes Liabilities,2370118000.0,1667740000.0,900436000.0,199425000.0,
Long Term Debt And Capital Lease Obligation,49187579000.0,43674997000.0,39289776000.0,33615160000.0,
Long Term Capital Lease Obligation,554418000.0,542902000.0,411569000.0,191564000.0,
Long Term Debt,48633161000.0,43132095000.0,38878207000.0,33423596000.0,
Current Liabilities,40628717000.0,29277597000.0,30832882000.0,3493305000.0,
Current Debt And Capital Lease Obligation,200000000.0,400000000.0,300446000.0,,
Current Debt,200000000.0,400000000.0,300446000.0,,
Other Current Borrowings,,805316000.0,300446000.0,,
Line Of Credit,200000000.0,400000000.0,,0.0,0.0
Payables And Accrued Expenses,40428717000.0,28877597000.0,30832882000.0,3493305000.0,
Current Accrued Expenses,36857185000.0,26081443000.0,26374774000.0,1032758000.0,
Interest Payable,34847917000.0,23116595000.0,23635984000.0,182044000.0,
Payables,3571532000.0,2796154000.0,4458108000.0,2460547000.0,
Dueto Related Parties Current,538099000.0,466057000.0,462722000.0,325177000.0,
Total Tax Payable,114784000.0,215580000.0,131456000.0,88040000.0,
Accounts Payable,2918649000.0,2114517000.0,3863930000.0,2047330000.0,
Total Assets,317294194000.0,275346636000.0,264285440000.0,79806502000.0,
Total Non Current Assets,255919091000.0,231701373000.0,224627946000.0,70773752000.0,
Other Non Current Assets,4468799000.0,4554518000.0,5841142000.0,99304000.0,
Non Current Deferred Assets,2341550000.0,2343304000.0,859599000.0,106632000.0,
Non Current Deferred Taxes Assets,2322337000.0,2326922000.0,841646000.0,83822000.0,
Financial Assets,315107000.0,1400625000.0,1887078000.0,258237000.0,
Investments And Advances,240005124000.0,216574639000.0,212539189000.0,69274715000.0,
Goodwill And Other Intangible Assets,7393776000.0,5451327000.0,2291544000.0,83500000.0,
Other Intangible Assets,6334001000.0,4355561000.0,1706548000.0,,
Goodwill,1059775000.0,1095766000.0,584996000.0,83500000.0,
Net PPE,1394735000.0,1376960000.0,1209394000.0,951364000.0,
Accumulated Depreciation,-257400000.0,-188800000.0,-141600000.0,-151300000.0,
Gross PPE,1652135000.0,1565760000.0,1209394000.0,1102664000.0,
Other Properties,1652135000.0,1565760000.0,1209394000.0,1102664000.0,
Current Assets,61375103000.0,43645263000.0,39657494000.0,9032750000.0,
Restricted Cash,459553000.0,561814000.0,434702000.0,485583000.0,
Prepaid Assets,311088000.0,139191000.0,122586000.0,103407000.0,
Receivables,40255895000.0,30120702000.0,29008604000.0,1935886000.0,
Other Receivables,38213306000.0,28066069000.0,27368489000.0,841663000.0,
Duefrom Related Parties Current,1446852000.0,1663303000.0,1224283000.0,872994000.0,
Taxes Receivable,,22851000.0,103954000.0,0.0,
Accrued Interest Receivable,351999000.0,223660000.0,144221000.0,145532000.0,
Accounts Receivable,243738000.0,167670000.0,167657000.0,75697000.0,
Cash Cash Equivalents And Short Term Investments,20348567000.0,12823556000.0,10091602000.0,6507874000.0,
Cash And Cash Equivalents,20348567000.0,12823556000.0,10091602000.0,6507874000.0,
