,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,0.0,,,,
Ordinary Shares Number,260382746.0,263081872.0,284750452.0,298332459.0,
Share Issued,260382746.0,263081872.0,284750452.0,298332459.0,
Net Debt,15205239000.0,12208123000.0,9998208000.0,7706594000.0,
Total Debt,17375822000.0,14285897000.0,12081070000.0,9756168000.0,
Tangible Book Value,-13912359000.0,-10675604000.0,-10818782000.0,-8554964000.0,
Invested Capital,40293336000.0,36509195000.0,37605717000.0,36984832000.0,
Working Capital,-51970000.0,-584543000.0,247971000.0,43269000.0,
Net Tangible Assets,-13912359000.0,-10675604000.0,-10818782000.0,-8554964000.0,
Capital Lease Obligations,81696000.0,80208000.0,103554000.0,103706000.0,
Common Stock Equity,22999210000.0,22303506000.0,25628201000.0,27332370000.0,
Total Capitalization,38691507000.0,34592754000.0,37043010000.0,35798777000.0,
Total Equity Gross Minority Interest,23787515000.0,22540210000.0,25869417000.0,27487044000.0,
Minority Interest,788305000.0,236704000.0,241216000.0,154674000.0,
Stockholders Equity,22999210000.0,22303506000.0,25628201000.0,27332370000.0,
Gains Losses Not Affecting Retained Earnings,-258925000.0,-405969000.0,-234182000.0,-202273000.0,
Other Equity Adjustments,-258925000.0,-405969000.0,-234182000.0,-202273000.0,
Retained Earnings,3457182000.0,2731380000.0,2982122000.0,2570874000.0,
Additional Paid In Capital,19800953000.0,19978095000.0,22880261000.0,24963769000.0,
Capital Stock,0.0,0.0,0.0,0.0,
Common Stock,0.0,0.0,0.0,0.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,26782671000.0,22268804000.0,19410296000.0,16714501000.0,
Total Non Current Liabilities Net Minority Interest,18656942000.0,15370113000.0,14947282000.0,12165410000.0,
Other Non Current Liabilities,722540000.0,647975000.0,739046000.0,750613000.0,
Liabilities Heldfor Sale Non Current,0.0,4478000.0,0.0,,
Non Current Deferred Liabilities,2242105000.0,2428412000.0,2793427000.0,2948390000.0,
Non Current Deferred Taxes Liabilities,2242105000.0,2428412000.0,2793427000.0,2948390000.0,
Long Term Debt And Capital Lease Obligation,15692297000.0,12289248000.0,11414809000.0,8466407000.0,
Long Term Debt,15692297000.0,12289248000.0,11414809000.0,8466407000.0,
Current Liabilities,8125729000.0,6898691000.0,4463014000.0,4549091000.0,
Other Current Liabilities,3700262000.0,2539690000.0,1386828000.0,1302982000.0,
Current Deferred Liabilities,1046866000.0,994481000.0,1003635000.0,863801000.0,
Current Deferred Revenue,1046866000.0,994481000.0,1003635000.0,863801000.0,
Current Debt And Capital Lease Obligation,1683525000.0,1996649000.0,666261000.0,1289761000.0,
Current Capital Lease Obligation,81696000.0,80208000.0,103554000.0,103706000.0,
Current Debt,1601829000.0,1916441000.0,562707000.0,1186055000.0,
Other Current Borrowings,620585000.0,1169330000.0,78505000.0,827357000.0,
Line Of Credit,981244000.0,747111000.0,484202000.0,358698000.0,
Pensionand Other Post Retirement Benefit Plans Current,276441000.0,209630000.0,184580000.0,194090000.0,
Payables And Accrued Expenses,1418635000.0,1158241000.0,1221710000.0,898457000.0,
Current Accrued Expenses,928772000.0,824658000.0,839555000.0,756219000.0,
Interest Payable,166039000.0,128308000.0,64591000.0,62865000.0,
Payables,489863000.0,333583000.0,382155000.0,142238000.0,
Total Tax Payable,199426000.0,104147000.0,120141000.0,13517000.0,
Income Tax Payable,139825000.0,61949000.0,51818000.0,13517000.0,
Accounts Payable,290437000.0,229436000.0,262014000.0,128721000.0,
Total Assets,50570186000.0,44809014000.0,45279713000.0,44201545000.0,
Total Non Current Assets,42496427000.0,38494866000.0,40568728000.0,39609185000.0,
Other Non Current Assets,2570018000.0,3639040000.0,2422042000.0,2135692000.0,
Non Current Deferred Assets,111712000.0,37907000.0,12117000.0,7627000.0,
Non Current Deferred Taxes Assets,111712000.0,37907000.0,12117000.0,7627000.0,
Non Current Note Receivables,713123000.0,0.0,,,
Goodwill And Other Intangible Assets,36911569000.0,32979110000.0,36446983000.0,35887334000.0,
Other Intangible Assets,10168046000.0,9658374000.0,11633709000.0,12015883000.0,
Goodwill,26743523000.0,23320736000.0,24813274000.0,23871451000.0,
Net PPE,2190005000.0,1838809000.0,1687586000.0,1578532000.0,
Accumulated Depreciation,-1800382000.0,-1367860000.0,-1196623000.0,-900438000.0,
Gross PPE,3990387000.0,3206669000.0,2884209000.0,2478970000.0,
Leases,120964000.0,117275000.0,132529000.0,131790000.0,
Construction In Progress,654809000.0,502003000.0,378409000.0,237707000.0,
Other Properties,969164000.0,776203000.0,778533000.0,679686000.0,
Machinery Furniture Equipment,2041914000.0,1611768000.0,1387524000.0,1207772000.0,
Buildings And Improvements,191715000.0,189586000.0,195088000.0,208264000.0,
Land And Improvements,11821000.0,9834000.0,12126000.0,13751000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,8073759000.0,6314148000.0,4710985000.0,4592360000.0,
Other Current Assets,4858343000.0,3179435000.0,1780651000.0,1852320000.0,
Assets Held For Sale Current,6451000.0,138815000.0,4779000.0,,
Prepaid Assets,,,641891000.0,621467000.0,439165000.0
Receivables,1120078000.0,998332000.0,946247000.0,794172000.0,
Accounts Receivable,1120078000.0,998332000.0,946247000.0,794172000.0,
Allowance For Doubtful Accounts Receivable,-19000000.0,-21000000.0,-17389000.0,-20608000.0,
Gross Accounts Receivable,1139078000.0,1019332000.0,963636000.0,814780000.0,
Cash Cash Equivalents And Short Term Investments,2088887000.0,1997566000.0,1979308000.0,1945868000.0,
Cash And Cash Equivalents,2088887000.0,1997566000.0,1979308000.0,1945868000.0,
