,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,19700000.0,19700000.0,18497000.0,16685000.0,
Ordinary Shares Number,284600000.0,283200000.0,282496000.0,283004000.0,
Share Issued,304300000.0,302900000.0,300993000.0,299689000.0,
Net Debt,3095300000.0,3292100000.0,1329700000.0,1278508000.0,
Total Debt,4019600000.0,4183000000.0,2246300000.0,2312383000.0,
Tangible Book Value,-3382800000.0,-3662800000.0,-1621400000.0,-1691355000.0,
Invested Capital,9374400000.0,8548700000.0,6219800000.0,5850129000.0,
Working Capital,173000000.0,399400000.0,662900000.0,603897000.0,
Net Tangible Assets,-3382800000.0,-3662800000.0,-1621400000.0,-1691355000.0,
Capital Lease Obligations,224000000.0,240900000.0,223400000.0,216477000.0,
Common Stock Equity,5578800000.0,4606600000.0,4196900000.0,3754223000.0,
Total Capitalization,8805700000.0,8298100000.0,6177300000.0,5780129000.0,
Total Equity Gross Minority Interest,5578800000.0,4606600000.0,4196900000.0,3754223000.0,
Stockholders Equity,5578800000.0,4606600000.0,4196900000.0,3754223000.0,
Gains Losses Not Affecting Retained Earnings,-19100000.0,-148400000.0,-9400000.0,0.0,
Other Equity Adjustments,-19100000.0,-148400000.0,-9400000.0,,
Treasury Stock,748100000.0,748000000.0,673900000.0,591338000.0,
Retained Earnings,5288500000.0,4553000000.0,4000700000.0,3520683000.0,
Additional Paid In Capital,1027100000.0,919700000.0,849400000.0,794909000.0,
Capital Stock,30400000.0,30300000.0,30100000.0,29969000.0,
Common Stock,30400000.0,30300000.0,30100000.0,29969000.0,
Total Liabilities Net Minority Interest,9304600000.0,9366900000.0,5598500000.0,5212269000.0,
Total Non Current Liabilities Net Minority Interest,4347700000.0,4770300000.0,2931100000.0,2857917000.0,
Other Non Current Liabilities,326000000.0,298900000.0,383900000.0,314854000.0,
Non Current Deferred Liabilities,616200000.0,584000000.0,386800000.0,344222000.0,
Non Current Deferred Taxes Liabilities,616200000.0,584000000.0,386800000.0,344222000.0,
Long Term Debt And Capital Lease Obligation,3405500000.0,3887400000.0,2160400000.0,2198841000.0,
Long Term Capital Lease Obligation,178600000.0,195900000.0,180000000.0,172935000.0,
Long Term Debt,3226900000.0,3691500000.0,1980400000.0,2025906000.0,
Current Liabilities,4956900000.0,4596600000.0,2667400000.0,2354352000.0,
Other Current Liabilities,2772800000.0,2294800000.0,1493200000.0,20310000.0,
Current Deferred Liabilities,540600000.0,492200000.0,459600000.0,534076000.0,
Current Deferred Revenue,540600000.0,492200000.0,459600000.0,534076000.0,
Current Debt And Capital Lease Obligation,614100000.0,295600000.0,85900000.0,113542000.0,
Current Capital Lease Obligation,45400000.0,45000000.0,43400000.0,43542000.0,
Current Debt,568700000.0,250600000.0,42500000.0,70000000.0,
Other Current Borrowings,568700000.0,250600000.0,42500000.0,70000000.0,
Pensionand Other Post Retirement Benefit Plans Current,332300000.0,299100000.0,270200000.0,200906000.0,
Current Provisions,184100000.0,880300000.0,92300000.0,74550000.0,
Payables And Accrued Expenses,513000000.0,334600000.0,266200000.0,1410968000.0,
Current Accrued Expenses,54100000.0,48100000.0,23500000.0,21942000.0,
Interest Payable,33200000.0,33200000.0,15900000.0,15260000.0,
Payables,458900000.0,286500000.0,242700000.0,1389026000.0,
Other Payable,,2264600000.0,1470700000.0,,
Accounts Payable,458900000.0,286500000.0,242700000.0,1389026000.0,
Total Assets,14883400000.0,13973500000.0,9795400000.0,8966492000.0,
Total Non Current Assets,9753500000.0,8977500000.0,6465100000.0,6008243000.0,
Other Non Current Assets,301800000.0,230900000.0,206800000.0,149581000.0,
Investments And Advances,21000000.0,22400000.0,31000000.0,24971000.0,
Goodwill And Other Intangible Assets,8961600000.0,8269400000.0,5818300000.0,5445578000.0,
Other Intangible Assets,1620800000.0,1595200000.0,1081500000.0,1049660000.0,
Goodwill,7340800000.0,6674200000.0,4736800000.0,4395918000.0,
Net PPE,469100000.0,454800000.0,409000000.0,388113000.0,
Accumulated Depreciation,-254300000.0,-237000000.0,-196400000.0,-190834000.0,
Gross PPE,723400000.0,691800000.0,605400000.0,578947000.0,
Leases,62200000.0,61300000.0,52100000.0,42261000.0,
Construction In Progress,,,0.0,81736000.0,38035000.0
Other Properties,198800000.0,214900000.0,197000000.0,186998000.0,
Machinery Furniture Equipment,345300000.0,307200000.0,259100000.0,259524000.0,
Buildings And Improvements,198800000.0,214900000.0,197000000.0,186998000.0,
Land And Improvements,117100000.0,108400000.0,97200000.0,8428000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,5129900000.0,4996000000.0,3330300000.0,2958249000.0,
Other Current Assets,315000000.0,202300000.0,175600000.0,147670000.0,
Restricted Cash,1602600000.0,1383200000.0,777000000.0,454517000.0,
Prepaid Assets,461500000.0,393200000.0,392200000.0,377615000.0,
Receivables,2039500000.0,2355300000.0,1279400000.0,1142717000.0,
Other Receivables,1124600000.0,881400000.0,693700000.0,,
Accounts Receivable,914900000.0,1473900000.0,585700000.0,1142717000.0,
Cash Cash Equivalents And Short Term Investments,711300000.0,662000000.0,706100000.0,835730000.0,
Other Short Term Investments,11000000.0,12000000.0,12900000.0,18332000.0,
Cash And Cash Equivalents,700300000.0,650000000.0,693200000.0,817398000.0,
