,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,391451920.0,394787951.0,372187578.0,366283418.0,
Ordinary Shares Number,552581136.0,549245105.0,571845478.0,577749638.0,
Share Issued,944033056.0,944033056.0,944033056.0,944033056.0,
Net Debt,10102000000.0,12284000000.0,12799000000.0,14161000000.0,
Total Debt,16854000000.0,16855000000.0,18310000000.0,19753000000.0,
Tangible Book Value,-12346000000.0,-2767000000.0,-3728000000.0,-6770000000.0,
Invested Capital,20842000000.0,30661000000.0,32409000000.0,31662000000.0,
Working Capital,1082000000.0,5165000000.0,6368000000.0,7034000000.0,
Net Tangible Assets,-12346000000.0,-2767000000.0,-3728000000.0,-6770000000.0,
Capital Lease Obligations,819000000.0,916000000.0,947000000.0,958000000.0,
Common Stock Equity,4807000000.0,14722000000.0,15046000000.0,12867000000.0,
Total Capitalization,17895000000.0,28723000000.0,31102000000.0,30856000000.0,
Total Equity Gross Minority Interest,4868000000.0,14770000000.0,15117000000.0,12931000000.0,
Minority Interest,61000000.0,48000000.0,71000000.0,64000000.0,
Stockholders Equity,4807000000.0,14722000000.0,15046000000.0,12867000000.0,
Gains Losses Not Affecting Retained Earnings,-6778000000.0,-6673000000.0,-6750000000.0,-7721000000.0,
Other Equity Adjustments,-6778000000.0,-6673000000.0,-6750000000.0,-7721000000.0,
Treasury Stock,32859000000.0,33255000000.0,30463000000.0,29404000000.0,
Retained Earnings,37479000000.0,47950000000.0,45821000000.0,43821000000.0,
Additional Paid In Capital,6956000000.0,6691000000.0,6429000000.0,6162000000.0,
Capital Stock,9000000.0,9000000.0,9000000.0,9000000.0,
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0,
Total Liabilities Net Minority Interest,45712000000.0,31685000000.0,31955000000.0,34413000000.0,
Total Non Current Liabilities Net Minority Interest,30415000000.0,22162000000.0,22920000000.0,26465000000.0,
Other Non Current Liabilities,12530000000.0,3544000000.0,1128000000.0,1115000000.0,
Employee Benefits,2803000000.0,2352000000.0,3270000000.0,4815000000.0,
Non Current Pension And Other Postretirement Benefit Plans,2471000000.0,1966000000.0,2870000000.0,4405000000.0,
Tradeand Other Payables Non Current,872000000.0,1051000000.0,1324000000.0,1511000000.0,
Non Current Deferred Liabilities,528000000.0,559000000.0,458000000.0,333000000.0,
Non Current Deferred Taxes Liabilities,528000000.0,559000000.0,458000000.0,333000000.0,
Long Term Debt And Capital Lease Obligation,13682000000.0,14656000000.0,16740000000.0,18691000000.0,
Long Term Capital Lease Obligation,594000000.0,655000000.0,684000000.0,702000000.0,
Long Term Debt,13088000000.0,14001000000.0,16056000000.0,17989000000.0,
Current Liabilities,15297000000.0,9523000000.0,9035000000.0,7948000000.0,
Other Current Liabilities,5682000000.0,1353000000.0,1308000000.0,1570000000.0,
Current Deferred Liabilities,572000000.0,538000000.0,529000000.0,498000000.0,
Current Deferred Revenue,572000000.0,538000000.0,529000000.0,498000000.0,
Current Debt And Capital Lease Obligation,3172000000.0,2199000000.0,1570000000.0,1062000000.0,
Current Capital Lease Obligation,225000000.0,261000000.0,263000000.0,256000000.0,
Current Debt,2947000000.0,1938000000.0,1307000000.0,806000000.0,
Other Current Borrowings,1152000000.0,1938000000.0,1307000000.0,806000000.0,
Line Of Credit,,,,,800000000.0
Commercial Paper,1795000000.0,0.0,,,150000000.0
Pensionand Other Post Retirement Benefit Plans Current,336000000.0,324000000.0,297000000.0,263000000.0,
Payables And Accrued Expenses,5535000000.0,5109000000.0,5331000000.0,4555000000.0,
Current Accrued Expenses,1708000000.0,1443000000.0,1751000000.0,1386000000.0,
Payables,3827000000.0,3666000000.0,3580000000.0,3169000000.0,
Total Tax Payable,582000000.0,483000000.0,586000000.0,608000000.0,
Income Tax Payable,365000000.0,259000000.0,260000000.0,300000000.0,
Accounts Payable,3245000000.0,3183000000.0,2994000000.0,2561000000.0,
Total Assets,50580000000.0,46455000000.0,47072000000.0,47344000000.0,
Total Non Current Assets,34201000000.0,31767000000.0,31669000000.0,32362000000.0,
Other Non Current Assets,682000000.0,1047000000.0,771000000.0,676000000.0,
Defined Pension Benefit,1253000000.0,1225000000.0,943000000.0,630000000.0,
Non Current Deferred Assets,4918000000.0,959000000.0,581000000.0,871000000.0,
Non Current Deferred Taxes Assets,4918000000.0,959000000.0,581000000.0,871000000.0,
Non Current Accounts Receivable,33000000.0,73000000.0,51000000.0,49000000.0,
Investments And Advances,244000000.0,967000000.0,262000000.0,214000000.0,
Investmentin Financial Assets,,886000000.0,133000000.0,80000000.0,126000000.0
Long Term Equity Investment,244000000.0,967000000.0,262000000.0,134000000.0,
Goodwill And Other Intangible Assets,17153000000.0,17489000000.0,18774000000.0,19637000000.0,
Other Intangible Assets,4226000000.0,4699000000.0,5288000000.0,5835000000.0,
