,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,27255739.0,27616888.0,28058829.0,28438125.0
Ordinary Shares Number,222199845.0,221838696.0,221396755.0,221017459.0
Share Issued,249455584.0,249455584.0,249455584.0,249455584.0
Net Debt,8688800000.0,4933800000.0,3168300000.0,2654800000.0
Total Debt,11031600000.0,8326900000.0,8219200000.0,8314300000.0
Tangible Book Value,13116600000.0,11973500000.0,12207500000.0,10752500000.0
Invested Capital,24618700000.0,20788800000.0,21176900000.0,19987600000.0
Working Capital,1304700000.0,2817100000.0,5577200000.0,6268200000.0
Net Tangible Assets,13116600000.0,11973500000.0,12207500000.0,10752500000.0
Capital Lease Obligations,725800000.0,682100000.0,582000000.0,406500000.0
Common Stock Equity,14312900000.0,13144000000.0,13539700000.0,12079800000.0
Total Capitalization,23744200000.0,20229800000.0,20690000000.0,19509900000.0
Total Equity Gross Minority Interest,15660300000.0,13702400000.0,14088000000.0,12443100000.0
Minority Interest,1347400000.0,558400000.0,548300000.0,363300000.0
Stockholders Equity,14312900000.0,13144000000.0,13539700000.0,12079800000.0
Gains Losses Not Affecting Retained Earnings,-2449400000.0,-2786100000.0,-1515900000.0,-2140100000.0
Other Equity Adjustments,-2449400000.0,-2786100000.0,-1515900000.0,-2140100000.0
Treasury Stock,1967300000.0,1981000000.0,1987900000.0,2000000000.0
Retained Earnings,17289700000.0,16520300000.0,15678300000.0,14875700000.0
Additional Paid In Capital,1190500000.0,1141400000.0,1115800000.0,1094800000.0
Capital Stock,249400000.0,249400000.0,249400000.0,249400000.0
Common Stock,249400000.0,249400000.0,249400000.0,249400000.0
Total Liabilities Net Minority Interest,16342200000.0,13490200000.0,12771200000.0,12725400000.0
Total Non Current Liabilities Net Minority Interest,12446400000.0,10024400000.0,9972100000.0,10308700000.0
Other Non Current Liabilities,221100000.0,227300000.0,265400000.0,341300000.0
Derivative Product Liabilities,112700000.0,138200000.0,52700000.0,34700000.0
Employee Benefits,202600000.0,205000000.0,277400000.0,645600000.0
Non Current Pension And Other Postretirement Benefit Plans,202600000.0,205000000.0,277400000.0,645600000.0
Tradeand Other Payables Non Current,109400000.0,134600000.0,157100000.0,190900000.0
Non Current Deferred Liabilities,1402900000.0,1314600000.0,1239300000.0,1020500000.0
Non Current Deferred Revenue,136900000.0,67200000.0,58400000.0,57900000.0
Non Current Deferred Taxes Liabilities,1266000000.0,1247400000.0,1180900000.0,962600000.0
Long Term Debt And Capital Lease Obligation,10062400000.0,7677900000.0,7653700000.0,7765900000.0
Long Term Capital Lease Obligation,631100000.0,592100000.0,503400000.0,335800000.0
Long Term Debt,9431300000.0,7085800000.0,7150300000.0,7430100000.0
Long Term Provisions,335300000.0,326800000.0,326500000.0,309800000.0
Current Liabilities,3895800000.0,3465800000.0,2799100000.0,2416700000.0
Other Current Liabilities,98700000.0,228300000.0,68800000.0,50900000.0
Current Deferred Liabilities,413000000.0,439100000.0,366800000.0,313800000.0
Current Deferred Revenue,413000000.0,439100000.0,366800000.0,313800000.0
Current Debt And Capital Lease Obligation,969200000.0,649000000.0,565500000.0,548400000.0
Current Capital Lease Obligation,94700000.0,90000000.0,78600000.0,70700000.0
Current Debt,874500000.0,559000000.0,486900000.0,477700000.0
Other Current Borrowings,874500000.0,559000000.0,486900000.0,477700000.0
Pensionand Other Post Retirement Benefit Plans Current,9600000.0,11100000.0,25600000.0,17900000.0
Payables And Accrued Expenses,2405300000.0,2138300000.0,1772400000.0,1485700000.0
Current Accrued Expenses,672300000.0,523000000.0,609600000.0,537500000.0
Interest Payable,106400000.0,64700000.0,,
Payables,1733000000.0,1615300000.0,1162800000.0,948200000.0
Dividends Payable,388900000.0,359400000.0,332100000.0,296200000.0
Total Tax Payable,131200000.0,135200000.0,93900000.0,105800000.0
Income Tax Payable,131200000.0,135200000.0,93900000.0,105800000.0
Accounts Payable,1212900000.0,1120700000.0,736800000.0,546200000.0
Total Assets,32002500000.0,27192600000.0,26859200000.0,25168500000.0
Total Non Current Assets,26802000000.0,20909700000.0,18482900000.0,16483600000.0
Other Non Current Assets,481800000.0,319000000.0,255400000.0,242600000.0
Defined Pension Benefit,120000000.0,133900000.0,219200000.0,26500000.0
Non Current Prepaid Assets,22200000.0,17000000.0,75000000.0,19300000.0
Non Current Deferred Assets,218400000.0,135700000.0,100200000.0,115100000.0
Non Current Deferred Taxes Assets,159600000.0,135700000.0,100200000.0,115100000.0
Non Current Accounts Receivable,1311900000.0,583100000.0,740300000.0,816300000.0
Financial Assets,320600000.0,74700000.0,23600000.0,45800000.0
Investments And Advances,4684700000.0,3420500000.0,1716200000.0,1449200000.0
Other Investments,66900000.0,66700000.0,66900000.0,17000000.0
Long Term Equity Investment,4617800000.0,3353800000.0,1649300000.0,1432200000.0
Investmentsin Associatesat Cost,,,1649300000.0,1432200000.0
