,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,255841111.0,246300000.0,223200000.0,208600000.0,
Ordinary Shares Number,236438294.0,243500000.0,261700000.0,273300000.0,
Share Issued,492279405.0,489800000.0,484900000.0,481900000.0,
Net Debt,,,2028000000.0,1514100000.0,1311600000.0
Total Debt,3992000000.0,4077700000.0,4360000000.0,4363900000.0,
Tangible Book Value,7837700000.0,6845200000.0,12841200000.0,13124900000.0,
Invested Capital,14908000000.0,14054400000.0,20429400000.0,20922800000.0,
Net Tangible Assets,7837700000.0,6845200000.0,12841200000.0,13124900000.0,
Common Stock Equity,10916000000.0,9976700000.0,16069400000.0,16558900000.0,
Total Capitalization,14846900000.0,13673800000.0,20349600000.0,20838100000.0,
Total Equity Gross Minority Interest,11210600000.0,10279800000.0,16458300000.0,16872900000.0,
Minority Interest,294600000.0,303100000.0,388900000.0,314000000.0,
Stockholders Equity,10916000000.0,9976700000.0,16069400000.0,16558900000.0,
Gains Losses Not Affecting Retained Earnings,-5345300000.0,-6879000000.0,1610900000.0,2383100000.0,
Other Equity Adjustments,-5345300000.0,-6879000000.0,1610900000.0,2383100000.0,
Treasury Stock,11335700000.0,10586900000.0,8925800000.0,7988600000.0,
Retained Earnings,16683500000.0,16697300000.0,12884500000.0,11838000000.0,
Additional Paid In Capital,10908600000.0,10740400000.0,10495000000.0,10321600000.0,
Capital Stock,4900000.0,4900000.0,4800000.0,4800000.0,
Common Stock,4900000.0,4900000.0,4800000.0,4800000.0,
Total Liabilities Net Minority Interest,293836100000.0,280587200000.0,288198900000.0,279754800000.0,
Preferred Securities Outside Stock Equity,,,332500000.0,255600000.0,264900000.0
Non Current Deferred Liabilities,1613300000.0,1324200000.0,2320200000.0,2330800000.0,
Non Current Deferred Taxes Liabilities,1613300000.0,1324200000.0,2320200000.0,2330800000.0,
Long Term Debt And Capital Lease Obligation,3930900000.0,3697100000.0,4280200000.0,4279200000.0,
Long Term Debt,3930900000.0,3697100000.0,4280200000.0,4279200000.0,
Current Debt And Capital Lease Obligation,61100000.0,380600000.0,79800000.0,84700000.0,
Current Debt,61100000.0,380600000.0,79800000.0,84700000.0,
Other Current Borrowings,2500000.0,,,,
Line Of Credit,58600000.0,80700000.0,79800000.0,84700000.0,
Current Notes Payable,,299900000.0,,,
Payables And Accrued Expenses,19641400000.0,20455300000.0,15500000.0,22300000.0,
Payables,19641400000.0,20455300000.0,15500000.0,22300000.0,
Other Payable,19629500000.0,20436100000.0,,,
Total Tax Payable,11900000.0,19200000.0,15500000.0,22300000.0,
Income Tax Payable,11900000.0,19200000.0,15500000.0,22300000.0,
Total Assets,305046700000.0,290867000000.0,304657200000.0,296627700000.0,
Investments And Advances,67987400000.0,65359200000.0,80923900000.0,81255800000.0,
Goodwill And Other Intangible Assets,3078300000.0,3131500000.0,3228200000.0,3434000000.0,
Other Intangible Assets,1469800000.0,1533300000.0,1600600000.0,1723000000.0,
Goodwill,1608500000.0,1598200000.0,1627600000.0,1711000000.0,
Net PPE,938400000.0,996100000.0,1038000000.0,1019000000.0,
Receivables,24610500000.0,25376000000.0,1842400000.0,1723800000.0,
Accounts Receivable,24610500000.0,25376000000.0,1842400000.0,1723800000.0,
Cash Cash Equivalents And Short Term Investments,27194500000.0,67737900000.0,80486500000.0,81560100000.0,
Other Short Term Investments,22486800000.0,62889900000.0,78154500000.0,78710300000.0,
Cash And Cash Equivalents,4707700000.0,4848000000.0,2332000000.0,2849800000.0,
