,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Ordinary Shares Number,988268771.0,980000000.0,1092205000.0,1304000000.0
Share Issued,988268771.0,980000000.0,1092205000.0,1304000000.0
Net Debt,6377000000.0,7869000000.0,3193000000.0,1353000000.0
Total Debt,10739000000.0,12294000000.0,8778000000.0,7396000000.0
Tangible Book Value,-11253000000.0,-13499000000.0,-9231000000.0,-9148000000.0
Invested Capital,8415000000.0,7989000000.0,5848000000.0,3989000000.0
Working Capital,-6511000000.0,-6453000000.0,-6893000000.0,-5572000000.0
Net Tangible Assets,-11253000000.0,-13499000000.0,-9231000000.0,-9148000000.0
Capital Lease Obligations,1255000000.0,1280000000.0,1286000000.0,1179000000.0
Common Stock Equity,-1069000000.0,-3025000000.0,-1644000000.0,-2228000000.0
Total Capitalization,8185000000.0,7771000000.0,4742000000.0,3315000000.0
Total Equity Gross Minority Interest,-1069000000.0,-3025000000.0,-1644000000.0,-2228000000.0
Stockholders Equity,-1069000000.0,-3025000000.0,-1644000000.0,-2228000000.0
Gains Losses Not Affecting Retained Earnings,-223000000.0,285000000.0,-245000000.0,-1243000000.0
Other Equity Adjustments,-223000000.0,285000000.0,-245000000.0,-1243000000.0
Retained Earnings,-2361000000.0,-4492000000.0,-2470000000.0,-1961000000.0
Additional Paid In Capital,1505000000.0,1172000000.0,1060000000.0,963000000.0
Capital Stock,10000000.0,10000000.0,11000000.0,13000000.0
Common Stock,10000000.0,10000000.0,11000000.0,13000000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,38073000000.0,41519000000.0,40249000000.0,36909000000.0
Total Non Current Liabilities Net Minority Interest,13585000000.0,15330000000.0,11188000000.0,10689000000.0
Other Non Current Liabilities,689000000.0,856000000.0,830000000.0,823000000.0
Employee Benefits,545000000.0,600000000.0,1020000000.0,1576000000.0
Non Current Pension And Other Postretirement Benefit Plans,545000000.0,600000000.0,1020000000.0,1576000000.0
Tradeand Other Payables Non Current,904000000.0,911000000.0,860000000.0,746000000.0
Non Current Deferred Liabilities,1368000000.0,1292000000.0,1156000000.0,1097000000.0
Non Current Deferred Revenue,1324000000.0,1171000000.0,1099000000.0,1072000000.0
Non Current Deferred Taxes Liabilities,44000000.0,121000000.0,57000000.0,25000000.0
Long Term Debt And Capital Lease Obligation,10079000000.0,11671000000.0,7322000000.0,6447000000.0
Long Term Capital Lease Obligation,825000000.0,875000000.0,936000000.0,904000000.0
Long Term Debt,9254000000.0,10796000000.0,6386000000.0,5543000000.0
Current Liabilities,24488000000.0,26189000000.0,29061000000.0,26220000000.0
Other Current Liabilities,6101000000.0,6566000000.0,7103000000.0,6891000000.0
Current Deferred Liabilities,1424000000.0,1393000000.0,1277000000.0,1208000000.0
Current Deferred Revenue,1424000000.0,1393000000.0,1277000000.0,1208000000.0
Current Debt And Capital Lease Obligation,660000000.0,623000000.0,1456000000.0,949000000.0
Current Capital Lease Obligation,430000000.0,405000000.0,350000000.0,275000000.0
Current Debt,230000000.0,218000000.0,1106000000.0,674000000.0
Other Current Borrowings,230000000.0,218000000.0,672000000.0,633000000.0
Commercial Paper,,0.0,400000000.0,0.0
Current Notes Payable,,53000000.0,34000000.0,41000000.0
Pensionand Other Post Retirement Benefit Plans Current,1046000000.0,954000000.0,1627000000.0,1194000000.0
Payables And Accrued Expenses,15257000000.0,16653000000.0,17598000000.0,15978000000.0
Payables,15257000000.0,16653000000.0,17598000000.0,15978000000.0
Total Tax Payable,1211000000.0,1350000000.0,1523000000.0,1274000000.0
Accounts Payable,14046000000.0,15303000000.0,16075000000.0,14704000000.0
Total Assets,37004000000.0,38494000000.0,38605000000.0,34681000000.0
Total Non Current Assets,19027000000.0,18758000000.0,16437000000.0,14033000000.0
Other Non Current Assets,853000000.0,991000000.0,697000000.0,507000000.0
Non Current Prepaid Assets,820000000.0,1116000000.0,1500000000.0,357000000.0
Non Current Deferred Assets,3155000000.0,2167000000.0,2915000000.0,2515000000.0
Non Current Deferred Taxes Assets,3155000000.0,2167000000.0,2915000000.0,2515000000.0
Investments And Advances,,,,58000000.0
Investmentin Financial Assets,,,,58000000.0
Available For Sale Securities,,,,58000000.0
Goodwill And Other Intangible Assets,10184000000.0,10474000000.0,7587000000.0,6920000000.0
Other Intangible Assets,1593000000.0,1933000000.0,784000000.0,540000000.0
Goodwill,8591000000.0,8541000000.0,6803000000.0,6380000000.0
Net PPE,4015000000.0,4010000000.0,3738000000.0,3734000000.0
Accumulated Depreciation,-4889000000.0,-4818000000.0,-4927000000.0,-4714000000.0
Gross PPE,8904000000.0,8828000000.0,8665000000.0,8448000000.0
Other Properties,1188000000.0,1236000000.0,1192000000.0,1107000000.0
Machinery Furniture Equipment,5384000000.0,5337000000.0,5307000000.0,5275000000.0
Properties,2332000000.0,2255000000.0,2166000000.0,2066000000.0
Current Assets,17977000000.0,19736000000.0,22168000000.0,20648000000.0
Other Current Assets,1445000000.0,2086000000.0,1065000000.0,1104000000.0
Restricted Cash,125000000.0,0.0,,
Prepaid Assets,,2170000000.0,1092000000.0,1104000000.0
Inventory,6862000000.0,7614000000.0,7930000000.0,5963000000.0
Finished Goods,3930000000.0,4885000000.0,4532000000.0,3662000000.0
Raw Materials,2932000000.0,2729000000.0,3398000000.0,2301000000.0
Receivables,6438000000.0,6891000000.0,8874000000.0,8443000000.0
Other Receivables,1349000000.0,1377000000.0,2333000000.0,2092000000.0
Taxes Receivable,852000000.0,968000000.0,1005000000.0,970000000.0
Accounts Receivable,4237000000.0,4546000000.0,5536000000.0,5381000000.0
Allowance For Doubtful Accounts Receivable,-93000000.0,-107000000.0,-111000000.0,-122000000.0
Gross Accounts Receivable,4330000000.0,4653000000.0,5647000000.0,5503000000.0
Cash Cash Equivalents And Short Term Investments,3107000000.0,3145000000.0,4299000000.0,5138000000.0
Other Short Term Investments,,,5000000.0,274000000.0
Cash And Cash Equivalents,3107000000.0,3145000000.0,4299000000.0,4864000000.0
Cash Equivalents,,,,3932000000.0
Cash Financial,3107000000.0,3145000000.0,,932000000.0
