,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Ordinary Shares Number,2068027500.0,2112583000.0,2143027500.0,2120445500.0
Share Issued,2068027500.0,2112583000.0,2143027500.0,2120445500.0
Net Debt,4177000000.0,6761000000.0,4490000000.0,7781000000.0
Total Debt,20463000000.0,22450000000.0,20977000000.0,24070000000.0
Tangible Book Value,-5368000000.0,-7271000000.0,-6033000000.0,-12594000000.0
Invested Capital,59196000000.0,58031000000.0,58566000000.0,55194000000.0
Working Capital,10434000000.0,9352000000.0,11868000000.0,13135000000.0
Net Tangible Assets,-5368000000.0,-7271000000.0,-6033000000.0,-7508000000.0
Common Stock Equity,38733000000.0,35581000000.0,37589000000.0,31124000000.0
Preferred Stock Equity,,2324000000.0,3080000000.0,5086000000.0
Total Capitalization,59196000000.0,55781000000.0,57567000000.0,57281000000.0
Total Equity Gross Minority Interest,38733000000.0,35581000000.0,37589000000.0,36210000000.0
Stockholders Equity,38733000000.0,35581000000.0,37589000000.0,36210000000.0
Other Equity Interest,-140000000.0,-35000000.0,-133000000.0,-39000000.0
Gains Losses Not Affecting Retained Earnings,-1317000000.0,-2369000000.0,436000000.0,354000000.0
Other Equity Adjustments,-177000000.0,418000000.0,-257000000.0,-291000000.0
Foreign Currency Translation Adjustments,-921000000.0,-2512000000.0,743000000.0,838000000.0
Minimum Pension Liabilities,-155000000.0,-169000000.0,-49000000.0,-196000000.0
Unrealized Gain Loss,-64000000.0,-106000000.0,-1000000.0,3000000.0
Retained Earnings,18040000000.0,16116000000.0,15351000000.0,14088000000.0
Additional Paid In Capital,,,18855000000.0,16721000000.0
Capital Stock,22150000000.0,21869000000.0,21935000000.0,5086000000.0
Common Stock,22150000000.0,21869000000.0,21935000000.0,0.0
Preferred Stock,,2324000000.0,3080000000.0,5086000000.0
Total Liabilities Net Minority Interest,51766000000.0,49920000000.0,45307000000.0,44709000000.0
Total Non Current Liabilities Net Minority Interest,28668000000.0,29067000000.0,29568000000.0,30199000000.0
Other Non Current Liabilities,3091000000.0,3535000000.0,3462000000.0,3891000000.0
Non Current Deferred Liabilities,5114000000.0,5332000000.0,6128000000.0,5237000000.0
Non Current Deferred Taxes Liabilities,5114000000.0,5332000000.0,6128000000.0,5237000000.0
Long Term Debt And Capital Lease Obligation,20463000000.0,20200000000.0,19978000000.0,21071000000.0
Long Term Debt,20463000000.0,20200000000.0,19978000000.0,21071000000.0
Current Liabilities,23098000000.0,20853000000.0,15739000000.0,14510000000.0
Other Current Liabilities,11182000000.0,8441000000.0,7503000000.0,6026000000.0
Current Debt And Capital Lease Obligation,,2250000000.0,999000000.0,2999000000.0
Current Debt,,2250000000.0,999000000.0,2999000000.0
Other Current Borrowings,,2250000000.0,999000000.0,2999000000.0
Pensionand Other Post Retirement Benefit Plans Current,1506000000.0,1359000000.0,1211000000.0,821000000.0
Payables And Accrued Expenses,10410000000.0,8803000000.0,6026000000.0,4664000000.0
Current Accrued Expenses,6766000000.0,5182000000.0,3317000000.0,2754000000.0
Payables,3644000000.0,3621000000.0,2709000000.0,1910000000.0
Other Payable,3269000000.0,3281000000.0,2443000000.0,1736000000.0
Accounts Payable,375000000.0,340000000.0,266000000.0,174000000.0
Total Assets,90499000000.0,85501000000.0,82896000000.0,80919000000.0
Total Non Current Assets,56967000000.0,55296000000.0,55289000000.0,53274000000.0
Other Non Current Assets,7520000000.0,7085000000.0,7247000000.0,6588000000.0
Investments And Advances,1921000000.0,2136000000.0,1705000000.0,231000000.0
Investmentin Financial Assets,1921000000.0,2136000000.0,1705000000.0,231000000.0
Goodwill And Other Intangible Assets,44101000000.0,42852000000.0,43622000000.0,43718000000.0
Other Intangible Assets,26104000000.0,25065000000.0,27664000000.0,27808000000.0
Goodwill,17997000000.0,17787000000.0,15958000000.0,15910000000.0
Net PPE,3425000000.0,3223000000.0,2715000000.0,2737000000.0
Accumulated Depreciation,-5355000000.0,-5658000000.0,-4959000000.0,-4424000000.0
Gross PPE,8780000000.0,8881000000.0,7674000000.0,7161000000.0
Construction In Progress,344000000.0,285000000.0,226000000.0,163000000.0
Machinery Furniture Equipment,7343000000.0,7521000000.0,6368000000.0,5920000000.0
Buildings And Improvements,1022000000.0,1003000000.0,1008000000.0,1007000000.0
Land And Improvements,71000000.0,72000000.0,72000000.0,71000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,33532000000.0,30205000000.0,27607000000.0,27645000000.0
Other Current Assets,4161000000.0,3940000000.0,1359000000.0,1214000000.0
Restricted Cash,4769000000.0,3791000000.0,3154000000.0,2751000000.0
Prepaid Assets,,2668000000.0,856000000.0,757000000.0
Receivables,4474000000.0,3952000000.0,3726000000.0,2882000000.0
Other Receivables,2183000000.0,1932000000.0,1758000000.0,1264000000.0
Accounts Receivable,2291000000.0,2020000000.0,1968000000.0,1618000000.0
Cash Cash Equivalents And Short Term Investments,20128000000.0,18522000000.0,18512000000.0,20041000000.0
Other Short Term Investments,3842000000.0,2833000000.0,2025000000.0,3752000000.0
Cash And Cash Equivalents,16286000000.0,15689000000.0,16487000000.0,16289000000.0
