,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,80000000.0,69000000.0,69000000.0,69000000.0,
Ordinary Shares Number,753000000.0,764000000.0,764000000.0,764000000.0,
Share Issued,833000000.0,833000000.0,833000000.0,833000000.0,
Net Debt,8924000000.0,9667000000.0,12941000000.0,11922000000.0,
Total Debt,14029000000.0,15978000000.0,14795000000.0,14004000000.0,
Tangible Book Value,3520000000.0,3817000000.0,1977000000.0,2948000000.0,
Invested Capital,18147000000.0,19859000000.0,16791000000.0,16977000000.0,
Working Capital,1355000000.0,2842000000.0,2945000000.0,2891000000.0,
Net Tangible Assets,3520000000.0,3817000000.0,1977000000.0,2948000000.0,
Common Stock Equity,4118000000.0,3881000000.0,1996000000.0,2973000000.0,
Total Capitalization,16247000000.0,17828000000.0,16717000000.0,16902000000.0,
Total Equity Gross Minority Interest,4104000000.0,3656000000.0,2248000000.0,3538000000.0,
Minority Interest,-14000000.0,-225000000.0,252000000.0,565000000.0,
Stockholders Equity,4118000000.0,3881000000.0,1996000000.0,2973000000.0,
Gains Losses Not Affecting Retained Earnings,27000000.0,-7000000.0,-22000000.0,29000000.0,
Other Equity Adjustments,27000000.0,-7000000.0,-22000000.0,29000000.0,
Treasury Stock,4991000000.0,4481000000.0,4481000000.0,4481000000.0,
Retained Earnings,2600000000.0,1684000000.0,-148000000.0,813000000.0,
Additional Paid In Capital,6481000000.0,6684000000.0,6646000000.0,6611000000.0,
Capital Stock,1000000.0,1000000.0,1000000.0,1000000.0,
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,17674000000.0,18383000000.0,17811000000.0,17269000000.0,
Total Non Current Liabilities Net Minority Interest,13252000000.0,14481000000.0,15246000000.0,14453000000.0,
Other Non Current Liabilities,936000000.0,382000000.0,352000000.0,336000000.0,
Non Current Deferred Liabilities,187000000.0,152000000.0,173000000.0,188000000.0,
Non Current Deferred Revenue,,,,344000000.0,350000000.0
Non Current Deferred Taxes Liabilities,187000000.0,152000000.0,173000000.0,188000000.0,
Long Term Debt And Capital Lease Obligation,12129000000.0,13947000000.0,14721000000.0,13929000000.0,
Long Term Debt,12129000000.0,13947000000.0,14721000000.0,13929000000.0,
Current Liabilities,4422000000.0,3902000000.0,2565000000.0,2816000000.0,
Other Current Liabilities,,,821000000.0,755000000.0,
Current Deferred Liabilities,543000000.0,471000000.0,470000000.0,501000000.0,
Current Deferred Revenue,543000000.0,471000000.0,470000000.0,501000000.0,
Current Debt And Capital Lease Obligation,1900000000.0,2031000000.0,74000000.0,75000000.0,
Current Debt,1900000000.0,2031000000.0,74000000.0,75000000.0,
Payables And Accrued Expenses,1979000000.0,1400000000.0,1200000000.0,1485000000.0,
Current Accrued Expenses,1016000000.0,853000000.0,721000000.0,825000000.0,
Interest Payable,184000000.0,189000000.0,157000000.0,179000000.0,
Payables,963000000.0,547000000.0,479000000.0,660000000.0,
Other Payable,146000000.0,189000000.0,227000000.0,336000000.0,
Total Tax Payable,650000000.0,269000000.0,175000000.0,235000000.0,
Income Tax Payable,261000000.0,135000000.0,32000000.0,87000000.0,
Accounts Payable,167000000.0,89000000.0,77000000.0,89000000.0,
Total Assets,21778000000.0,22039000000.0,20059000000.0,20807000000.0,
Total Non Current Assets,16001000000.0,15295000000.0,14549000000.0,15100000000.0,
Other Non Current Assets,400000000.0,356000000.0,217000000.0,221000000.0,
Non Current Deferred Assets,121000000.0,131000000.0,297000000.0,318000000.0,
Non Current Deferred Taxes Assets,121000000.0,131000000.0,297000000.0,318000000.0,
Non Current Note Receivables,1194000000.0,1165000000.0,0.0,,
Goodwill And Other Intangible Assets,598000000.0,64000000.0,19000000.0,25000000.0,
Other Intangible Assets,495000000.0,54000000.0,19000000.0,25000000.0,
Goodwill,103000000.0,10000000.0,,,
Net PPE,13688000000.0,13579000000.0,14016000000.0,14536000000.0,
Accumulated Depreciation,-11893000000.0,-10883000000.0,-10017000000.0,-9167000000.0,
Gross PPE,25581000000.0,24462000000.0,24033000000.0,23703000000.0,
Construction In Progress,491000000.0,1123000000.0,1513000000.0,1901000000.0,
Machinery Furniture Equipment,5351000000.0,4637000000.0,4486000000.0,4322000000.0,
Buildings And Improvements,16211000000.0,15494000000.0,14840000000.0,14235000000.0,
Land And Improvements,3528000000.0,3208000000.0,3194000000.0,3245000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,5777000000.0,6744000000.0,5510000000.0,5707000000.0,
Other Current Assets,150000000.0,138000000.0,113000000.0,113000000.0,
Assets Held For Sale Current,,0.0,3303000000.0,3222000000.0,
Restricted Cash,,0.0,16000000.0,16000000.0,16000000.0
Prepaid Assets,,138000000.0,113000000.0,113000000.0,182000000.0
Inventory,38000000.0,28000000.0,22000000.0,22000000.0,
Receivables,484000000.0,267000000.0,202000000.0,252000000.0,
Accounts Receivable,484000000.0,267000000.0,202000000.0,252000000.0,
Allowance For Doubtful Accounts Receivable,-201000000.0,-217000000.0,-232000000.0,-255000000.0,
Gross Accounts Receivable,685000000.0,484000000.0,434000000.0,507000000.0,
Cash Cash Equivalents And Short Term Investments,5105000000.0,6311000000.0,1854000000.0,2082000000.0,
Cash And Cash Equivalents,5105000000.0,6311000000.0,1854000000.0,2082000000.0,
