,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,6081110.0,4200000.0,2400000.0,34500000.0,
Ordinary Shares Number,314636503.0,316100000.0,317200000.0,284300000.0,
Share Issued,320717613.0,320300000.0,319600000.0,318800000.0,
Net Debt,12679400000.0,11642100000.0,9525400000.0,8896000000.0,
Total Debt,13069100000.0,12081400000.0,9831600000.0,9174300000.0,
Tangible Book Value,-5788400000.0,-5112700000.0,-4106600000.0,-3735600000.0,
Invested Capital,23361700000.0,21471500000.0,18533300000.0,17418100000.0,
Working Capital,-1847300000.0,-1033600000.0,-704800000.0,-760200000.0,
Net Tangible Assets,-5788400000.0,-5112700000.0,-4106600000.0,-3735600000.0,
Capital Lease Obligations,249700000.0,295900000.0,277200000.0,240100000.0,
Common Stock Equity,10542300000.0,9686000000.0,8978900000.0,8483900000.0,
Total Capitalization,22429400000.0,21015500000.0,18525100000.0,17250000000.0,
Total Equity Gross Minority Interest,10543500000.0,9686800000.0,8979700000.0,8488800000.0,
Minority Interest,1200000.0,800000.0,800000.0,4900000.0,
Stockholders Equity,10542300000.0,9686000000.0,8978900000.0,8483900000.0,
Gains Losses Not Affecting Retained Earnings,-12100000.0,-12100000.0,-14600000.0,-12400000.0,
Other Equity Adjustments,-12100000.0,-12100000.0,-14600000.0,-12400000.0,
Treasury Stock,783500000.0,504600000.0,274800000.0,100000.0,
Retained Earnings,8433900000.0,7356300000.0,6475600000.0,5751800000.0,
Additional Paid In Capital,2900800000.0,2843200000.0,2789500000.0,2741400000.0,
Capital Stock,3200000.0,3200000.0,3200000.0,3200000.0,
Common Stock,3200000.0,3200000.0,3200000.0,3200000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,20866600000.0,19366100000.0,15975300000.0,14945200000.0,
Total Non Current Liabilities Net Minority Interest,16638300000.0,15975400000.0,13559700000.0,12663200000.0,
Other Non Current Liabilities,102000000.0,120300000.0,126200000.0,112800000.0,
Derivative Product Liabilities,71300000.0,99700000.0,50700000.0,103000000.0,
Employee Benefits,19600000.0,20000000.0,24500000.0,27800000.0,
Non Current Pension And Other Postretirement Benefit Plans,19600000.0,20000000.0,24500000.0,27800000.0,
Non Current Accrued Expenses,,,,1694700000.0,1703200000.0
Non Current Deferred Liabilities,1641500000.0,1627400000.0,1348900000.0,1365400000.0,
Non Current Deferred Taxes Liabilities,1526800000.0,1528800000.0,1229500000.0,1238800000.0,
Long Term Debt And Capital Lease Obligation,12082000000.0,11567500000.0,9785200000.0,8972700000.0,
Long Term Capital Lease Obligation,194900000.0,238000000.0,239000000.0,206600000.0,
Long Term Debt,11887100000.0,11329500000.0,9546200000.0,8766100000.0,
Long Term Provisions,2721900000.0,2540500000.0,2224200000.0,2081500000.0,
Current Liabilities,4228300000.0,3390700000.0,2415600000.0,2282000000.0,
Other Current Liabilities,8300000.0,1200000.0,,,14900000.0
Current Deferred Liabilities,467300000.0,443000000.0,381300000.0,345600000.0,
Current Deferred Revenue,467300000.0,443000000.0,381300000.0,345600000.0,
Current Debt And Capital Lease Obligation,987100000.0,513900000.0,46400000.0,201600000.0,
Current Capital Lease Obligation,54800000.0,57900000.0,38200000.0,33500000.0,
Current Debt,932300000.0,456000000.0,8200000.0,168100000.0,
Other Current Borrowings,932300000.0,456000000.0,8200000.0,168100000.0,
Current Provisions,393600000.0,352100000.0,349000000.0,316100000.0,
Payables And Accrued Expenses,2372000000.0,2080500000.0,1638900000.0,1418700000.0,
Current Accrued Expenses,792200000.0,702300000.0,583000000.0,504200000.0,
Interest Payable,104100000.0,79000000.0,62100000.0,54600000.0,
Payables,1579800000.0,1378200000.0,1055900000.0,914500000.0,
Dividends Payable,168300000.0,156400000.0,145900000.0,135500000.0,
Total Tax Payable,182900000.0,168500000.0,143700000.0,132300000.0,
Accounts Payable,1411500000.0,1221800000.0,910000000.0,779000000.0,
Total Assets,31410100000.0,29052900000.0,24955000000.0,23434000000.0,
Total Non Current Assets,29029100000.0,26695800000.0,23244200000.0,21912200000.0,
Other Non Current Assets,185500000.0,148900000.0,163000000.0,178900000.0,
Non Current Prepaid Assets,67600000.0,51400000.0,43400000.0,29500000.0,
Non Current Deferred Assets,198800000.0,185900000.0,218700000.0,216800000.0,
Non Current Accounts Receivable,114000000.0,104600000.0,98900000.0,103300000.0,
Financial Assets,74100000.0,105800000.0,19700000.0,73800000.0,
Investments And Advances,469400000.0,281400000.0,127600000.0,145400000.0,
Goodwill And Other Intangible Assets,16330700000.0,14798700000.0,13085500000.0,12219500000.0,
Other Intangible Assets,496200000.0,347200000.0,259500000.0,173100000.0,
Goodwill,15834500000.0,14451500000.0,12826000000.0,12046400000.0,
Net PPE,11589000000.0,11019100000.0,9487400000.0,8945000000.0,
