,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,189895570.0,176431298.0,170571261.0,158923810.0
Ordinary Shares Number,426386426.0,431936415.0,432472818.0,411842629.0
Share Issued,616281996.0,608367713.0,603044079.0,570766439.0
Net Debt,853600000.0,274500000.0,1722000000.0,2410600000.0
Total Debt,3359800000.0,3230700000.0,3097500000.0,3491300000.0
Tangible Book Value,5905700000.0,4251200000.0,2163800000.0,1406100000.0
Invested Capital,11119200000.0,9382000000.0,7660000000.0,7029800000.0
Working Capital,3728700000.0,3668000000.0,2238200000.0,1509600000.0
Net Tangible Assets,5905700000.0,4251200000.0,2163800000.0,1406100000.0
Capital Lease Obligations,23200000.0,37200000.0,22900000.0,
Common Stock Equity,7782600000.0,6188500000.0,4585400000.0,3538500000.0
Total Capitalization,10325200000.0,9234200000.0,7499300000.0,6498200000.0
Total Equity Gross Minority Interest,7800600000.0,6207000000.0,4604400000.0,3558100000.0
Minority Interest,18000000.0,18500000.0,19000000.0,19600000.0
Stockholders Equity,7782600000.0,6188500000.0,4585400000.0,3538500000.0
Gains Losses Not Affecting Retained Earnings,-45200000.0,-23200000.0,-40600000.0,-57600000.0
Other Equity Adjustments,-45200000.0,-23200000.0,-40600000.0,-57600000.0
Treasury Stock,3937400000.0,2829700000.0,2448400000.0,1968200000.0
Retained Earnings,6548100000.0,4364400000.0,2435100000.0,1425500000.0
Additional Paid In Capital,5210900000.0,4670900000.0,4633300000.0,4133100000.0
Capital Stock,6200000.0,6100000.0,6000000.0,5700000.0
Common Stock,6200000.0,6100000.0,6000000.0,5700000.0
Total Liabilities Net Minority Interest,5414600000.0,5771500000.0,5021600000.0,5109900000.0
Total Non Current Liabilities Net Minority Interest,3231000000.0,3710100000.0,3478200000.0,3435400000.0
Other Non Current Liabilities,627300000.0,607300000.0,510900000.0,418400000.0
Non Current Deferred Liabilities,38700000.0,34100000.0,43200000.0,57300000.0
Non Current Deferred Taxes Liabilities,38700000.0,34100000.0,43200000.0,57300000.0
Long Term Debt And Capital Lease Obligation,2565000000.0,3068700000.0,2924100000.0,2959700000.0
Long Term Capital Lease Obligation,22400000.0,23000000.0,10200000.0,
Long Term Debt,2542600000.0,3045700000.0,2913900000.0,2959700000.0
Current Liabilities,2183600000.0,2061400000.0,1543400000.0,1674500000.0
Other Current Liabilities,333700000.0,281500000.0,196000000.0,144400000.0
Current Debt And Capital Lease Obligation,794800000.0,162000000.0,173400000.0,531600000.0
Current Capital Lease Obligation,800000.0,14200000.0,12700000.0,
Current Debt,794000000.0,147800000.0,160700000.0,531600000.0
Other Current Borrowings,794000000.0,147800000.0,160700000.0,
Current Provisions,108300000.0,209900000.0,229900000.0,233300000.0
Payables And Accrued Expenses,946800000.0,1408000000.0,944100000.0,765200000.0
Current Accrued Expenses,183800000.0,521100000.0,285400000.0,166800000.0
Payables,763000000.0,886900000.0,658700000.0,598400000.0
Total Tax Payable,37400000.0,34800000.0,23600000.0,25500000.0
Income Tax Payable,37400000.0,34800000.0,23600000.0,25500000.0
Accounts Payable,725600000.0,852100000.0,635100000.0,572900000.0
Total Assets,13215200000.0,11978500000.0,9626000000.0,8668000000.0
Total Non Current Assets,7302900000.0,6249100000.0,5832800000.0,5483900000.0
Other Non Current Assets,381300000.0,438600000.0,498300000.0,410200000.0
Non Current Deferred Assets,600800000.0,376700000.0,366300000.0,429000000.0
Non Current Deferred Taxes Assets,600800000.0,376700000.0,366300000.0,429000000.0
Goodwill And Other Intangible Assets,1876900000.0,1937300000.0,2421600000.0,2132400000.0
Other Intangible Assets,299300000.0,359700000.0,484100000.0,469000000.0
Goodwill,1577600000.0,1577600000.0,1937500000.0,1663400000.0
Net PPE,4443900000.0,3496500000.0,2546600000.0,2512300000.0
Accumulated Depreciation,-3529500000.0,-3155100000.0,-3340500000.0,-2995400000.0
Gross PPE,7973400000.0,6651600000.0,5887100000.0,5507700000.0
Other Properties,42400000.0,45800000.0,22300000.0,
Machinery Furniture Equipment,6489000000.0,5431800000.0,4777800000.0,4538000000.0
Buildings And Improvements,1324200000.0,1056200000.0,968500000.0,850000000.0
Land And Improvements,117800000.0,117800000.0,118500000.0,119700000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,5912300000.0,5729400000.0,3781600000.0,3184100000.0
Other Current Assets,382100000.0,351300000.0,240100000.0,176000000.0
Inventory,2111800000.0,1616800000.0,1379500000.0,1251400000.0
Finished Goods,421400000.0,429000000.0,316400000.0,286000000.0
Work In Process,1221100000.0,951000000.0,888900000.0,829700000.0
Raw Materials,469300000.0,236800000.0,174200000.0,135700000.0
Receivables,935400000.0,842300000.0,809400000.0,676000000.0
Accounts Receivable,935400000.0,842300000.0,809400000.0,676000000.0
Cash Cash Equivalents And Short Term Investments,2483000000.0,2919000000.0,1352600000.0,1080700000.0
Cash And Cash Equivalents,2483000000.0,2919000000.0,1352600000.0,1080700000.0
