,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,200000.0,200000.0,300000.0,400000.0,
Ordinary Shares Number,853616677.0,858800000.0,869700000.0,864600000.0,
Share Issued,853816677.0,859000000.0,870000000.0,865000000.0,
Net Debt,19058000000.0,14060000000.0,11252000000.0,18402000000.0,
Total Debt,26729000000.0,23521000000.0,25528000000.0,27754000000.0,
Tangible Book Value,9129000000.0,12767000000.0,8075000000.0,-4984000000.0,
Invested Capital,39570000000.0,39448000000.0,35760000000.0,24969000000.0,
Working Capital,1737000000.0,4077000000.0,7365000000.0,3200000000.0,
Net Tangible Assets,9129000000.0,12767000000.0,8075000000.0,-4984000000.0,
Capital Lease Obligations,4465000000.0,3859000000.0,4021000000.0,3442000000.0,
Common Stock Equity,17306000000.0,19786000000.0,14253000000.0,657000000.0,
Total Capitalization,36222000000.0,37107000000.0,33758000000.0,22402000000.0,
Total Equity Gross Minority Interest,17314000000.0,19803000000.0,14269000000.0,669000000.0,
Minority Interest,8000000.0,17000000.0,16000000.0,12000000.0,
Stockholders Equity,17306000000.0,19786000000.0,14253000000.0,657000000.0,
Other Equity Interest,9000000.0,13000000.0,16000000.0,20000000.0,
Gains Losses Not Affecting Retained Earnings,-3758000000.0,-1549000000.0,-3278000000.0,-7113000000.0,
Other Equity Adjustments,-3758000000.0,-1549000000.0,-3278000000.0,-7113000000.0,
Treasury Stock,9000000.0,13000000.0,16000000.0,20000000.0,
Retained Earnings,21055000000.0,21326000000.0,16179000000.0,6896000000.0,
Additional Paid In Capital,0.0,0.0,1343000000.0,865000000.0,
Capital Stock,9000000.0,9000000.0,9000000.0,9000000.0,
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0,
Total Liabilities Net Minority Interest,53543000000.0,51321000000.0,55136000000.0,61739000000.0,
Total Non Current Liabilities Net Minority Interest,35867000000.0,33181000000.0,37567000000.0,44723000000.0,
Other Non Current Liabilities,3264000000.0,3513000000.0,3578000000.0,3847000000.0,
Employee Benefits,6159000000.0,4807000000.0,8047000000.0,15817000000.0,
Non Current Pension And Other Postretirement Benefit Plans,6159000000.0,4807000000.0,8047000000.0,15817000000.0,
Non Current Deferred Liabilities,3772000000.0,4302000000.0,3125000000.0,488000000.0,
Non Current Deferred Taxes Liabilities,3772000000.0,4302000000.0,3125000000.0,488000000.0,
Long Term Debt And Capital Lease Obligation,22672000000.0,20559000000.0,22817000000.0,24571000000.0,
Long Term Capital Lease Obligation,3756000000.0,3238000000.0,3312000000.0,2826000000.0,
Long Term Debt,18916000000.0,17321000000.0,19505000000.0,21745000000.0,
Long Term Provisions,,,,,1282000000.0
Current Liabilities,17676000000.0,18140000000.0,17569000000.0,17016000000.0,
Other Current Liabilities,1256000000.0,1467000000.0,1430000000.0,1797000000.0,
