,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,228827218.0,222396166.0,214158636.0,207480827.0
Ordinary Shares Number,401455243.0,407886295.0,416123825.0,422801634.0
Share Issued,630282461.0,630282461.0,630282461.0,630282461.0
Net Debt,15771000000.0,14633000000.0,13287000000.0,13257000000.0
Total Debt,16229000000.0,14984000000.0,13405000000.0,13810000000.0
Tangible Book Value,-3110000000.0,-3301000000.0,-2802000000.0,-2566000000.0
Invested Capital,23132000000.0,21833000000.0,20529000000.0,21262000000.0
Working Capital,-422000000.0,-843000000.0,-1013000000.0,-13000000.0
Net Tangible Assets,-3110000000.0,-3301000000.0,-2802000000.0,-2566000000.0
Common Stock Equity,6903000000.0,6849000000.0,7124000000.0,7452000000.0
Total Capitalization,22798000000.0,21419000000.0,19821000000.0,20711000000.0
Total Equity Gross Minority Interest,6896000000.0,6864000000.0,7126000000.0,7454000000.0
Minority Interest,-7000000.0,15000000.0,2000000.0,2000000.0
Stockholders Equity,6903000000.0,6849000000.0,7124000000.0,7452000000.0
Gains Losses Not Affecting Retained Earnings,-37000000.0,-69000000.0,17000000.0,39000000.0
Other Equity Adjustments,-37000000.0,-69000000.0,17000000.0,39000000.0
Treasury Stock,12751000000.0,11569000000.0,10072000000.0,8881000000.0
Retained Earnings,14334000000.0,13167000000.0,12004000000.0,11159000000.0
Additional Paid In Capital,5351000000.0,5314000000.0,5169000000.0,5129000000.0
Capital Stock,6000000.0,6000000.0,6000000.0,6000000.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0
Total Liabilities Net Minority Interest,25927000000.0,24503000000.0,21971000000.0,21891000000.0
Total Non Current Liabilities Net Minority Interest,21701000000.0,20109000000.0,17889000000.0,18338000000.0
Other Non Current Liabilities,1092000000.0,1106000000.0,1125000000.0,1051000000.0
Non Current Deferred Liabilities,1826000000.0,1733000000.0,1694000000.0,1806000000.0
Non Current Deferred Taxes Liabilities,1826000000.0,1733000000.0,1694000000.0,1806000000.0
Long Term Debt And Capital Lease Obligation,15895000000.0,14570000000.0,12697000000.0,13259000000.0
Long Term Debt,15895000000.0,14570000000.0,12697000000.0,13259000000.0
Long Term Provisions,2888000000.0,2700000000.0,2373000000.0,2222000000.0
Current Liabilities,4226000000.0,4394000000.0,4082000000.0,3553000000.0
Current Deferred Liabilities,578000000.0,589000000.0,571000000.0,539000000.0
Current Deferred Revenue,578000000.0,589000000.0,571000000.0,539000000.0
Current Debt And Capital Lease Obligation,334000000.0,414000000.0,708000000.0,551000000.0
Current Debt,334000000.0,414000000.0,708000000.0,551000000.0
Payables And Accrued Expenses,3314000000.0,3391000000.0,2803000000.0,2463000000.0
Current Accrued Expenses,1605000000.0,1625000000.0,1428000000.0,1342000000.0
Payables,1709000000.0,1766000000.0,1375000000.0,1121000000.0
Accounts Payable,1709000000.0,1766000000.0,1375000000.0,1121000000.0
Total Assets,32823000000.0,31367000000.0,29097000000.0,29345000000.0
Total Non Current Assets,29019000000.0,27816000000.0,26028000000.0,25805000000.0
Other Non Current Assets,1432000000.0,1369000000.0,1251000000.0,1213000000.0
Investments And Advances,606000000.0,578000000.0,432000000.0,426000000.0
Long Term Equity Investment,606000000.0,578000000.0,432000000.0,426000000.0
Goodwill And Other Intangible Assets,10013000000.0,10150000000.0,9926000000.0,10018000000.0
Other Intangible Assets,759000000.0,827000000.0,898000000.0,1024000000.0
Goodwill,9254000000.0,9323000000.0,9028000000.0,8994000000.0
Net PPE,16968000000.0,15719000000.0,14419000000.0,14148000000.0
Accumulated Depreciation,-22826000000.0,-21627000000.0,-20537000000.0,-19337000000.0
Gross PPE,39794000000.0,37346000000.0,34956000000.0,33485000000.0
Other Properties,3104000000.0,3021000000.0,2807000000.0,2694000000.0
Machinery Furniture Equipment,12179000000.0,11238000000.0,10141000000.0,9746000000.0
Buildings And Improvements,4266000000.0,3809000000.0,3542000000.0,3463000000.0
Land And Improvements,20245000000.0,19278000000.0,18466000000.0,17582000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,3804000000.0,3551000000.0,3069000000.0,3540000000.0
Other Current Assets,303000000.0,284000000.0,270000000.0,239000000.0
Inventory,173000000.0,164000000.0,135000000.0,124000000.0
Raw Materials,173000000.0,164000000.0,135000000.0,124000000.0
Receivables,2870000000.0,2752000000.0,2546000000.0,2624000000.0
Other Receivables,237000000.0,291000000.0,268000000.0,527000000.0
Accounts Receivable,2633000000.0,2461000000.0,2278000000.0,2097000000.0
Allowance For Doubtful Accounts Receivable,-30000000.0,-26000000.0,-25000000.0,-33000000.0
Gross Accounts Receivable,2663000000.0,2487000000.0,2303000000.0,2130000000.0
Cash Cash Equivalents And Short Term Investments,458000000.0,351000000.0,118000000.0,553000000.0
Cash And Cash Equivalents,458000000.0,351000000.0,118000000.0,553000000.0
